log10_A,A,sigma_pooled,mean_n,per_event_sigma,null_mean,null_std,delta_from_5314
-2.333601,4.638732e-03,0.277287,5.018026,0.26705,0.277287,0.0,0.295974
-2.326923,4.710609e-03,0.277287,5.006934,0.26705,0.277287,0.0,0.307066
-2.320245,4.783600e-03,0.277287,4.995842,0.26705,0.277287,0.0,0.318158
-2.313567,4.857722e-03,0.277287,4.984751,0.26705,0.277287,0.0,0.329249
-2.30689,4.932993e-03,0.277287,4.973659,0.26705,0.277287,0.0,0.340341
-2.300212,5.009430e-03,0.277287,4.962568,0.26705,0.277287,0.0,0.351432
-2.293534,5.087051e-03,0.277287,4.951476,0.26705,0.277287,0.0,0.362524
-2.286856,5.165875e-03,0.277287,4.940385,0.26705,0.277287,0.0,0.373615
-2.280178,5.245920e-03,0.277287,4.929293,0.26705,0.277287,0.0,0.384707
-2.273501,5.327206e-03,0.277287,4.918201,0.26705,0.277287,0.0,0.395799
-2.266823,5.409751e-03,0.277287,4.90711,0.26705,0.277287,0.0,0.40689
-2.260145,5.493575e-03,0.277287,4.896018,0.26705,0.277287,0.0,0.417982
-2.253467,5.578698e-03,0.277287,4.884927,0.26705,0.277287,0.0,0.429073
-2.246789,5.665140e-03,0.277287,4.873835,0.26705,0.277287,0.0,0.440165
-2.240112,5.752921e-03,0.277287,4.862743,0.26705,0.277287,0.0,0.451257
-2.233434,5.842063e-03,0.277287,4.851652,0.26705,0.277287,0.0,0.462348
-2.226756,5.932586e-03,0.277287,4.84056,0.26705,0.277287,0.0,0.47344
-2.220078,6.024511e-03,0.277287,4.829469,0.26705,0.277287,0.0,0.484531
-2.2134,6.117861e-03,0.277287,4.818377,0.26705,0.277287,0.0,0.495623
-2.206723,6.212658e-03,0.277287,4.807286,0.26705,0.277287,0.0,0.506714
-2.200045,6.308923e-03,0.277287,4.796194,0.26705,0.277287,0.0,0.517806
-2.193367,6.406680e-03,0.277287,4.785102,0.26705,0.277287,0.0,0.528898
-2.186689,6.505951e-03,0.277287,4.774011,0.26705,0.277287,0.0,0.539989
-2.180011,6.606761e-03,0.277287,4.762919,0.26705,0.277287,0.0,0.551081
-2.173334,6.709133e-03,0.277287,4.751828,0.26705,0.277287,0.0,0.562172
-2.166656,6.813091e-03,0.277287,4.740736,0.26705,0.277287,0.0,0.573264
-2.159978,6.918660e-03,0.277287,4.729645,0.26705,0.277287,0.0,0.584355
-2.1533,7.025865e-03,0.277287,4.718553,0.26705,0.277287,0.0,0.595447
-2.146622,7.134731e-03,0.277287,4.707461,0.26705,0.277287,0.0,0.606539
-2.139945,7.245284e-03,0.277287,4.69637,0.26705,0.277287,0.0,0.61763
-2.133267,7.357549e-03,0.277287,4.685278,0.26705,0.277287,0.0,0.628722
-2.126589,7.471555e-03,0.277287,4.674187,0.26705,0.277287,0.0,0.639813
-2.119911,7.587327e-03,0.277287,4.663095,0.26705,0.277287,0.0,0.650905
-2.113233,7.704892e-03,0.277287,4.652003,0.26705,0.277287,0.0,0.661997
-2.106556,7.824280e-03,0.277287,4.640912,0.26705,0.277287,0.0,0.673088
-2.099878,7.945517e-03,0.277287,4.62982,0.26705,0.277287,0.0,0.68418
-2.0932,8.068633e-03,0.277287,4.618729,0.26705,0.277287,0.0,0.695271
-2.086522,8.193657e-03,0.277287,4.607637,0.26705,0.277287,0.0,0.706363
-2.079844,8.320617e-03,0.277287,4.596546,0.26705,0.277287,0.0,0.717454
-2.073167,8.449545e-03,0.277287,4.585454,0.26705,0.277287,0.0,0.728546
-2.066489,8.580471e-03,0.277287,4.574362,0.26705,0.277287,0.0,0.739638
-2.059811,8.713426e-03,0.277287,4.563271,0.26705,0.277287,0.0,0.750729
-2.053133,8.848441e-03,0.277287,4.552179,0.26705,0.277287,0.0,0.761821
-2.046455,8.985547e-03,0.277287,4.541088,0.26705,0.277287,0.0,0.772912
-2.039778,9.124778e-03,0.277287,4.529996,0.26705,0.277287,0.0,0.784004
-2.0331,9.266167e-03,0.277287,4.518904,0.26705,0.277287,0.0,0.795096
-2.026422,9.409746e-03,0.277287,4.507813,0.26705,0.277287,0.0,0.806187
-2.019744,9.555551e-03,0.277287,4.496721,0.26705,0.277287,0.0,0.817279
-2.013066,9.703614e-03,0.277287,4.48563,0.26705,0.277287,0.0,0.82837
-2.006389,9.853972e-03,0.277287,4.474538,0.26705,0.277287,0.0,0.839462
-1.999711,1.000666e-02,0.277287,4.463447,0.26705,0.277287,0.0,0.850553
-1.993033,1.016171e-02,0.277287,4.452355,0.26705,0.277287,0.0,0.861645
-1.986355,1.031917e-02,0.277287,4.441263,0.26705,0.277287,0.0,0.872737
-1.979678,1.047906e-02,0.277287,4.430172,0.26705,0.277287,0.0,0.883828
-1.973,1.064144e-02,0.277287,4.41908,0.26705,0.277287,0.0,0.89492
-1.966322,1.080633e-02,0.277287,4.407989,0.26705,0.277287,0.0,0.906011
-1.959644,1.097377e-02,0.277287,4.396897,0.26705,0.277287,0.0,0.917103
-1.952966,1.114381e-02,0.277287,4.385806,0.26705,0.277287,0.0,0.928194
-1.946289,1.131648e-02,0.277287,4.374714,0.26705,0.277287,0.0,0.939286
-1.939611,1.149183e-02,0.277287,4.363622,0.26705,0.277287,0.0,0.950378
-1.932933,1.166990e-02,0.277287,4.352531,0.26705,0.277287,0.0,0.961469
-1.926255,1.185072e-02,0.277287,4.341439,0.26705,0.277287,0.0,0.972561
-1.919577,1.203435e-02,0.277287,4.330348,0.26705,0.277287,0.0,0.983652
-1.9129,1.222082e-02,0.277287,4.319256,0.26705,0.277287,0.0,0.994744
-1.906222,1.241019e-02,0.277287,4.308164,0.26705,0.277287,0.0,1.005836
-1.899544,1.260248e-02,0.277287,4.297073,0.26705,0.277287,0.0,1.016927
-1.892866,1.279776e-02,0.277287,4.285981,0.26705,0.277287,0.0,1.028019
-1.886188,1.299606e-02,0.277287,4.27489,0.26705,0.277287,0.0,1.03911
-1.879511,1.319743e-02,0.277287,4.263798,0.26705,0.277287,0.0,1.050202
-1.872833,1.340193e-02,0.277287,4.252707,0.26705,0.277287,0.0,1.061293
-1.866155,1.360959e-02,0.277287,4.241615,0.26705,0.277287,0.0,1.072385
-1.859477,1.382047e-02,0.277287,4.230523,0.26705,0.277287,0.0,1.083477
-1.852799,1.403462e-02,0.277287,4.219432,0.26705,0.277287,0.0,1.094568
-1.846122,1.425209e-02,0.277287,4.20834,0.26705,0.277287,0.0,1.10566
-1.839444,1.447292e-02,0.277287,4.197249,0.26705,0.277287,0.0,1.116751
-1.832766,1.469718e-02,0.277287,4.186157,0.26705,0.277287,0.0,1.127843
-1.826088,1.492491e-02,0.277287,4.175066,0.26705,0.277287,0.0,1.138934
-1.81941,1.515617e-02,0.277287,4.163974,0.26705,0.277287,0.0,1.150026
-1.812733,1.539102e-02,0.277287,4.152882,0.26705,0.277287,0.0,1.161118
-1.806055,1.562950e-02,0.277287,4.141791,0.26705,0.277287,0.0,1.172209
-1.799377,1.587168e-02,0.277287,4.130699,0.26705,0.277287,0.0,1.183301
-1.792699,1.611762e-02,0.277287,4.119608,0.26705,0.277287,0.0,1.194392
-1.786021,1.636736e-02,0.277287,4.108516,0.26705,0.277287,0.0,1.205484
-1.779344,1.662097e-02,0.277287,4.097424,0.26705,0.277287,0.0,1.216576
-1.772666,1.687851e-02,0.277287,4.086333,0.26705,0.277287,0.0,1.227667
-1.765988,1.714005e-02,0.277287,4.075241,0.26705,0.277287,0.0,1.238759
-1.75931,1.740563e-02,0.277287,4.06415,0.26705,0.277287,0.0,1.24985
-1.752632,1.767533e-02,0.277287,4.053058,0.26705,0.277287,0.0,1.260942
-1.745955,1.794921e-02,0.277287,4.041967,0.26705,0.277287,0.0,1.272033
-1.739277,1.822733e-02,0.277287,4.030875,0.26705,0.277287,0.0,1.283125
-1.732599,1.850977e-02,0.277287,4.019783,0.26705,0.277287,0.0,1.294217
-1.725921,1.879658e-02,0.277287,4.008692,0.26705,0.277287,0.0,1.305308
-1.719243,1.908783e-02,0.277287,3.9976,0.26705,0.277287,0.0,1.3164
-1.712566,1.938360e-02,0.277287,3.986509,0.26705,0.277287,0.0,1.327491
-1.705888,1.968395e-02,0.277287,3.975417,0.26705,0.277287,0.0,1.338583
-1.69921,1.998895e-02,0.277287,3.964326,0.26705,0.277287,0.0,1.349674
-1.692532,2.029868e-02,0.277287,3.953234,0.26705,0.277287,0.0,1.360766
-1.685854,2.061321e-02,0.277287,3.942142,0.26705,0.277287,0.0,1.371858
-1.679177,2.093261e-02,0.277287,3.931051,0.26705,0.277287,0.0,1.382949
-1.672499,2.125696e-02,0.277287,3.919959,0.26705,0.277287,0.0,1.394041
-1.665821,2.158634e-02,0.277287,3.908868,0.26705,0.277287,0.0,1.405132
-1.659143,2.192082e-02,0.277287,3.897776,0.26705,0.277287,0.0,1.416224
-1.652465,2.226048e-02,0.277287,3.886684,0.26705,0.277287,0.0,1.427316
-1.645788,2.260541e-02,0.277287,3.875593,0.26705,0.277287,0.0,1.438407
-1.63911,2.295568e-02,0.277287,3.864501,0.26705,0.277287,0.0,1.449499
-1.632432,2.331138e-02,0.277287,3.85341,0.26705,0.277287,0.0,1.46059
-1.625754,2.367259e-02,0.277287,3.842318,0.26705,0.277287,0.0,1.471682
-1.619077,2.403939e-02,0.277287,3.831227,0.26705,0.277287,0.0,1.482773
-1.612399,2.441188e-02,0.277287,3.820135,0.26705,0.277287,0.0,1.493865
-1.605721,2.479015e-02,0.277287,3.809043,0.26705,0.277287,0.0,1.504957
-1.599043,2.517427e-02,0.277287,3.797952,0.26705,0.277287,0.0,1.516048
-1.592365,2.556435e-02,0.277287,3.78686,0.26705,0.277287,0.0,1.52714
-1.585688,2.596047e-02,0.277287,3.775769,0.26705,0.277287,0.0,1.538231
-1.57901,2.636272e-02,0.277287,3.764677,0.26705,0.277287,0.0,1.549323
-1.572332,2.677121e-02,0.277287,3.753586,0.26705,0.277287,0.0,1.560414
-1.565654,2.718603e-02,0.277287,3.742494,0.26705,0.277287,0.0,1.571506
-1.558976,2.760728e-02,0.277287,3.731402,0.26705,0.277287,0.0,1.582598
-1.552299,2.803506e-02,0.277287,3.720311,0.26705,0.277287,0.0,1.593689
-1.545621,2.846946e-02,0.277287,3.709219,0.26705,0.277287,0.0,1.604781
-1.538943,2.891060e-02,0.277287,3.698128,0.26705,0.277287,0.0,1.615872
-1.532265,2.935857e-02,0.277287,3.687036,0.26705,0.277287,0.0,1.626964
-1.525587,2.981348e-02,0.277287,3.675944,0.26705,0.277287,0.0,1.638056
-1.51891,3.027544e-02,0.277287,3.664853,0.26705,0.277287,0.0,1.649147
-1.512232,3.074456e-02,0.277287,3.653761,0.26705,0.277287,0.0,1.660239
-1.505554,3.122094e-02,0.277287,3.64267,0.26705,0.277287,0.0,1.67133
-1.498876,3.170471e-02,0.277287,3.631578,0.26705,0.277287,0.0,1.682422
-1.492198,3.219598e-02,0.277287,3.620487,0.26705,0.277287,0.0,1.693513
-1.485521,3.269486e-02,0.277287,3.609395,0.26705,0.277287,0.0,1.704605
-1.478843,3.320146e-02,0.277287,3.598303,0.26705,0.277287,0.0,1.715697
-1.472165,3.371592e-02,0.277287,3.587212,0.26705,0.277287,0.0,1.726788
-1.465487,3.423835e-02,0.277287,3.57612,0.26705,0.277287,0.0,1.73788
-1.458809,3.476887e-02,0.277287,3.565029,0.26705,0.277287,0.0,1.748971
-1.452132,3.530762e-02,0.277287,3.553937,0.26705,0.277287,0.0,1.760063
-1.445454,3.585471e-02,0.277287,3.542845,0.26705,0.277287,0.0,1.771155
-1.438776,3.641028e-02,0.277287,3.531754,0.26705,0.277287,0.0,1.782246
-1.432098,3.697446e-02,0.277287,3.520662,0.26705,0.277287,0.0,1.793338
-1.42542,3.754738e-02,0.277287,3.509571,0.26705,0.277287,0.0,1.804429
-1.418743,3.812917e-02,0.277287,3.498479,0.26705,0.277287,0.0,1.815521
-1.412065,3.871999e-02,0.277287,3.487388,0.26705,0.277287,0.0,1.826612
-1.405387,3.931995e-02,0.277287,3.476296,0.26705,0.277287,0.0,1.837704
-1.398709,3.992922e-02,0.277287,3.465204,0.26705,0.277287,0.0,1.848796
-1.392031,4.054792e-02,0.277287,3.454113,0.26705,0.277287,0.0,1.859887
-1.385354,4.117621e-02,0.277287,3.443021,0.26705,0.277287,0.0,1.870979
-1.378676,4.181424e-02,0.277287,3.43193,0.26705,0.277287,0.0,1.88207
-1.371998,4.246215e-02,0.277287,3.420838,0.26705,0.277287,0.0,1.893162
-1.36532,4.312010e-02,0.277287,3.409747,0.26705,0.277287,0.0,1.904253
-1.358642,4.378825e-02,0.277287,3.398655,0.26705,0.277287,0.0,1.915345
-1.351965,4.446675e-02,0.277287,3.387563,0.26705,0.277287,0.0,1.926437
-1.345287,4.515576e-02,0.277287,3.376472,0.26705,0.277287,0.0,1.937528
-1.338609,4.585545e-02,0.277287,3.36538,0.26705,0.277287,0.0,1.94862
-1.331931,4.656598e-02,0.277287,3.354289,0.26705,0.277287,0.0,1.959711
-1.325253,4.728752e-02,0.277287,3.343197,0.26705,0.277287,0.0,1.970803
-1.318576,4.802024e-02,0.277287,3.332105,0.26705,0.277287,0.0,1.981895
-1.311898,4.876432e-02,0.277287,3.321014,0.26705,0.277287,0.0,1.992986
-1.30522,4.951992e-02,0.277287,3.309922,0.26705,0.277287,0.0,2.004078
-1.298542,5.028723e-02,0.277287,3.298831,0.26705,0.277287,0.0,2.015169
-1.291864,5.106643e-02,0.277287,3.287739,0.26705,0.277287,0.0,2.026261
-1.285187,5.185771e-02,0.277287,3.276648,0.26705,0.277287,0.0,2.037352
-1.278509,5.266124e-02,0.277287,3.265556,0.26705,0.277287,0.0,2.048444
-1.271831,5.347723e-02,0.277287,3.254464,0.26705,0.277287,0.0,2.059536
-1.265153,5.430586e-02,0.277287,3.243373,0.26705,0.277287,0.0,2.070627
-1.258475,5.514733e-02,0.277287,3.232281,0.26705,0.277287,0.0,2.081719
-1.251798,5.600184e-02,0.277287,3.22119,0.26705,0.277287,0.0,2.09281
-1.24512,5.686959e-02,0.277287,3.210098,0.26705,0.277287,0.0,2.103902
-1.238442,5.775078e-02,0.277287,3.199007,0.26705,0.277287,0.0,2.114993
-1.231764,5.864563e-02,0.277287,3.187915,0.26705,0.277287,0.0,2.126085
-1.225087,5.955435e-02,0.277287,3.176823,0.26705,0.277287,0.0,2.137177
-1.218409,6.047714e-02,0.277287,3.165732,0.26705,0.277287,0.0,2.148268
-1.211731,6.141424e-02,0.277287,3.15464,0.26705,0.277287,0.0,2.15936
-1.205053,6.236585e-02,0.277287,3.143549,0.26705,0.277287,0.0,2.170451
-1.198375,6.333221e-02,0.277287,3.132457,0.26705,0.277287,0.0,2.181543
-1.191698,6.431355e-02,0.277287,3.121365,0.26705,0.277287,0.0,2.192635
-1.18502,6.531009e-02,0.277287,3.110274,0.26705,0.277287,0.0,2.203726
-1.178342,6.632207e-02,0.277287,3.099182,0.26705,0.277287,0.0,2.214818
-1.171664,6.734973e-02,0.277287,3.088091,0.26705,0.277287,0.0,2.225909
-1.164986,6.839331e-02,0.277287,3.076999,0.26705,0.277287,0.0,2.237001
-1.158309,6.945307e-02,0.277287,3.065908,0.26705,0.277287,0.0,2.248092
-1.151631,7.052925e-02,0.277287,3.054816,0.26705,0.277287,0.0,2.259184
-1.144953,7.162210e-02,0.277287,3.043724,0.26705,0.277287,0.0,2.270276
-1.138275,7.273188e-02,0.277287,3.032633,0.26705,0.277287,0.0,2.281367
-1.131597,7.385887e-02,0.277287,3.021541,0.26705,0.277287,0.0,2.292459
-1.12492,7.500331e-02,0.277287,3.01045,0.26705,0.277287,0.0,2.30355
-1.118242,7.616549e-02,0.277287,2.999358,0.26705,0.277287,0.0,2.314642
-1.111564,7.734567e-02,0.277287,2.988267,0.26705,0.277287,0.0,2.325733
-1.104886,7.854414e-02,0.277287,2.977175,0.26705,0.277287,0.0,2.336825
-1.098208,7.976119e-02,0.277287,2.966083,0.26705,0.277287,0.0,2.347917
-1.091531,8.099709e-02,0.277287,2.954992,0.26705,0.277287,0.0,2.359008
-1.084853,8.225214e-02,0.277287,2.9439,0.26705,0.277287,0.0,2.3701
-1.078175,8.352664e-02,0.277287,2.932809,0.26705,0.277287,0.0,2.381191
-1.071497,8.482088e-02,0.277287,2.921717,0.26705,0.277287,0.0,2.392283
-1.064819,8.613519e-02,0.277287,2.910625,0.26705,0.277287,0.0,2.403375
-1.058142,8.746985e-02,0.277287,2.899534,0.26705,0.277287,0.0,2.414466
-1.051464,8.882520e-02,0.277287,2.888442,0.26705,0.277287,0.0,2.425558
-1.044786,9.020155e-02,0.277287,2.877351,0.26705,0.277287,0.0,2.436649
-1.038108,9.159922e-02,0.277287,2.866259,0.26705,0.277287,0.0,2.447741
-1.03143,9.301855e-02,0.277287,2.855168,0.26705,0.277287,0.0,2.458832
-1.024753,9.445988e-02,0.277287,2.844076,0.26705,0.277287,0.0,2.469924
-1.018075,9.592353e-02,0.277287,2.832984,0.26705,0.277287,0.0,2.481016
-1.011397,9.740987e-02,0.277287,2.821893,0.26705,0.277287,0.0,2.492107
-1.004719,9.891924e-02,0.277287,2.810801,0.26705,0.277287,0.0,2.503199
-0.998041,1.004520e-01,0.277287,2.79971,0.26705,0.277287,0.0,2.51429
-0.991364,1.020085e-01,0.277287,2.788618,0.26705,0.277287,0.0,2.525382
-0.984686,1.035891e-01,0.277287,2.777526,0.26705,0.277287,0.0,2.536474
-0.978008,1.051942e-01,0.277287,2.766435,0.26705,0.277287,0.0,2.547565
-0.97133,1.068242e-01,0.277287,2.755343,0.26705,0.277287,0.0,2.558657
-0.964652,1.084795e-01,0.277287,2.744252,0.26705,0.277287,0.0,2.569748
-0.957975,1.101604e-01,0.277287,2.73316,0.26705,0.277287,0.0,2.58084
-0.951297,1.118673e-01,0.277287,2.722069,0.26705,0.277287,0.0,2.591931
-0.944619,1.136007e-01,0.277287,2.710977,0.26705,0.277287,0.0,2.603023
-0.937941,1.153609e-01,0.277287,2.699885,0.26705,0.277287,0.0,2.614115
-0.931263,1.171484e-01,0.277287,2.688794,0.26705,0.277287,0.0,2.625206
-0.924586,1.189637e-01,0.277287,2.677702,0.26705,0.277287,0.0,2.636298
-0.917908,1.208070e-01,0.277287,2.666611,0.26705,0.277287,0.0,2.647389
-0.91123,1.226789e-01,0.277287,2.655519,0.26705,0.277287,0.0,2.658481
-0.904552,1.245798e-01,0.277287,2.644428,0.26705,0.277287,0.0,2.669572
-0.897874,1.265102e-01,0.277287,2.633336,0.26705,0.277287,0.0,2.680664
-0.891197,1.284705e-01,0.277287,2.622244,0.26705,0.277287,0.0,2.691756
-0.884519,1.304611e-01,0.277287,2.611153,0.26705,0.277287,0.0,2.702847
-0.877841,1.324826e-01,0.277287,2.600061,0.26705,0.277287,0.0,2.713939
-0.871163,1.345354e-01,0.277287,2.58897,0.26705,0.277287,0.0,2.72503
-0.864486,1.366201e-01,0.277287,2.577878,0.26705,0.277287,0.0,2.736122
-0.857808,1.387370e-01,0.277287,2.566786,0.26705,0.277287,0.0,2.747214
-0.85113,1.408867e-01,0.277287,2.555695,0.26705,0.277287,0.0,2.758305
-0.844452,1.430698e-01,0.277287,2.544603,0.26705,0.277287,0.0,2.769397
-0.837774,1.452866e-01,0.277287,2.533512,0.26705,0.277287,0.0,2.780488
-0.831097,1.475379e-01,0.277287,2.52242,0.26705,0.277287,0.0,2.79158
-0.824419,1.498240e-01,0.277287,2.511329,0.26705,0.277287,0.0,2.802671
-0.817741,1.521455e-01,0.277287,2.500237,0.26705,0.277287,0.0,2.813763
-0.811063,1.545030e-01,0.277287,2.489145,0.26705,0.277287,0.0,2.824855
-0.804385,1.568970e-01,0.277287,2.478054,0.26705,0.277287,0.0,2.835946
-0.797708,1.593281e-01,0.277287,2.466962,0.26705,0.277287,0.0,2.847038
-0.79103,1.617969e-01,0.277287,2.455871,0.26705,0.277287,0.0,2.858129
-0.784352,1.643040e-01,0.277287,2.444779,0.26705,0.277287,0.0,2.869221
-0.777674,1.668499e-01,0.277287,2.433688,0.26705,0.277287,0.0,2.880312
-0.770996,1.694352e-01,0.277287,2.422596,0.26705,0.277287,0.0,2.891404
-0.764319,1.720606e-01,0.277287,2.411504,0.26705,0.277287,0.0,2.902496
-0.757641,1.747267e-01,0.277287,2.400413,0.26705,0.277287,0.0,2.913587
-0.750963,1.774341e-01,0.277287,2.389321,0.26705,0.277287,0.0,2.924679
-0.744285,1.801834e-01,0.277287,2.37823,0.26705,0.277287,0.0,2.93577
-0.737607,1.829754e-01,0.277287,2.367138,0.26705,0.277287,0.0,2.946862
-0.73093,1.858106e-01,0.277287,2.356046,0.26705,0.277287,0.0,2.957954
-0.724252,1.886897e-01,0.277287,2.344955,0.26705,0.277287,0.0,2.969045
-0.717574,1.916135e-01,0.277287,2.333863,0.26705,0.277287,0.0,2.980137
-0.710896,1.945825e-01,0.277287,2.322772,0.26705,0.277287,0.0,2.991228
-0.704218,1.975976e-01,0.277287,2.31168,0.26705,0.277287,0.0,3.00232
-0.697541,2.006593e-01,0.277287,2.300589,0.26705,0.277287,0.0,3.013411
-0.690863,2.037686e-01,0.277287,2.289497,0.26705,0.277287,0.0,3.024503
-0.684185,2.069260e-01,0.277287,2.278405,0.26705,0.277287,0.0,3.035595
-0.677507,2.101323e-01,0.277287,2.267314,0.26705,0.277287,0.0,3.046686
-0.670829,2.133883e-01,0.277287,2.256222,0.26705,0.277287,0.0,3.057778
-0.664152,2.166947e-01,0.277287,2.245131,0.26705,0.277287,0.0,3.068869
-0.657474,2.200524e-01,0.277287,2.234039,0.26705,0.277287,0.0,3.079961
-0.650796,2.234621e-01,0.277287,2.222948,0.26705,0.277287,0.0,3.091052
-0.644118,2.269247e-01,0.277287,2.211856,0.26705,0.277287,0.0,3.102144
-0.63744,2.304409e-01,0.277287,2.200764,0.26705,0.277287,0.0,3.113236
-0.630763,2.340116e-01,0.277287,2.189673,0.26705,0.277287,0.0,3.124327
-0.624085,2.376376e-01,0.277287,2.178581,0.26705,0.277287,0.0,3.135419
-0.617407,2.413198e-01,0.277287,2.16749,0.26705,0.277287,0.0,3.14651
-0.610729,2.450590e-01,0.277287,2.156398,0.26705,0.277287,0.0,3.157602
-0.604051,2.488562e-01,0.277287,2.145306,0.26705,0.277287,0.0,3.168694
-0.597374,2.527123e-01,0.277287,2.134215,0.26705,0.277287,0.0,3.179785
-0.590696,2.566281e-01,0.277287,2.123123,0.26705,0.277287,0.0,3.190877
-0.584018,2.606045e-01,0.277287,2.112032,0.26705,0.277287,0.0,3.201968
-0.57734,2.646426e-01,0.277287,2.10094,0.26705,0.277287,0.0,3.21306
-0.570662,2.687432e-01,0.277287,2.089849,0.26705,0.277287,0.0,3.224151
-0.563985,2.729074e-01,0.277287,2.078757,0.26705,0.277287,0.0,3.235243
-0.557307,2.771361e-01,0.277287,2.067665,0.26705,0.277287,0.0,3.246335
-0.550629,2.814303e-01,0.277287,2.056574,0.26705,0.277287,0.0,3.257426
-0.543951,2.857911e-01,0.277287,2.045482,0.26705,0.277287,0.0,3.268518
-0.537273,2.902194e-01,0.277287,2.034391,0.26705,0.277287,0.0,3.279609
-0.530596,2.947164e-01,0.277287,2.023299,0.26705,0.277287,0.0,3.290701
-0.523918,2.992830e-01,0.277287,2.012208,0.26705,0.277287,0.0,3.301792
-0.51724,3.039204e-01,0.277287,2.001116,0.26705,0.277287,0.0,3.312884
-0.510562,3.086297e-01,0.277287,1.990024,0.26705,0.277287,0.0,3.323976
-0.503885,3.134119e-01,0.277287,1.978933,0.26705,0.277287,0.0,3.335067
-0.497207,3.182682e-01,0.277287,1.967841,0.26705,0.277287,0.0,3.346159
-0.490529,3.231998e-01,0.277287,1.95675,0.26705,0.277287,0.0,3.35725
-0.483851,3.282078e-01,0.277287,1.945658,0.26705,0.277287,0.0,3.368342
-0.477173,3.332934e-01,0.277287,1.934566,0.26705,0.277287,0.0,3.379434
