targetid,field,ra,dec,z,zerr,spectype,flux_r,flux_g,comoving_mpc
39089837390722311,DESI-COSMOS-v2.0,148.806140,2.184145,1.534044,0.000122,GALAXY,,,4547.13
39089837390722321,DESI-COSMOS-v2.0,148.848069,2.220118,0.407714,0.000043,GALAXY,,,1620.91
39089837390692626,DESI-COSMOS-v2.0,148.740078,2.235833,0.338816,0.000078,GALAXY,,,1371.24
39089837390692622,DESI-COSMOS-v2.0,148.725056,2.265660,0.335855,0.000056,GALAXY,,,1360.16
39627835538670437,DESI-COSMOS-v2.0,148.546063,2.085051,0.000869,0.000001,STAR,,,4.39
39089837390700941,DESI-COSMOS-v2.0,148.619962,2.077710,1.509608,0.000155,GALAXY,,,4502.10
39089837390692573,DESI-COSMOS-v2.0,148.680515,2.108338,0.007136,0.000041,GALAXY,,,30.70
39089837390692569,DESI-COSMOS-v2.0,148.662904,2.077382,0.007993,0.000020,GALAXY,,,35.08
39089837394965980,DESI-COSMOS-v2.0,148.736940,2.213063,0.343173,0.000009,GALAXY,,,1385.98
39089837394965885,DESI-COSMOS-v2.0,148.701562,2.193215,0.666512,0.000281,GALAXY,,,2473.21
39089837394966028,DESI-COSMOS-v2.0,148.749898,2.258009,0.568553,0.000141,GALAXY,,,2165.98
39089837394958302,DESI-COSMOS-v2.0,148.755596,2.166893,0.661786,0.000150,GALAXY,,,2457.97
39089837394958531,DESI-COSMOS-v2.0,148.819623,2.198830,0.427535,0.000060,GALAXY,,,1691.45
39089837394958295,DESI-COSMOS-v2.0,148.753207,2.143786,0.744566,0.000084,GALAXY,,,2705.23
39089837394965809,DESI-COSMOS-v2.0,148.680012,2.172860,0.954759,0.000072,GALAXY,,,3279.05
39089837394965841,DESI-COSMOS-v2.0,148.687535,2.243069,0.213674,0.000063,GALAXY,,,893.58
39089837394965759,DESI-COSMOS-v2.0,148.664425,2.221820,0.427129,0.000095,GALAXY,,,1687.94
39089837394965613,DESI-COSMOS-v2.0,148.616587,2.187299,0.353439,0.000010,GALAXY,,,1422.70
39089837394958296,DESI-COSMOS-v2.0,148.753214,2.240155,0.566193,0.000117,GALAXY,,,2156.29
39089837394965718,DESI-COSMOS-v2.0,148.648971,2.169106,0.006075,0.000003,GALAXY,,,26.32
39089837394958091,DESI-COSMOS-v2.0,148.686918,2.084827,0.375281,0.000015,GALAXY,,,1502.73
39089837394965781,DESI-COSMOS-v2.0,148.672492,2.259640,0.332815,0.000005,GALAXY,,,1349.06
39089837394965818,DESI-COSMOS-v2.0,148.681326,2.143135,0.374450,0.000005,GALAXY,,,1499.12
39089837394958583,DESI-COSMOS-v2.0,148.837318,2.254240,0.239262,0.000081,GALAXY,,,991.75
39089837394957737,DESI-COSMOS-v2.0,148.573632,2.091344,0.448416,0.000070,GALAXY,,,1761.17
39089837394957860,DESI-COSMOS-v2.0,148.617108,2.033583,0.485860,0.000114,GALAXY,,,1891.42
39089837394957529,DESI-COSMOS-v2.0,148.507809,2.094021,0.310203,0.000014,GALAXY,,,1263.35
39089837394957574,DESI-COSMOS-v2.0,148.521918,2.063051,0.590847,0.000251,GALAXY,,,2236.52
39089837394947720,DESI-COSMOS-v2.0,148.481003,2.073568,0.475811,0.000050,GALAXY,,,1857.43
39089837394957672,DESI-COSMOS-v2.0,148.551135,2.083549,0.590299,0.000071,GALAXY,,,2233.33
39089837394957880,DESI-COSMOS-v2.0,148.621816,2.087388,0.689023,0.000133,GALAXY,,,2539.75
39089837394957952,DESI-COSMOS-v2.0,148.644138,2.090567,0.378942,0.000002,GALAXY,,,1517.18
39089837394965628,DESI-COSMOS-v2.0,148.623894,2.155551,0.362692,0.000064,GALAXY,,,1459.20
39089837394957807,DESI-COSMOS-v2.0,148.598845,2.007518,0.595171,0.000137,GALAXY,,,2249.24
39089837394957577,DESI-COSMOS-v2.0,148.523086,1.979319,0.000037,0.000010,STAR,,,0.00
39089837394947698,DESI-COSMOS-v2.0,148.469640,2.100197,0.427061,0.000017,GALAXY,,,1687.94
39089837394957643,DESI-COSMOS-v2.0,148.544279,2.042420,0.482375,0.000091,GALAXY,,,1877.85
39089837394957558,DESI-COSMOS-v2.0,148.518146,2.009285,0.576090,0.000069,GALAXY,,,2188.52
39089837394947771,DESI-COSMOS-v2.0,148.493925,2.026606,0.353874,0.000018,GALAXY,,,1426.36
39089837394957721,DESI-COSMOS-v2.0,148.567861,2.053811,0.000425,0.000127,STAR,,,0.00
39089837394957996,DESI-COSMOS-v2.0,148.657895,2.052447,0.452015,0.000097,GALAXY,,,1775.02
39089837394958064,DESI-COSMOS-v2.0,148.681716,2.120561,0.397189,0.000059,GALAXY,,,1581.77
39089837394957932,DESI-COSMOS-v2.0,148.637731,2.065198,0.449984,0.000059,GALAXY,,,1768.10
39089837394965792,DESI-COSMOS-v2.0,148.675038,2.142893,0.373963,0.000074,GALAXY,,,1499.12
39089837394958030,DESI-COSMOS-v2.0,148.669702,2.059716,0.308272,0.000012,GALAXY,,,1255.84
39089837394957864,DESI-COSMOS-v2.0,148.618219,2.032072,0.662860,0.000064,GALAXY,,,2461.02
39089837394965702,DESI-COSMOS-v2.0,148.643713,2.129667,0.481457,0.000043,GALAXY,,,1874.45
39089837394957829,DESI-COSMOS-v2.0,148.607781,2.080580,0.594889,0.000010,GALAXY,,,2249.24
39089837394957677,DESI-COSMOS-v2.0,148.552427,2.071442,0.496925,0.000093,GALAXY,,,1928.59
39089837394965918,DESI-COSMOS-v2.0,148.715629,2.125432,0.431239,0.000017,GALAXY,,,1701.96
39089837394957728,DESI-COSMOS-v2.0,148.570002,2.080595,0.501334,0.000086,GALAXY,,,1942.04
39089837394957815,DESI-COSMOS-v2.0,148.602195,2.114877,0.474552,0.000078,GALAXY,,,1854.01
39089837394957827,DESI-COSMOS-v2.0,148.607075,2.001603,0.484963,0.000065,GALAXY,,,1888.03
39627835538670099,DESI-COSMOS-v2.0,148.527339,1.975048,0.000893,0.000001,STAR,,,4.39
39089837394947635,DESI-COSMOS-v2.0,148.445501,1.953496,0.341189,0.000011,GALAXY,,,1378.61
39089837394947705,DESI-COSMOS-v2.0,148.474453,1.935680,0.386675,0.000007,GALAXY,,,1545.97
39089837394947577,DESI-COSMOS-v2.0,148.429294,1.927288,0.146101,0.000019,GALAXY,,,619.92
39089837394947758,DESI-COSMOS-v2.0,148.490422,1.964858,0.303012,0.000007,GALAXY,,,1237.04
39089837394957703,DESI-COSMOS-v2.0,148.559615,1.976754,0.222949,0.000023,GALAXY,,,929.07
39089837394957792,DESI-COSMOS-v2.0,148.592294,2.003197,0.483708,0.000120,GALAXY,,,1884.64
39089837394957611,DESI-COSMOS-v2.0,148.533945,2.035288,0.375074,0.000019,GALAXY,,,1502.73
39089837394947525,DESI-COSMOS-v2.0,148.413151,1.988815,0.416602,0.000015,GALAXY,,,1652.76
39089837394947713,DESI-COSMOS-v2.0,148.478590,1.910688,0.690251,0.000044,GALAXY,,,2542.75
39089837394947656,DESI-COSMOS-v2.0,148.452935,1.881271,0.109158,0.000004,GALAXY,,,466.95
39089837394947505,DESI-COSMOS-v2.0,148.409023,1.910588,0.715818,0.000080,GALAXY,,,2620.22
39089837394957579,DESI-COSMOS-v2.0,148.523265,1.936107,0.302940,0.000016,GALAXY,,,1237.04
39089837394958499,DESI-COSMOS-v2.0,148.811896,2.222471,0.733203,0.000129,GALAXY,,,2670.23
39089837394958308,DESI-COSMOS-v2.0,148.757188,2.198561,0.142928,0.000090,GALAXY,,,607.62
39089837394958462,DESI-COSMOS-v2.0,148.805060,2.251170,0.567662,0.000093,GALAXY,,,2162.75
39089837394958365,DESI-COSMOS-v2.0,148.774539,2.152490,0.747246,0.000145,GALAXY,,,2711.04
39089837394965988,DESI-COSMOS-v2.0,148.740646,2.183328,0.390448,0.000008,GALAXY,,,1556.73
39089837394958360,DESI-COSMOS-v2.0,148.772600,2.259512,0.427852,0.000183,GALAXY,,,1691.45
39089837394965986,DESI-COSMOS-v2.0,148.740174,2.203590,0.208227,0.000008,GALAXY,,,869.83
39089837394965746,DESI-COSMOS-v2.0,148.659894,2.209111,0.483046,0.000015,GALAXY,,,1881.24
39089837394958589,DESI-COSMOS-v2.0,148.840196,2.258577,0.448687,0.000009,GALAXY,,,1764.64
39089837394965845,DESI-COSMOS-v2.0,148.689143,2.204984,0.424415,0.000037,GALAXY,,,1677.41
39089837394965982,DESI-COSMOS-v2.0,148.738485,2.249017,0.547860,0.000012,GALAXY,,,2097.78
39089837394966007,DESI-COSMOS-v2.0,148.744957,2.157245,0.666471,0.000213,GALAXY,,,2470.16
39089837394957939,DESI-COSMOS-v2.0,148.639362,2.090773,0.281672,0.000017,GALAXY,,,1157.50
39089837394957740,DESI-COSMOS-v2.0,148.575595,2.089016,0.684587,0.000074,GALAXY,,,2527.71
39089837394957793,DESI-COSMOS-v2.0,148.593494,2.039766,0.498517,0.000045,GALAXY,,,1935.32
39089837394957635,DESI-COSMOS-v2.0,148.542174,2.070046,0.499822,0.000133,GALAXY,,,1938.68
39089837394957888,DESI-COSMOS-v2.0,148.623491,2.068980,0.580946,0.000081,GALAXY,,,2204.57
39089837394957846,DESI-COSMOS-v2.0,148.612487,2.008683,0.591173,0.000170,GALAXY,,,2236.52
39089837394958186,DESI-COSMOS-v2.0,148.722403,2.103152,0.151872,0.000006,GALAXY,,,644.46
39089837394965787,DESI-COSMOS-v2.0,148.674377,2.180578,0.747365,0.000075,GALAXY,,,2711.04
39089837394957943,DESI-COSMOS-v2.0,148.640524,2.040083,0.333700,0.000086,GALAXY,,,1352.76
39089837394957768,DESI-COSMOS-v2.0,148.583852,1.996744,0.424931,0.000115,GALAXY,,,1680.92
39089837394965353,DESI-COSMOS-v2.0,148.547204,2.132504,0.587962,0.000108,GALAXY,,,2226.95
39089837394957678,DESI-COSMOS-v2.0,148.552596,2.032220,0.831986,0.000095,GALAXY,,,2951.63
39089837394958005,DESI-COSMOS-v2.0,148.660331,2.056197,0.568307,0.000078,GALAXY,,,2162.75
39089837394965848,DESI-COSMOS-v2.0,148.689508,2.147137,0.429762,0.000035,GALAXY,,,1698.46
39089837394965808,DESI-COSMOS-v2.0,148.679720,2.136052,0.375820,0.000011,GALAXY,,,1506.35
39089837394958088,DESI-COSMOS-v2.0,148.686658,2.104243,0.449448,0.000074,GALAXY,,,1764.64
39089837394958023,DESI-COSMOS-v2.0,148.668303,2.120272,0.726246,0.000044,GALAXY,,,2649.70
39089837394958282,DESI-COSMOS-v2.0,148.750275,2.140321,0.451013,0.000075,GALAXY,,,1771.56
39089837394957997,DESI-COSMOS-v2.0,148.658892,2.052368,0.451162,0.000084,GALAXY,,,1771.56
39089837394958333,DESI-COSMOS-v2.0,148.763898,2.157860,0.431937,0.000076,GALAXY,,,1705.46
39089837394965644,DESI-COSMOS-v2.0,148.626938,2.133391,1.125103,0.000063,GALAXY,,,3694.70
39089837394966015,DESI-COSMOS-v2.0,148.746920,2.157665,0.427498,0.000053,GALAXY,,,1687.94
39089837394965735,DESI-COSMOS-v2.0,148.653042,2.162526,0.451012,0.000023,GALAXY,,,1771.56
39089837394965611,DESI-COSMOS-v2.0,148.616307,2.162712,0.428455,0.000097,GALAXY,,,1691.45
39089837394965340,DESI-COSMOS-v2.0,148.543268,2.138481,0.419695,0.000086,GALAXY,,,1663.33
39089837394958218,DESI-COSMOS-v2.0,148.732885,2.112751,0.432279,0.000014,GALAXY,,,1705.46
39089837394965923,DESI-COSMOS-v2.0,148.717585,2.192739,0.000173,0.000026,STAR,,,0.00
39089837394965485,DESI-COSMOS-v2.0,148.586526,2.142511,0.449023,0.000064,GALAXY,,,1764.64
39089837394957973,DESI-COSMOS-v2.0,148.649075,2.039729,0.450118,0.000157,GALAXY,,,1768.10
39089837394957936,DESI-COSMOS-v2.0,148.638494,2.091950,0.355338,0.000026,GALAXY,,,1430.01
39089837394958492,DESI-COSMOS-v2.0,148.810653,2.186013,0.897414,0.000005,GALAXY,,,3127.60
39089837394958431,DESI-COSMOS-v2.0,148.796182,2.166530,0.661337,0.000176,GALAXY,,,2454.91
39089837394958627,DESI-COSMOS-v2.0,148.850742,2.225734,0.453223,0.000085,GALAXY,,,1778.48
39089837394957562,DESI-COSMOS-v2.0,148.519225,2.054387,0.020942,0.000007,GALAXY,,,91.82
39089837394947682,DESI-COSMOS-v2.0,148.462438,2.028795,0.942673,0.000147,GALAXY,,,3248.14
39089837394947678,DESI-COSMOS-v2.0,148.461177,1.992644,0.689196,0.000135,GALAXY,,,2539.75
39089837394947636,DESI-COSMOS-v2.0,148.445604,2.019172,0.691672,0.000195,GALAXY,,,2548.75
39089837394947738,DESI-COSMOS-v2.0,148.485272,2.017120,0.688654,0.000193,GALAXY,,,2539.75
39089837394957519,DESI-COSMOS-v2.0,148.502998,1.949714,0.219207,0.000007,GALAXY,,,913.32
39089837394957851,DESI-COSMOS-v2.0,148.613657,2.053918,0.642590,0.000071,GALAXY,,,2399.62
39089837394957708,DESI-COSMOS-v2.0,148.561223,2.088299,0.500210,0.000096,GALAXY,,,1938.68
39089837394957698,DESI-COSMOS-v2.0,148.558300,1.973670,0.193797,0.000011,GALAXY,,,814.10
39089837394947700,DESI-COSMOS-v2.0,148.472359,1.926148,0.152566,0.000004,GALAXY,,,648.54
39089837394947623,DESI-COSMOS-v2.0,148.441457,2.047183,0.476323,0.000022,GALAXY,,,1857.43
39089837394957526,DESI-COSMOS-v2.0,148.506916,1.987371,0.000023,0.000036,STAR,,,0.00
39089837394947756,DESI-COSMOS-v2.0,148.489752,1.960702,0.662809,0.000181,GALAXY,,,2461.02
39089837394947654,DESI-COSMOS-v2.0,148.452716,1.964421,0.236609,0.000004,GALAXY,,,983.94
39089837394957576,DESI-COSMOS-v2.0,148.522868,2.004338,0.425752,0.000122,GALAXY,,,1684.43
39089837394957839,DESI-COSMOS-v2.0,148.609282,2.018804,0.424190,0.000019,GALAXY,,,1677.41
39089837394958707,DESI-COSMOS-v2.0,148.874310,2.265738,0.423398,0.000054,GALAXY,,,1673.89
39089837394958479,DESI-COSMOS-v2.0,148.808576,2.172550,0.740297,0.000073,GALAXY,,,2690.68
39089837394958625,DESI-COSMOS-v2.0,148.850589,2.235105,0.449328,0.000010,GALAXY,,,1764.64
39089837394958528,DESI-COSMOS-v2.0,148.818779,2.195709,0.427396,0.000247,GALAXY,,,1687.94
39089837394965935,DESI-COSMOS-v2.0,148.720465,2.198899,0.481567,0.000037,GALAXY,,,1877.85
39089837394958327,DESI-COSMOS-v2.0,148.761761,2.161020,0.845332,0.000213,QSO,,,2987.36
39089837394958497,DESI-COSMOS-v2.0,148.811658,2.252144,1.043853,0.000112,GALAXY,,,3501.72
39089837394958151,DESI-COSMOS-v2.0,148.708712,2.094830,0.375093,0.000074,GALAXY,,,1502.73
39089837394957980,DESI-COSMOS-v2.0,148.651591,2.076720,0.927956,0.000073,GALAXY,,,3209.19
39089837394957868,DESI-COSMOS-v2.0,148.618658,2.047337,0.569123,0.000114,GALAXY,,,2165.98
39089837394965989,DESI-COSMOS-v2.0,148.740793,2.152810,0.428716,0.000070,GALAXY,,,1694.95
39089837394957822,DESI-COSMOS-v2.0,148.604807,2.076765,0.430009,0.000084,GALAXY,,,1698.46
39089837394957836,DESI-COSMOS-v2.0,148.608642,2.009772,0.480414,0.000099,GALAXY,,,1871.05
39089837394957978,DESI-COSMOS-v2.0,148.650868,2.053570,0.452606,0.000042,GALAXY,,,1778.48
39089837394957747,DESI-COSMOS-v2.0,148.577866,2.012865,0.426583,0.000084,GALAXY,,,1687.94
39089837394957824,DESI-COSMOS-v2.0,148.606342,2.013851,0.487503,0.000077,GALAXY,,,1898.20
39089837394947767,DESI-COSMOS-v2.0,148.492142,1.921952,0.431429,0.000050,GALAXY,,,1701.96
39089837394940676,DESI-COSMOS-v2.0,148.437363,1.866438,0.714681,0.000144,GALAXY,,,2617.27
39089837394957773,DESI-COSMOS-v2.0,148.585438,1.995080,0.427021,0.000011,GALAXY,,,1687.94
39089837394947637,DESI-COSMOS-v2.0,148.446800,1.928887,0.576874,0.000052,GALAXY,,,2191.74
39089837420136432,DESI-COSMOS-v2.0,148.733194,2.164685,0.981138,0.000143,GALAXY,,,3345.29
39089837487283767,DESI-COSMOS-v2.0,148.805121,2.228289,0.221926,0.000020,GALAXY,,,925.14
39089837487177910,DESI-COSMOS-v2.0,148.780236,2.210760,0.483883,0.000006,GALAXY,,,1884.64
39089837487176115,DESI-COSMOS-v2.0,148.775301,2.267347,0.932558,0.000044,GALAXY,,,3222.21
39089837487168614,DESI-COSMOS-v2.0,148.820354,2.199473,0.214335,0.000005,GALAXY,,,893.58
39089837487177825,DESI-COSMOS-v2.0,148.758307,2.150118,0.804651,0.000014,GALAXY,,,2876.52
39089837487179191,DESI-COSMOS-v2.0,148.862335,2.258934,0.880768,0.000115,GALAXY,,,3084.91
39089837487178491,DESI-COSMOS-v2.0,148.741539,2.196030,0.897214,0.000011,GALAXY,,,3127.60
39089837487186429,DESI-COSMOS-v2.0,148.769768,2.237509,1.406913,0.000096,GALAXY,,,4302.28
39089837487175926,DESI-COSMOS-v2.0,148.813872,2.262438,1.175667,0.000122,GALAXY,,,3811.73
39089837487171973,DESI-COSMOS-v2.0,148.708387,2.185316,0.734922,0.000009,GALAXY,,,2676.08
39627841578472232,DESI-COSMOS-v2.0,148.721157,2.255789,0.000831,0.000001,STAR,,,4.39
39089837487288101,DESI-COSMOS-v2.0,148.639814,2.114619,1.312560,0.000104,GALAXY,,,4110.10
39089837487173283,DESI-COSMOS-v2.0,148.579799,2.082628,0.684769,0.000007,GALAXY,,,2527.71
39089837487176242,DESI-COSMOS-v2.0,148.588452,2.045862,0.069817,0.000013,GALAXY,,,302.65
39089837487174549,DESI-COSMOS-v2.0,148.550413,2.078415,1.009077,0.000015,GALAXY,,,3415.52
39089837487174930,DESI-COSMOS-v2.0,148.609080,2.073472,1.013036,0.000014,GALAXY,,,3425.46
39089837487177127,DESI-COSMOS-v2.0,148.619303,2.022398,1.472449,0.000025,GALAXY,,,4429.64
39089837487177475,DESI-COSMOS-v2.0,148.695361,2.091899,0.620692,0.000017,GALAXY,,,2331.23
39089837487183787,DESI-COSMOS-v2.0,148.727168,2.110295,1.544316,0.000090,GALAXY,,,4565.73
39089837487171440,DESI-COSMOS-v2.0,148.681648,2.156016,0.105530,0.000018,GALAXY,,,454.42
39089837487265896,DESI-COSMOS-v2.0,148.541540,2.113495,1.412729,0.000019,GALAXY,,,4314.22
39089837487173632,DESI-COSMOS-v2.0,148.614323,2.034744,0.183847,0.000004,GALAXY,,,774.05
39089837487171600,DESI-COSMOS-v2.0,148.597836,2.013414,0.143087,0.000004,GALAXY,,,607.62
39089837487267323,DESI-COSMOS-v2.0,148.542705,2.025889,1.246293,0.000044,GALAXY,,,3967.01
39089837487175145,DESI-COSMOS-v2.0,148.638437,2.081671,1.011909,0.000033,GALAXY,,,3422.98
39089837487168829,DESI-COSMOS-v2.0,148.708429,2.223200,0.057038,0.000003,GALAXY,,,247.19
39089837487173581,DESI-COSMOS-v2.0,148.608439,2.211524,1.302598,0.000129,GALAXY,,,4089.08
39089837487175503,DESI-COSMOS-v2.0,148.647294,2.163125,0.223113,0.000016,GALAXY,,,929.07
39089837487171890,DESI-COSMOS-v2.0,148.665123,2.241001,0.151418,0.000002,GALAXY,,,640.37
39089837487175268,DESI-COSMOS-v2.0,148.686302,2.124020,0.211850,0.000002,GALAXY,,,885.67
39089837487262178,DESI-COSMOS-v2.0,148.486598,2.050601,1.296707,0.000033,GALAXY,,,4076.41
39089837487238336,DESI-COSMOS-v2.0,148.547913,1.977750,1.324638,0.000079,GALAXY,,,4135.18
39089837487172969,DESI-COSMOS-v2.0,148.591206,2.171308,0.598995,0.000028,GALAXY,,,2261.94
39089837487168564,DESI-COSMOS-v2.0,148.537712,1.965457,0.068899,0.000002,GALAXY,,,298.39
39089837487168252,DESI-COSMOS-v2.0,148.482029,2.111354,0.100690,0.000016,GALAXY,,,433.50
39089837487168254,DESI-COSMOS-v2.0,148.492949,2.009685,0.005809,0.000007,GALAXY,,,26.32
39089837487188912,DESI-COSMOS-v2.0,148.658464,2.114198,0.281798,0.000040,GALAXY,,,1157.50
39089837487290315,DESI-COSMOS-v2.0,148.748921,2.128052,1.594341,0.000102,GALAXY,,,4657.30
39089837487172624,DESI-COSMOS-v2.0,148.620525,2.129445,0.294168,0.000002,GALAXY,,,1203.07
39089837487264666,DESI-COSMOS-v2.0,148.606181,2.163507,1.353364,0.000085,GALAXY,,,4193.07
39089837487267405,DESI-COSMOS-v2.0,148.565289,2.159382,1.356107,0.000047,GALAXY,,,4199.22
39089837487191018,DESI-COSMOS-v2.0,148.586147,2.130422,1.346432,0.000035,GALAXY,,,4178.68
39089837487168562,DESI-COSMOS-v2.0,148.500119,1.917049,0.219401,0.000003,GALAXY,,,913.32
39089837487170372,DESI-COSMOS-v2.0,148.577405,2.019639,0.212150,0.000004,GALAXY,,,885.67
39089837487234923,DESI-COSMOS-v2.0,148.484090,1.911936,1.040438,0.000085,GALAXY,,,3491.96
39089837487254534,DESI-COSMOS-v2.0,148.436126,2.034196,1.535264,0.000108,GALAXY,,,4548.99
39089837487264527,DESI-COSMOS-v2.0,148.512676,1.981277,1.184226,0.000088,GALAXY,,,3829.78
39089837487174695,DESI-COSMOS-v2.0,148.489197,1.939479,0.949995,0.000047,GALAXY,,,3266.20
39089837487172666,DESI-COSMOS-v2.0,148.430464,1.954483,0.153788,0.000013,GALAXY,,,652.62
39089837487223044,DESI-COSMOS-v2.0,148.456580,1.970845,1.443374,0.000049,GALAXY,,,4373.36
39089837487193081,DESI-COSMOS-v2.0,148.447585,1.910058,0.493661,0.000011,GALAXY,,,1918.47
39089837487168251,DESI-COSMOS-v2.0,148.425305,1.880895,0.100941,0.000046,GALAXY,,,433.50
39089837487177614,DESI-COSMOS-v2.0,148.807664,2.177047,1.455668,0.000101,GALAXY,,,4398.69
39089837487186417,DESI-COSMOS-v2.0,148.806851,2.206000,1.619242,0.000060,GALAXY,,,4702.22
39089837487257652,DESI-COSMOS-v2.0,148.656036,2.206103,0.162889,0.000017,GALAXY,,,689.25
39089837487178759,DESI-COSMOS-v2.0,148.733170,2.273923,0.746654,0.000011,GALAXY,,,2711.04
39089837487172434,DESI-COSMOS-v2.0,148.690094,2.195439,0.105996,0.000005,GALAXY,,,454.42
39089837487257787,DESI-COSMOS-v2.0,148.687911,2.208234,1.416329,0.000184,GALAXY,,,4320.18
39089837487266286,DESI-COSMOS-v2.0,148.545423,2.020339,1.246928,0.000099,GALAXY,,,3969.18
39089837487255052,DESI-COSMOS-v2.0,148.661077,2.095685,1.267650,0.000039,GALAXY,,,4014.58
39089837487223082,DESI-COSMOS-v2.0,148.597780,2.112372,1.540092,0.000114,GALAXY,,,4558.30
39089837487171027,DESI-COSMOS-v2.0,148.611150,2.189412,0.190172,0.000003,GALAXY,,,798.11
39089837487203409,DESI-COSMOS-v2.0,148.622472,2.082163,1.507168,0.000143,GALAXY,,,4496.43
39089837487190256,DESI-COSMOS-v2.0,148.857786,2.220467,1.485728,0.000062,GALAXY,,,4456.50
39089837487287213,DESI-COSMOS-v2.0,148.855409,2.240087,1.553484,0.000215,GALAXY,,,4582.38
39089837487261436,DESI-COSMOS-v2.0,148.816964,2.232370,1.175672,0.000094,GALAXY,,,3811.73
39089837487235592,DESI-COSMOS-v2.0,148.783198,2.234571,1.170638,0.000067,GALAXY,,,3800.40
39089837499764315,DESI-COSMOS-v2.0,148.762293,2.213630,0.376352,0.000012,GALAXY,,,1506.35
39089837499757046,DESI-COSMOS-v2.0,148.766896,2.247477,1.284054,0.000055,GALAXY,,,4048.81
39089837499756121,DESI-COSMOS-v2.0,148.660677,2.207916,1.358829,0.000128,GALAXY,,,4205.37
39089837499776175,DESI-COSMOS-v2.0,148.815906,2.242618,1.538123,0.000126,GALAXY,,,4554.58
39089837499784648,DESI-COSMOS-v2.0,148.636446,2.085509,0.930277,0.000157,GALAXY,,,3214.40
39089837499787418,DESI-COSMOS-v2.0,148.660767,2.099730,0.402967,0.000004,GALAXY,,,1603.15
39089837499765079,DESI-COSMOS-v2.0,148.696136,2.118510,1.586128,0.000078,GALAXY,,,4642.81
39089837499765265,DESI-COSMOS-v2.0,148.672770,2.181414,1.417951,0.000081,GALAXY,,,4324.14
39089837499765371,DESI-COSMOS-v2.0,148.568838,1.973712,0.499175,0.000022,GALAXY,,,1935.32
39089837499798996,DESI-COSMOS-v2.0,148.545929,2.055977,1.323695,0.000065,GALAXY,,,4133.10
39089837499768774,DESI-COSMOS-v2.0,148.704948,2.195807,1.241674,0.000095,GALAXY,,,3958.29
39089837499795821,DESI-COSMOS-v2.0,148.697855,2.135292,1.416995,0.000121,GALAXY,,,4322.16
39089837499762691,DESI-COSMOS-v2.0,148.613934,2.184295,1.514930,0.000097,GALAXY,,,4511.53
39089837499756119,DESI-COSMOS-v2.0,148.493440,2.079506,1.519231,0.000041,GALAXY,,,4519.05
39089837499754229,DESI-COSMOS-v2.0,148.590752,2.171452,0.599087,0.000009,GALAXY,,,2261.94
39089837499808869,DESI-COSMOS-v2.0,148.564484,2.017500,1.560460,0.000154,GALAXY,,,4595.29
39089837499771111,DESI-COSMOS-v2.0,148.517888,1.985924,0.262741,0.000008,GALAXY,,,1084.74
39089837499774789,DESI-COSMOS-v2.0,148.650648,2.045819,0.427626,0.000010,GALAXY,,,1691.45
39089837499783828,DESI-COSMOS-v2.0,148.679845,2.216501,1.338961,0.000062,GALAXY,,,4164.24
39089837499763782,DESI-COSMOS-v2.0,148.621950,2.126213,0.362604,0.000008,GALAXY,,,1459.20
39089837499800382,DESI-COSMOS-v2.0,148.598455,2.132887,1.377440,0.000063,GALAXY,,,4242.00
39089837499803963,DESI-COSMOS-v2.0,148.523592,2.024885,0.453198,0.000011,GALAXY,,,1778.48
39089837499756949,DESI-COSMOS-v2.0,148.461860,2.039283,0.210904,0.000014,GALAXY,,,881.71
39089837499756155,DESI-COSMOS-v2.0,148.429894,2.002021,0.386733,0.000006,GALAXY,,,1545.97
39089837499754226,DESI-COSMOS-v2.0,148.601446,2.045898,1.246763,0.000067,GALAXY,,,3969.18
39089837499758070,DESI-COSMOS-v2.0,148.466630,1.954586,1.241886,0.000071,GALAXY,,,3958.29
39089837499757915,DESI-COSMOS-v2.0,148.523229,2.012440,1.303003,0.000024,GALAXY,,,4089.08
39089837499762925,DESI-COSMOS-v2.0,148.418224,1.953766,0.483175,0.000016,GALAXY,,,1881.24
39089837499769186,DESI-COSMOS-v2.0,148.508792,1.955754,1.462435,0.000177,GALAXY,,,4410.33
39089837499765740,DESI-COSMOS-v2.0,148.407890,1.963000,0.932569,0.000004,GALAXY,,,3222.21
39089837499805416,DESI-COSMOS-v2.0,148.857448,2.230720,0.448574,0.000014,GALAXY,,,1764.64
39089837499789901,DESI-COSMOS-v2.0,148.824462,2.223786,1.255434,0.000016,GALAXY,,,3986.54
39089837499795024,DESI-COSMOS-v2.0,148.825841,2.279019,1.007217,0.000048,GALAXY,,,3410.54
39089837499797902,DESI-COSMOS-v2.0,148.678160,2.264375,1.418226,0.000144,GALAXY,,,4324.14
39089837499756781,DESI-COSMOS-v2.0,148.832044,2.316900,1.079184,0.000027,GALAXY,,,3586.20
39089837499772462,DESI-COSMOS-v2.0,148.743111,2.205972,1.456748,0.000042,GALAXY,,,4400.63
39089837499798013,DESI-COSMOS-v2.0,148.680974,2.119887,0.379058,0.000024,GALAXY,,,1517.18
39089837499790457,DESI-COSMOS-v2.0,148.605110,2.036046,1.473192,0.000040,GALAXY,,,4431.56
39089837499799281,DESI-COSMOS-v2.0,148.628333,2.125712,1.348128,0.000090,GALAXY,,,4182.80
