event_file,catalog,waveform_key,erad_strategy,M_total_med,log2_M,chi_eff_med,af_med,m_irr_final_med,e_th_med,e_th_frac_med,n_std,n_std_std,gap_std,n_irr,n_irr_std,gap_irr,n_above,n_above_std,gap_above,has_variant_c,in_band_std,n_samples
IGWN-GWTC3p0-v2-GW200224_222234_PEDataRelease_mixed_nocosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,71.5674,6.161232,0.103249,0.734618,62.2652,0.0,0.0,5.399574,0.073096,132.39359,5.499926,0.082888,132.293238,5.398533,0.1409,132.394631,1,1,216261
IGWN-GWTC3p0-v2-GW200225_060421_PEDataRelease_mixed_cosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,33.5639,5.068839,-0.138077,0.655993,30.1554,0.0,0.0,5.280417,0.094845,131.420354,5.359961,0.10731,131.34081,5.277422,0.293399,131.423349,1,1,88167
IGWN-GWTC3p0-v2-GW200225_060421_PEDataRelease_mixed_nocosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,33.3536,5.059773,-0.127088,0.659297,29.9302,0.0,0.0,5.285762,0.092831,131.405943,5.36632,0.104984,131.325385,5.283152,0.288106,131.408553,1,1,195767
IGWN-GWTC3p0-v2-GW200302_015811_PEDataRelease_mixed_cosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,57.445,5.844109,-0.00115,0.639622,52.0009,0.0,0.0,5.201894,0.163701,132.274147,5.274266,0.182494,132.201774,5.203952,0.232752,132.272088,1,1,39475
IGWN-GWTC3p0-v2-GW200302_015811_PEDataRelease_mixed_nocosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,56.8752,5.829729,0.013105,0.65274,51.2906,0.0,0.0,5.225078,0.161466,132.236583,5.300797,0.180632,132.160864,5.225716,0.226697,132.235945,1,1,104245
IGWN-GWTC3p0-v2-GW200306_093714_PEDataRelease_mixed_cosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,43.7158,5.450082,0.310232,0.784663,37.4028,0.0,0.0,5.376419,0.28672,131.705595,5.485798,0.316395,131.596216,5.377434,0.308096,131.70458,1,1,29333
IGWN-GWTC3p0-v2-GW200306_093714_PEDataRelease_mixed_nocosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,42.7835,5.418984,0.35688,0.803799,36.3154,0.0,0.0,5.420961,0.264371,131.629955,5.539868,0.293353,131.511048,5.421297,0.281437,131.629619,1,1,116436
IGWN-GWTC3p0-v2-GW200308_173609_PEDataRelease_mixed_cosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,102.5327,6.679941,0.127001,0.705808,91.9778,0.0,0.0,5.185479,0.533146,133.126394,5.273091,0.576338,133.038782,5.238558,0.533155,133.073315,1,1,3341
IGWN-GWTC3p0-v2-GW200308_173609_PEDataRelease_mixed_nocosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,103.0438,6.687113,0.057602,0.673931,91.8193,0.0,0.0,5.170826,0.531856,133.14822,5.248843,0.565591,133.070202,5.213317,0.536703,133.105728,1,1,132606
IGWN-GWTC3p0-v2-GW200311_115853_PEDataRelease_mixed_cosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,61.4657,5.941709,-0.035663,0.683146,54.5442,0.0,0.0,5.338147,0.076073,132.235494,5.424439,0.086175,132.149202,5.337754,0.179676,132.235888,1,1,109150
IGWN-GWTC3p0-v2-GW200311_115853_PEDataRelease_mixed_nocosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,61.3428,5.938822,-0.032541,0.684671,54.4014,0.0,0.0,5.339013,0.074487,132.23174,5.425647,0.084522,132.145107,5.338369,0.175195,132.232385,1,1,202628
IGWN-GWTC3p0-v2-GW200316_215756_PEDataRelease_mixed_cosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,21.7761,4.444676,0.150726,0.702336,19.2803,0.0,0.0,5.291595,0.175532,130.785012,5.377911,0.181644,130.698696,5.291118,0.17769,130.78549,1,1,67196
IGWN-GWTC3p0-v2-GW200316_215756_PEDataRelease_mixed_nocosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,21.5792,4.431572,0.148853,0.702945,19.0962,0.0,0.0,5.293432,0.17645,130.770072,5.380058,0.182533,130.683446,5.292995,0.178738,130.770509,1,1,134403
IGWN-GWTC3p0-v2-GW200322_091133_PEDataRelease_mixed_cosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,76.6638,6.260473,0.100817,0.684145,67.1566,0.0,0.0,5.026192,0.784262,132.866213,5.103285,0.815627,132.78912,5.123314,0.736815,132.769091,1,1,4140
IGWN-GWTC3p0-v2-GW200322_091133_PEDataRelease_mixed_nocosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,83.8205,6.389232,0.037251,0.630788,75.2951,0.0,0.0,4.632071,0.882896,133.389092,4.681106,0.91501,133.340058,4.943427,0.84089,133.077737,1,0,137340
IGWN-GWTC4p0-0f954158d_720-GW230518_125908-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,9.6205,3.266119,-0.012409,nan,nan,nan,nan,4.552375,0.063382,130.345675,nan,nan,nan,nan,nan,nan,0,0,11711
IGWN-GWTC4p0-0f954158d_720-GW230529_181500-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM:HighSpin,M_total - final_mass_source_non_evolved,5.009,2.324526,-0.112455,nan,nan,nan,nan,5.066715,0.11441,128.889743,nan,nan,nan,nan,nan,nan,0,1,5489
IGWN-GWTC4p0-0f954158d_720-GW230601_224134-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,108.7076,6.764309,-0.020149,0.670174,96.6942,0.0,0.0,5.302915,0.116334,133.093326,5.384954,0.132624,133.011287,5.301629,0.212678,133.094612,1,1,14438
IGWN-GWTC4p0-0f954158d_720-GW230605_065343-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,28.7266,4.844318,0.068289,0.686658,25.4655,0.0,0.0,5.328778,0.080883,131.147472,5.415687,0.087165,131.060563,5.327526,0.103915,131.148724,1,1,15769
IGWN-GWTC4p0-0f954158d_720-GW230606_004305-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,62.6625,5.96953,-0.136128,0.635976,56.6454,0.0,0.0,5.267046,0.124579,132.334415,5.341266,0.1382,132.260196,5.26795,0.277625,132.333512,1,1,13904
IGWN-GWTC4p0-0f954158d_720-GW230608_205047-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,78.8106,6.300318,0.049758,0.695303,69.891,0.0,0.0,5.323086,0.150314,132.609164,5.410952,0.169069,132.521299,5.322969,0.228513,132.609281,1,1,13528
IGWN-GWTC4p0-0f954158d_720-GW230609_064958-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,59.9485,5.905653,-0.142682,0.640206,54.1069,0.0,0.0,5.277572,0.10516,132.260013,5.35292,0.118233,132.184665,5.278128,0.257291,132.259457,1,1,13019
IGWN-GWTC4p0-0f954158d_720-GW230624_113103-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,43.1645,5.431772,0.136691,0.708872,38.0189,0.0,0.0,5.345439,0.13242,131.718265,5.436763,0.143242,131.626941,5.344653,0.150416,131.71905,1,1,15846
IGWN-GWTC4p0-0f954158d_720-GW230627_015337-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,14.1812,3.82591,0.020955,0.677219,12.6063,0.0,0.0,5.336123,0.042726,130.121718,5.421074,0.046745,130.036767,5.336054,0.045284,130.121788,1,1,9688
IGWN-GWTC4p0-0f954158d_720-GW230628_231200-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,59.2169,5.887937,-0.002279,0.70189,52.0179,0.0,0.0,5.360529,0.051052,132.15934,5.451955,0.060032,132.067913,5.359275,0.161003,132.160594,1,1,15446
IGWN-GWTC4p0-0f954158d_720-GW230630_125806-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,85.6976,6.421183,0.202624,0.765493,74.0501,0.0,0.0,5.393089,0.186947,132.660026,5.498157,0.208337,132.554958,5.394562,0.258859,132.658553,1,1,16819
IGWN-GWTC4p0-0f954158d_720-GW230630_234532-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,16.831,4.07305,-0.04014,0.658308,15.0654,0.0,0.0,5.301018,0.073578,130.403965,5.380875,0.078772,130.324108,5.29934,0.117241,130.405642,1,1,15135
IGWN-GWTC4p0-0f954158d_720-GW230702_185453-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,60.8191,5.926451,0.058711,0.62707,55.2791,0.0,0.0,5.13827,0.221276,132.420113,5.206035,0.236622,132.352349,5.131963,0.237332,132.426421,1,1,17288
IGWN-GWTC4p0-0f954158d_720-GW230704_021211-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,53.5414,5.742584,-0.013893,0.656066,48.0549,0.0,0.0,5.280832,0.126448,132.093684,5.359948,0.141213,132.014568,5.279599,0.162519,132.094917,1,1,23018
IGWN-GWTC4p0-0f954158d_720-GW230704_212616-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,141.5987,7.145665,0.377193,0.803517,121.0684,0.0,0.0,5.382753,0.256198,133.394843,5.49688,0.283184,133.280716,5.382401,0.27645,133.395196,1,1,23006
IGWN-GWTC4p0-0f954158d_720-GW230706_104333-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,27.9525,4.804908,0.192911,0.749552,24.1575,0.0,0.0,5.409033,0.07427,131.027807,5.513003,0.08235,130.923837,5.407855,0.102523,131.028985,1,1,15235
IGWN-GWTC4p0-0f954158d_720-GW230707_124047-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,81.4944,6.348629,-0.04347,0.684174,72.2913,0.0,0.0,5.332823,0.081914,132.647737,5.419016,0.094785,132.561545,5.331824,0.226555,132.648736,1,1,13678
IGWN-GWTC4p0-0f954158d_720-GW230708_053705-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,51.9629,5.699411,0.077286,0.730057,45.2003,0.0,0.0,5.383408,0.07419,131.947935,5.481595,0.087381,131.849748,5.3811,0.17787,131.950243,1,1,15934
IGWN-GWTC4p0-0f954158d_720-GW230708_230935-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,103.7964,6.697613,0.024278,0.679634,92.6618,0.0,0.0,5.291093,0.169231,133.038451,5.373407,0.186483,132.956137,5.291573,0.245806,133.037971,1,1,14977
IGWN-GWTC4p0-0f954158d_720-GW230709_122727-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,75.14,6.23151,0.094514,0.716814,66.1028,0.0,0.0,5.353993,0.168628,132.509449,5.447725,0.189346,132.415717,5.353643,0.23053,132.509798,1,1,12263
IGWN-GWTC4p0-0f954158d_720-GW230712_090405-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,43.9833,5.458883,-0.041048,0.647746,40.1116,0.0,0.0,5.088251,0.279942,132.002563,5.157037,0.299098,131.933777,5.081906,0.421106,132.008908,1,1,26163
IGWN-GWTC4p0-0f954158d_720-GW230723_101834-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,27.7103,4.792349,-0.15887,0.616032,25.2341,0.0,0.0,5.248083,0.108596,131.176198,5.318283,0.123427,131.105998,5.243225,0.220653,131.181056,1,1,15000
IGWN-GWTC4p0-0f954158d_720-GW230726_002940-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,63.3806,5.98597,-0.016555,0.690767,56.0448,0.0,0.0,5.342996,0.067656,132.274907,5.4313,0.078555,132.186603,5.341716,0.169031,132.276186,1,1,13791
IGWN-GWTC4p0-0f954158d_720-GW230729_082317-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,20.4058,4.350905,0.124755,0.706627,17.9718,0.0,0.0,5.334317,0.147594,130.648519,5.424175,0.152708,130.558662,5.33229,0.161594,130.650547,1,1,12605
IGWN-GWTC4p0-0f954158d_720-GW230731_215307-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,18.2391,4.188966,-0.047884,0.669865,16.2502,0.0,0.0,5.327364,0.047837,130.493534,5.411073,0.051448,130.409826,5.326396,0.104829,130.494502,1,1,10904
IGWN-GWTC4p0-0f954158d_720-GW230803_033412-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,76.1055,6.249928,0.098986,0.728256,66.6886,0.0,0.0,5.333825,0.15011,132.548035,5.427554,0.167713,132.454306,5.333584,0.228379,132.548276,1,1,16784
IGWN-GWTC4p0-0f954158d_720-GW230805_034249-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,56.729,5.826014,0.081988,0.730234,49.6375,0.0,0.0,5.333124,0.154834,132.124822,5.428123,0.170152,132.029823,5.334182,0.280195,132.123764,1,1,16941
IGWN-GWTC4p0-0f954158d_720-GW230806_204041-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,85.1538,6.411999,0.092886,0.714467,74.924,0.0,0.0,5.362345,0.134665,132.681586,5.455487,0.152569,132.588444,5.361121,0.182796,132.682811,1,1,14235
IGWN-GWTC4p0-0f954158d_720-GW230811_032116-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,57.9945,5.857844,0.017115,0.689601,51.512,0.0,0.0,5.30546,0.097787,132.184316,5.391068,0.108496,132.098707,5.30495,0.171474,132.184826,1,1,17874
IGWN-GWTC4p0-0f954158d_720-GW230814_061920-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,112.1141,6.808823,0.052856,0.683567,99.7098,0.0,0.0,5.315806,0.132485,133.12495,5.400638,0.149258,133.040117,5.314886,0.16312,133.125869,1,1,13478
IGWN-GWTC4p0-0f954158d_720-GW230814_230901-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,62.0258,5.954795,-0.010343,0.679037,55.0167,0.0,0.0,5.359292,0.018525,132.227435,5.445748,0.021583,132.14098,5.359249,0.035718,132.227478,1,1,13460
IGWN-GWTC4p0-0f954158d_720-GW230819_171910-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,110.4179,6.78683,-0.029145,0.654246,98.8828,0.0,0.0,5.144922,0.307323,133.27384,5.218305,0.327363,133.200457,5.167485,0.441528,133.251277,1,1,15680
IGWN-GWTC4p0-0f954158d_720-GW230820_212515-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,96.1931,6.587862,0.209286,0.733642,84.8995,0.0,0.0,5.31551,0.301793,132.904284,5.412306,0.333148,132.807488,5.314653,0.322613,132.905141,1,1,15759
IGWN-GWTC4p0-0f954158d_720-GW230824_033047-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,88.244,6.463427,0.002184,0.686929,78.6744,0.0,0.0,5.323027,0.137225,132.772332,5.409258,0.153232,132.686101,5.322148,0.21931,132.77321,1,1,13206
IGWN-GWTC4p0-0f954158d_720-GW230825_041334-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,70.6391,6.142394,0.317378,0.804594,59.8958,0.0,0.0,5.469248,0.143004,132.305079,5.591652,0.164996,132.182674,5.468145,0.183402,132.306181,1,1,13826
IGWN-GWTC4p0-0f954158d_720-GW230831_015414-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,73.7716,6.204995,0.042753,0.716016,64.8008,0.0,0.0,5.352915,0.127811,132.484011,5.445511,0.143223,132.391416,5.352125,0.239374,132.484801,1,1,14508
IGWN-GWTC4p0-0f954158d_720-GW230904_051013-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,17.9681,4.16737,0.05618,0.691691,15.8907,0.0,0.0,5.339402,0.08416,130.4599,5.427819,0.088586,130.371482,5.338213,0.117051,130.461088,1,1,15560
IGWN-GWTC4p0-0f954158d_720-GW230911_195324-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,56.1018,5.809975,-0.029001,0.670822,50.2555,0.0,0.0,5.257396,0.118616,132.18451,5.338036,0.131763,132.103871,5.255404,0.231965,132.186502,1,1,18595
IGWN-GWTC4p0-0f954158d_720-GW230914_111401-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,95.8127,6.582145,0.127524,0.700311,84.8223,0.0,0.0,5.338201,0.138931,132.875876,5.427826,0.157365,132.786251,5.337482,0.15543,132.876595,1,1,18353
IGWN-GWTC4p0-0f954158d_720-GW230919_215712-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,49.316,5.623984,0.18229,0.746261,42.6594,0.0,0.0,5.426625,0.048693,131.829291,5.530977,0.056798,131.724939,5.426048,0.088781,131.829868,1,1,15670
IGWN-GWTC4p0-0f954158d_720-GW230920_071124-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,56.4734,5.819498,-0.001891,0.689671,49.9646,0.0,0.0,5.339987,0.100859,132.111443,5.427568,0.113386,132.023863,5.339079,0.179995,132.112352,1,1,15199
IGWN-GWTC4p0-0f954158d_720-GW230922_020344-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,70.6111,6.141824,0.035354,0.711454,62.1476,0.0,0.0,5.342404,0.078196,132.431352,5.433998,0.087397,132.339758,5.341187,0.183752,132.432569,1,1,19000
IGWN-GWTC4p0-0f954158d_720-GW230922_040658-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,124.6904,6.962207,0.337775,0.793408,106.8088,0.0,0.0,5.445738,0.227381,133.148401,5.563017,0.25162,133.031122,5.444504,0.238091,133.149635,1,1,14201
IGWN-GWTC4p0-0f954158d_720-GW230924_124453-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,51.7546,5.693614,0.019567,0.695285,45.6517,0.0,0.0,5.362742,0.052696,131.962804,5.452631,0.061538,131.872915,5.362061,0.114913,131.963485,1,1,14630
IGWN-GWTC4p0-0f954158d_720-GW230927_043729-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,62.4715,5.965127,0.007101,0.694153,55.1664,0.0,0.0,5.353461,0.071947,132.243597,5.443123,0.083354,132.153936,5.352681,0.147371,132.244378,1,1,13148
IGWN-GWTC4p0-0f954158d_720-GW230927_153832-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,38.5156,5.267372,0.040556,0.695185,34.0317,0.0,0.0,5.356826,0.037012,131.542478,5.446431,0.040964,131.452873,5.356186,0.10132,131.543118,1,1,14161
IGWN-GWTC4p0-0f954158d_720-GW230928_215827-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,87.6395,6.45351,0.420446,0.843138,72.742,0.0,0.0,5.500549,0.164221,132.584893,5.636938,0.182221,132.448503,5.499847,0.191861,132.585595,1,1,19357
IGWN-GWTC4p0-0f954158d_720-GW230930_110730-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,58.9969,5.882566,0.027659,0.6949,52.1588,0.0,0.0,5.343906,0.11467,132.170592,5.43265,0.130125,132.081849,5.343247,0.18579,132.171251,1,1,11732
IGWN-GWTC4p0-0f954158d_720-GW231001_140220-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,116.328,6.862055,-0.047882,0.632941,105.6349,0.0,0.0,5.209786,0.184435,133.284201,5.282683,0.2037,133.211304,5.214048,0.289382,133.279939,1,1,16041
IGWN-GWTC4p0-0f954158d_720-GW231004_232346-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,101.6706,6.667759,-0.051177,0.635363,92.1042,0.0,0.0,5.201039,0.189241,133.098652,5.272007,0.206949,133.027685,5.206733,0.300912,133.092959,1,1,15804
IGWN-GWTC4p0-0f954158d_720-GW231005_021030-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,131.5903,7.039909,0.11233,0.724906,115.4169,0.0,0.0,5.317988,0.187815,133.353854,5.409939,0.20854,133.261903,5.319647,0.277007,133.352195,1,1,13730
IGWN-GWTC4p0-0f954158d_720-GW231005_091549-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,50.6423,5.662271,-0.038425,0.676294,45.0886,0.0,0.0,5.324195,0.107264,131.970008,5.40871,0.119689,131.885492,5.323989,0.211934,131.970213,1,1,12902
IGWN-GWTC4p0-0f954158d_720-GW231008_142521-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,71.2554,6.154928,-0.025243,0.650077,64.2723,0.0,0.0,5.254499,0.184565,132.532361,5.331123,0.203516,132.455737,5.253836,0.249032,132.533023,1,1,16800
IGWN-GWTC4p0-0f954158d_720-GW231014_040532-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,35.8834,5.165246,0.181278,0.751555,31.0842,0.0,0.0,5.396424,0.13671,131.400754,5.499438,0.150031,131.29774,5.396368,0.210259,131.400809,1,1,16903
IGWN-GWTC4p0-0f954158d_720-GW231018_233037-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,19.0923,4.254922,0.014775,0.67149,17.0296,0.0,0.0,5.299404,0.110297,130.58745,5.381408,0.117292,130.505446,5.297397,0.14394,130.589457,1,1,15611
IGWN-GWTC4p0-0f954158d_720-GW231020_142947-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,19.8618,4.311924,0.151159,0.715137,17.4525,0.0,0.0,5.344919,0.155384,130.598937,5.43699,0.160952,130.506866,5.343879,0.161599,130.599977,1,1,14942
IGWN-GWTC4p0-0f954158d_720-GW231028_153006-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,152.9012,7.256456,0.49569,0.856757,124.8346,0.0,0.0,5.5859,0.129417,133.302488,5.733387,0.142363,133.155001,5.585507,0.135801,133.302881,1,1,15128
IGWN-GWTC4p0-0f954158d_720-GW231029_111508-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,106.0689,6.728858,0.145284,0.724089,93.3098,0.0,0.0,5.356299,0.161173,133.00449,5.45231,0.182295,132.90848,5.355444,0.203597,133.005346,1,1,13488
IGWN-GWTC4p0-0f954158d_720-GW231102_071736-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,104.652,6.709456,0.074049,0.709313,92.0753,0.0,0.0,5.363654,0.093359,132.977734,5.456561,0.108461,132.884827,5.361918,0.138427,132.97947,1,1,15330
IGWN-GWTC4p0-0f954158d_720-GW231104_133418-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,21.0329,4.394575,0.145526,0.725305,18.38,0.0,0.0,5.388139,0.071936,130.638368,5.486103,0.076415,130.540404,5.387442,0.103578,130.639065,1,1,13042
IGWN-GWTC4p0-0f954158d_720-GW231108_125142-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,40.6547,5.345351,-0.076253,0.662173,36.333,0.0,0.0,5.31068,0.047906,131.666603,5.392013,0.054277,131.585269,5.30935,0.145965,131.667932,1,1,16031
IGWN-GWTC4p0-0f954158d_720-GW231110_040320-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,32.5224,5.023362,0.174636,0.736083,28.3372,0.0,0.0,5.369673,0.083975,131.285621,5.468436,0.09179,131.186857,5.368016,0.120449,131.287278,1,1,16586
IGWN-GWTC4p0-0f954158d_720-GW231113_122623-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,68.2932,6.09367,0.364821,0.816494,57.239,0.0,0.0,5.491743,0.161842,132.233859,5.619229,0.182764,132.106373,5.491191,0.186231,132.234411,1,1,17278
IGWN-GWTC4p0-0f954158d_720-GW231113_200417-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,19.1418,4.258653,0.125309,0.720949,16.7708,0.0,0.0,5.36529,0.087618,130.525294,5.460808,0.091154,130.429776,5.364454,0.111146,130.526131,1,1,13984
