event_file,catalog,waveform_key,erad_strategy,M_total_med,log2_M,chi_eff_med,af_med,m_irr_final_med,e_th_med,e_th_frac_med,n_std,n_std_std,gap_std,n_irr,n_irr_std,gap_irr,n_above,n_above_std,gap_above,has_variant_c,in_band_std,n_samples
IGWN-GWTC2p1-v2-GW190803_022701_PEDataRelease_mixed_nocosmo.h5,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,63.5518,5.989861,0.002764,0.689492,56.3143,0.0,0.0,5.340783,0.105032,132.28101,5.428285,0.119169,132.193509,5.340746,0.197672,132.281047,1,1,101656
IGWN-GWTC2p1-v2-GW190805_211137_PEDataRelease_mixed_cosmo.h5,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,75.4035,6.236559,0.386829,0.832153,62.9759,0.0,0.0,5.49988,0.177256,132.368611,5.632241,0.200908,132.23625,5.500523,0.211064,132.367969,1,1,11786
IGWN-GWTC2p1-v2-GW190805_211137_PEDataRelease_mixed_nocosmo.h5,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,71.0053,6.149855,0.42437,0.843528,58.7235,0.0,0.0,5.523814,0.153015,132.257973,5.661743,0.175929,132.120045,5.523411,0.183846,132.258377,1,1,169040
IGWN-GWTC2p1-v2-GW190814_211039_PEDataRelease_mixed_cosmo.h5,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,25.9061,4.695218,0.003716,0.282593,25.4011,0.0,0.0,4.188836,0.040036,132.138314,4.202985,0.039668,132.124164,4.187526,0.078898,132.139624,1,0,78254
IGWN-GWTC2p1-v2-GW190814_211039_PEDataRelease_mixed_nocosmo.h5,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,25.9032,4.695057,0.003802,0.282608,25.3988,0.0,0.0,4.188728,0.040047,132.138261,4.202905,0.039674,132.124084,4.187483,0.077817,132.139506,1,0,89500
IGWN-GWTC2p1-v2-GW190828_063405_PEDataRelease_mixed_cosmo.h5,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,57.2082,5.83815,0.153999,0.742529,49.5149,0.0,0.0,5.423405,0.060526,132.046678,5.52676,0.071647,131.943322,5.422552,0.09566,132.047531,1,1,42966
IGWN-GWTC2p1-v2-GW190828_063405_PEDataRelease_mixed_nocosmo.h5,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,56.6258,5.823387,0.16038,0.744894,48.9389,0.0,0.0,5.425416,0.060339,132.029903,5.529642,0.071478,131.925676,5.424512,0.09678,132.030806,1,1,128000
IGWN-GWTC2p1-v2-GW190828_065509_PEDataRelease_mixed_cosmo.h5,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,34.2533,5.098172,0.053858,0.639987,31.0148,0.0,0.0,5.176814,0.127938,131.55329,5.247872,0.1367,131.482232,5.174621,0.156885,131.555483,1,1,71723
IGWN-GWTC2p1-v2-GW190828_065509_PEDataRelease_mixed_nocosmo.h5,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,33.8208,5.079838,0.055339,0.641438,30.6111,0.0,0.0,5.178342,0.127833,131.533428,5.249592,0.136659,131.462179,5.176029,0.153159,131.535741,1,1,181548
IGWN-GWTC2p1-v2-GW190910_112807_PEDataRelease_mixed_cosmo.h5,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,76.692,6.261005,-0.011238,0.684804,68.0494,0.0,0.0,5.346701,0.068759,132.546236,5.433897,0.079582,132.45904,5.345941,0.139437,132.546995,1,1,54830
IGWN-GWTC2p1-v2-GW190910_112807_PEDataRelease_mixed_nocosmo.h5,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,75.133,6.231375,-0.005379,0.688614,66.4991,0.0,0.0,5.350058,0.068156,132.513248,5.438111,0.078993,132.425195,5.349167,0.143024,132.514139,1,1,159609
IGWN-GWTC2p1-v2-GW190915_235702_PEDataRelease_mixed_cosmo.h5,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,56.6538,5.824101,-0.038765,0.688376,50.2461,0.0,0.0,5.328455,0.084057,132.127578,5.414926,0.09494,132.041107,5.327855,0.220325,132.128177,1,1,50133
IGWN-GWTC2p1-v2-GW190915_235702_PEDataRelease_mixed_nocosmo.h5,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,56.1627,5.811541,-0.029705,0.691654,49.7251,0.0,0.0,5.332474,0.081487,132.111,5.420343,0.092279,132.02313,5.33176,0.2109,132.111713,1,1,144305
IGWN-GWTC2p1-v2-GW190916_200658_PEDataRelease_mixed_cosmo.h5,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,68.0116,6.087709,0.192332,0.73472,59.5706,0.0,0.0,5.345283,0.262675,132.374358,5.442384,0.291428,132.277258,5.345751,0.289222,132.37389,1,1,13058
IGWN-GWTC2p1-v2-GW190916_200658_PEDataRelease_mixed_nocosmo.h5,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,65.7998,6.040012,0.272548,0.771996,56.5648,0.0,0.0,5.402735,0.222557,132.269209,5.510775,0.250621,132.161168,5.402452,0.245128,132.269492,1,1,107199
IGWN-GWTC2p1-v2-GW190917_114630_PEDataRelease_mixed_cosmo.h5,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,11.7631,3.556198,-0.075972,0.416011,11.2767,0.0,0.0,4.661922,0.21511,130.526208,4.691798,0.218792,130.496332,4.623604,0.266178,130.564525,1,0,12312
IGWN-GWTC2p1-v2-GW190917_114630_PEDataRelease_mixed_nocosmo.h5,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,11.7119,3.549904,-0.074526,0.416562,11.229,0.0,0.0,4.660212,0.212879,130.521624,4.690364,0.216383,130.491472,4.623888,0.2601,130.557948,1,0,20000
IGWN-GWTC2p1-v2-GW190924_021846_PEDataRelease_mixed_cosmo.h5,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,14.2941,3.837343,0.045705,0.66399,12.8355,0.0,0.0,5.242744,0.166698,130.226531,5.320206,0.170993,130.149069,5.241032,0.183562,130.228243,1,1,32797
IGWN-GWTC2p1-v2-GW190924_021846_PEDataRelease_mixed_nocosmo.h5,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,14.2604,3.833945,0.046323,0.664626,12.8046,0.0,0.0,5.242501,0.168668,130.223377,5.320072,0.173,130.145805,5.240472,0.184445,130.225406,1,1,46372
IGWN-GWTC2p1-v2-GW190925_232845_PEDataRelease_mixed_cosmo.h5,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,36.8282,5.202737,0.081128,0.706481,32.3316,0.0,0.0,5.364077,0.09103,131.470593,5.455627,0.097669,131.379043,5.363159,0.130733,131.47151,1,1,87963
IGWN-GWTC2p1-v2-GW190925_232845_PEDataRelease_mixed_nocosmo.h5,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,36.6711,5.196573,0.082922,0.707307,32.1779,0.0,0.0,5.364636,0.091483,131.463869,5.456356,0.098107,131.37215,5.363769,0.131206,131.464737,1,1,164960
IGWN-GWTC2p1-v2-GW190926_050336_PEDataRelease_mixed_cosmo.h5,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,61.6623,5.946316,-0.020245,0.639615,55.8944,0.0,0.0,5.204005,0.223486,132.374243,5.276256,0.24299,132.301992,5.206668,0.309139,132.37158,1,1,20327
IGWN-GWTC2p1-v2-GW190926_050336_PEDataRelease_mixed_nocosmo.h5,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,59.0562,5.884017,-0.007619,0.664364,53.0743,0.0,0.0,5.261442,0.197737,132.254507,5.340623,0.216652,132.175325,5.262917,0.290732,132.253031,1,1,157760
IGWN-GWTC2p1-v2-GW190929_012149_PEDataRelease_mixed_cosmo.h5,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,93.3076,6.543923,-0.030583,0.600103,85.8498,0.0,0.0,5.095831,0.238233,133.080024,5.158246,0.257101,133.017609,5.09713,0.31825,133.078725,1,1,30749
IGWN-GWTC2p1-v2-GW190929_012149_PEDataRelease_mixed_nocosmo.h5,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,90.0049,6.491932,-0.020317,0.619113,82.339,0.0,0.0,5.144286,0.218704,132.979578,5.21206,0.237446,132.911804,5.144169,0.296227,132.979695,1,1,153782
IGWN-GWTC2p1-v2-GW190930_133541_PEDataRelease_mixed_cosmo.h5,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,20.4197,4.351889,0.147234,0.720131,17.912,0.0,0.0,5.348322,0.171579,130.635499,5.440391,0.175253,130.54343,5.347026,0.186088,130.636795,1,1,80472
IGWN-GWTC2p1-v2-GW190930_133541_PEDataRelease_mixed_nocosmo.h5,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,20.3281,4.345407,0.148688,0.720676,17.8314,0.0,0.0,5.347979,0.174768,130.629359,5.440131,0.178502,130.537207,5.346536,0.188054,130.630803,1,1,137344
IGWN-GWTC3p0-v2-GW191103_012549_PEDataRelease_mixed_cosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,20.0274,4.323904,0.215652,0.748028,17.3269,0.0,0.0,5.396941,0.126876,130.558896,5.499529,0.131093,130.456308,5.395613,0.147948,130.560223,1,1,9914
IGWN-GWTC3p0-v2-GW191103_012549_PEDataRelease_mixed_nocosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,19.8657,4.312207,0.217473,0.74829,17.1898,0.0,0.0,5.394502,0.13019,130.549637,5.496655,0.134398,130.447485,5.393117,0.15102,130.551022,1,1,167837
IGWN-GWTC3p0-v2-GW191105_143521_PEDataRelease_mixed_cosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,18.5278,4.211623,-0.018419,0.668185,16.5207,0.0,0.0,5.314606,0.088906,130.528949,5.397247,0.093806,130.446308,5.313286,0.13146,130.530269,1,1,65529
IGWN-GWTC3p0-v2-GW191105_143521_PEDataRelease_mixed_nocosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,18.4113,4.202523,-0.017648,0.668135,16.4161,0.0,0.0,5.313769,0.089879,130.520686,5.3962,0.094971,130.438255,5.312209,0.133773,130.522246,1,1,142741
IGWN-GWTC3p0-v2-GW191109_010717_PEDataRelease_mixed_cosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,111.363,6.799126,-0.311214,0.592243,102.0873,0.0,0.0,5.216586,0.13503,133.214473,5.281139,0.159385,133.149919,5.219822,0.5212,133.211236,1,1,109061
IGWN-GWTC3p0-v2-GW191109_010717_PEDataRelease_mixed_nocosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,108.7483,6.764849,-0.293806,0.597281,99.6114,0.0,0.0,5.224691,0.13003,133.17209,5.290687,0.153568,133.106095,5.223784,0.501273,133.172997,1,1,270070
IGWN-GWTC3p0-v2-GW191113_071753_PEDataRelease_mixed_cosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,35.573,5.15271,0.003247,0.420504,34.1004,0.0,0.0,4.606549,0.294563,132.178092,4.63601,0.31335,132.148632,4.59856,0.31184,132.186082,1,0,52362
IGWN-GWTC3p0-v2-GW191113_071753_PEDataRelease_mixed_nocosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,34.3837,5.103653,0.010055,0.440367,32.8004,0.0,0.0,4.642251,0.321573,132.093334,4.674038,0.342868,132.061547,4.631752,0.338088,132.103833,1,0,129899
IGWN-GWTC3p0-v2-GW191126_115259_PEDataRelease_mixed_cosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,20.5602,4.361784,0.210042,0.7472,17.801,0.0,0.0,5.403582,0.101746,130.590133,5.505977,0.107158,130.487739,5.402906,0.118504,130.59081,1,1,55315
IGWN-GWTC3p0-v2-GW191126_115259_PEDataRelease_mixed_nocosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,20.2869,4.342479,0.212177,0.74771,17.5581,0.0,0.0,5.402898,0.104767,130.571514,5.505264,0.110156,130.469148,5.402157,0.124506,130.572254,1,1,158918
IGWN-GWTC3p0-v2-GW191127_050227_PEDataRelease_mixed_cosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,84.7759,6.405582,0.176832,0.753544,74.7837,0.0,0.0,5.137051,0.466585,132.900463,5.227318,0.488992,132.810196,5.21527,0.487023,132.822244,1,1,27156
IGWN-GWTC3p0-v2-GW191127_050227_PEDataRelease_mixed_nocosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,81.4854,6.34847,0.258765,0.783251,70.2266,0.0,0.0,5.309676,0.370628,132.670726,5.410416,0.391769,132.569986,5.333182,0.394174,132.64722,1,1,185048
IGWN-GWTC3p0-v2-GW191129_134029_PEDataRelease_mixed_cosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,17.6754,4.143667,0.064827,0.681707,15.7059,0.0,0.0,5.309786,0.091197,130.465813,5.394272,0.097255,130.381327,5.309052,0.102549,130.466547,1,1,77231
IGWN-GWTC3p0-v2-GW191129_134029_PEDataRelease_mixed_nocosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,17.6118,4.138472,0.065753,0.681779,15.6502,0.0,0.0,5.308807,0.091605,130.461598,5.393371,0.097678,130.377033,5.308214,0.103128,130.46219,1,1,135743
IGWN-GWTC3p0-v2-GW191204_110529_PEDataRelease_mixed_cosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,46.9785,5.553927,0.037255,0.697107,41.4321,0.0,0.0,5.339554,0.141712,131.846305,5.428364,0.153071,131.757496,5.338508,0.200862,131.847351,1,1,41745
IGWN-GWTC3p0-v2-GW191204_110529_PEDataRelease_mixed_nocosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,44.6289,5.479908,0.044408,0.699607,39.3519,0.0,0.0,5.340826,0.14486,131.771013,5.430035,0.155448,131.681804,5.339627,0.203064,131.772213,1,1,155223
IGWN-GWTC3p0-v2-GW191204_171526_PEDataRelease_mixed_cosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,20.3555,4.347346,0.159159,0.734269,17.7156,0.0,0.0,5.387196,0.063196,130.592081,5.487314,0.067018,130.491964,5.386805,0.079516,130.592472,1,1,128624
IGWN-GWTC3p0-v2-GW191204_171526_PEDataRelease_mixed_nocosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,20.3128,4.344318,0.159408,0.734349,17.6775,0.0,0.0,5.386828,0.063494,130.589421,5.486892,0.067336,130.489358,5.386438,0.080655,130.589812,1,1,206292
IGWN-GWTC3p0-v2-GW191215_223052_PEDataRelease_mixed_cosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,43.2039,5.43309,-0.053587,0.675628,38.4991,0.0,0.0,5.309682,0.078136,131.75534,5.392799,0.085858,131.672223,5.30927,0.202891,131.755751,1,1,6913
IGWN-GWTC3p0-v2-GW191215_223052_PEDataRelease_mixed_nocosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,42.4701,5.408376,-0.042303,0.678061,37.774,0.0,0.0,5.313574,0.078632,131.726734,5.397197,0.086565,131.643111,5.312755,0.206245,131.727553,1,1,20000
IGWN-GWTC3p0-v2-GW191216_213338_PEDataRelease_mixed_cosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,20.0659,4.326676,0.117355,0.700314,17.7471,0.0,0.0,5.324671,0.140139,130.633938,5.413293,0.145343,130.545315,5.323875,0.146024,130.634733,1,1,249520
IGWN-GWTC3p0-v2-GW191216_213338_PEDataRelease_mixed_nocosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,20.0462,4.325254,0.117331,0.700527,17.7292,0.0,0.0,5.324664,0.142139,130.632522,5.413356,0.147365,130.54383,5.323855,0.148321,130.633331,1,1,315108
IGWN-GWTC3p0-v2-GW191219_163120_PEDataRelease_mixed_cosmo.h5,GWTC-3,C01:IMRPhenomXPHM:HighSpin,M_total - final_mass_source,32.7632,5.034006,0.004775,0.157762,32.5687,0.0,0.0,3.272084,0.04671,133.393854,3.276257,0.047408,133.389681,3.26615,0.168564,133.399787,1,0,14965
IGWN-GWTC3p0-v2-GW191219_163120_PEDataRelease_mixed_nocosmo.h5,GWTC-3,C01:IMRPhenomXPHM:HighSpin,M_total - final_mass_source,32.6999,5.031216,0.004996,0.157089,32.5124,0.0,0.0,3.27263,0.060261,133.390517,3.276758,0.061568,133.386389,3.266558,0.170273,133.396589,1,0,20000
IGWN-GWTC3p0-v2-GW191222_033537_PEDataRelease_mixed_cosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,79.5141,6.313138,-0.054291,0.667815,71.081,0.0,0.0,5.320872,0.095165,132.624198,5.403086,0.107542,132.541984,5.320712,0.192979,132.624358,1,1,26560
IGWN-GWTC3p0-v2-GW191222_033537_PEDataRelease_mixed_nocosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,76.5762,6.258825,-0.039856,0.672857,68.3199,0.0,0.0,5.325662,0.093478,132.565095,5.409283,0.105851,132.481474,5.325363,0.188307,132.565394,1,1,135537
IGWN-GWTC3p0-v2-GW191230_180458_PEDataRelease_mixed_cosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,85.1422,6.411802,-0.058569,0.6786,75.8947,0.0,0.0,5.315506,0.125084,132.728229,5.39955,0.13703,132.644184,5.316251,0.282429,132.727483,1,1,21752
IGWN-GWTC3p0-v2-GW191230_180458_PEDataRelease_mixed_nocosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,82.4549,6.365533,-0.038949,0.685518,73.2177,0.0,0.0,5.325133,0.111439,132.672332,5.411004,0.123223,132.586462,5.32493,0.25732,132.672536,1,1,139585
IGWN-GWTC3p0-v2-GW200105_162426_PEDataRelease_mixed_cosmo.h5,GWTC-3,C01:IMRPhenomXPHM:HighSpin,M_total - final_mass_source,10.9488,3.452707,0.000693,0.439795,10.4728,0.0,0.0,4.688254,0.136692,130.396386,4.720256,0.138349,130.364384,4.685356,0.144495,130.399283,1,0,20000
IGWN-GWTC3p0-v2-GW200105_162426_PEDataRelease_mixed_nocosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,10.9488,3.452707,0.000693,0.439795,10.4728,0.0,0.0,4.688254,0.136692,130.396386,4.720256,0.138349,130.364384,4.685356,0.144495,130.399283,1,0,20000
IGWN-GWTC3p0-v2-GW200112_155838_PEDataRelease_mixed_cosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,63.355,5.985386,0.044004,0.696738,55.9529,0.0,0.0,5.361197,0.066228,132.256121,5.450893,0.075723,132.166425,5.360775,0.102265,132.256543,1,1,68706
IGWN-GWTC3p0-v2-GW200112_155838_PEDataRelease_mixed_nocosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,63.0319,5.97801,0.048136,0.698343,55.6115,0.0,0.0,5.363361,0.065693,132.246581,5.453699,0.075225,132.156243,5.362845,0.103765,132.247097,1,1,157304
IGWN-GWTC3p0-v2-GW200115_042309_PEDataRelease_mixed_cosmo.h5,GWTC-3,C01:IMRPhenomXPHM:HighSpin,M_total - final_mass_source,7.2802,2.863985,-0.168117,0.43006,6.9552,0.0,0.0,4.741163,0.210859,129.754754,4.773375,0.215465,129.722542,4.662058,0.29473,129.833858,1,0,16089
IGWN-GWTC3p0-v2-GW200115_042309_PEDataRelease_mixed_nocosmo.h5,GWTC-3,C01:IMRPhenomXPHM:HighSpin,M_total - final_mass_source,7.2716,2.862281,-0.168738,0.430205,6.9489,0.0,0.0,4.741659,0.211007,129.752554,4.773757,0.215662,129.720456,4.66241,0.297307,129.831802,1,0,20000
IGWN-GWTC3p0-v2-GW200128_022011_PEDataRelease_mixed_cosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,73.7024,6.20364,0.079711,0.728817,64.3415,0.0,0.0,5.382108,0.095136,132.453463,5.479638,0.109102,132.355934,5.381063,0.188166,132.454509,1,1,26969
IGWN-GWTC3p0-v2-GW200128_022011_PEDataRelease_mixed_nocosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,70.2069,6.13354,0.0915,0.732232,61.173,0.0,0.0,5.386064,0.091115,132.379408,5.485038,0.105007,132.280435,5.384906,0.172456,132.380566,1,1,150506
IGWN-GWTC3p0-v2-GW200129_065458_PEDataRelease_mixed_cosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,63.3266,5.98474,0.107512,0.745788,55.0587,0.0,0.0,5.38485,0.107395,132.231822,5.48547,0.116127,132.131201,5.381985,0.340787,132.234687,1,1,87429
IGWN-GWTC3p0-v2-GW200129_065458_PEDataRelease_mixed_nocosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,63.2127,5.982142,0.10956,0.747523,54.9157,0.0,0.0,5.384822,0.105607,132.229252,5.485916,0.114281,132.128158,5.380912,0.336728,132.233162,1,1,148072
IGWN-GWTC3p0-v2-GW200202_154313_PEDataRelease_mixed_cosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,17.5954,4.137126,0.036088,0.687448,15.5745,0.0,0.0,5.346293,0.086929,130.422766,5.434221,0.091245,130.334838,5.34552,0.110826,130.423539,1,1,126430
IGWN-GWTC3p0-v2-GW200202_154313_PEDataRelease_mixed_nocosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,17.5719,4.135201,0.036256,0.687563,15.5522,0.0,0.0,5.345984,0.087289,130.421149,5.433941,0.091609,130.333191,5.345148,0.112033,130.421985,1,1,170115
IGWN-GWTC3p0-v2-GW200208_130117_PEDataRelease_mixed_cosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,65.1014,6.024616,-0.085383,0.653927,58.4529,0.0,0.0,5.293632,0.107727,132.362916,5.372159,0.121855,132.284388,5.294461,0.234029,132.362086,1,1,38722
IGWN-GWTC3p0-v2-GW200208_130117_PEDataRelease_mixed_nocosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,64.6282,6.014093,-0.064656,0.661288,57.8297,0.0,0.0,5.30507,0.103588,132.340954,5.38522,0.117594,132.260804,5.305344,0.217134,132.340681,1,1,104414
IGWN-GWTC3p0-v2-GW200208_222617_PEDataRelease_mixed_cosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,90.7246,6.503422,0.623657,0.913517,73.3335,0.0,0.0,4.89223,0.428204,133.243124,5.036174,0.437119,133.09918,4.905238,0.437908,133.230116,1,1,24495
IGWN-GWTC3p0-v2-GW200208_222617_PEDataRelease_mixed_nocosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,87.7227,6.454878,0.666916,0.927678,69.98,0.0,0.0,5.045551,0.392439,133.041258,5.201266,0.40353,132.885543,5.050864,0.402587,133.035945,1,1,209178
IGWN-GWTC3p0-v2-GW200209_085452_PEDataRelease_mixed_cosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,61.831,5.950258,-0.124798,0.661377,55.3508,0.0,0.0,5.294557,0.101643,132.287633,5.37485,0.115076,132.20734,5.295698,0.297104,132.286492,1,1,30588
IGWN-GWTC3p0-v2-GW200209_085452_PEDataRelease_mixed_nocosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,60.3288,5.914775,-0.106553,0.667907,53.8709,0.0,0.0,5.30374,0.093251,132.242967,5.385743,0.106199,132.160963,5.304455,0.288791,132.242252,1,1,161419
IGWN-GWTC3p0-v2-GW200210_092254_PEDataRelease_mixed_cosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,27.4557,4.779036,0.034615,0.364591,26.74,0.0,0.0,4.223891,0.146266,132.187077,4.242762,0.144024,132.168206,4.208191,0.17753,132.202777,1,0,78491
IGWN-GWTC3p0-v2-GW200210_092254_PEDataRelease_mixed_nocosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,27.1921,4.765115,0.031083,0.36018,26.49,0.0,0.0,4.227816,0.150171,132.169231,4.246454,0.148338,132.150593,4.213053,0.17983,132.183994,1,0,141688
IGWN-GWTC3p0-v2-GW200216_220804_PEDataRelease_mixed_cosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,80.9417,6.338811,0.080522,0.698492,72.0064,0.0,0.0,5.299956,0.280145,132.670787,5.386555,0.301925,132.584189,5.303998,0.331276,132.666745,1,1,17943
IGWN-GWTC3p0-v2-GW200216_220804_PEDataRelease_mixed_nocosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,78.8524,6.301083,0.125467,0.723439,69.2114,0.0,0.0,5.348559,0.22306,132.584455,5.442586,0.244867,132.490428,5.349891,0.277212,132.583124,1,1,145692
IGWN-GWTC3p0-v2-GW200219_094415_PEDataRelease_mixed_cosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,64.9328,6.020876,-0.096821,0.656646,58.2998,0.0,0.0,5.297178,0.106748,132.35563,5.376074,0.119957,132.276734,5.296986,0.253707,132.355822,1,1,28386
IGWN-GWTC3p0-v2-GW200219_094415_PEDataRelease_mixed_nocosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,62.9356,5.975805,-0.084096,0.662485,56.3333,0.0,0.0,5.305845,0.098394,132.301891,5.386733,0.111202,132.221003,5.305265,0.241971,132.302472,1,1,154656
IGWN-GWTC3p0-v2-GW200220_061928_PEDataRelease_mixed_cosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,144.1972,7.171899,0.037256,0.69583,127.175,0.0,0.0,5.332795,0.234877,133.471036,5.420195,0.252694,133.383636,5.33656,0.304935,133.467271,1,1,7327
IGWN-GWTC3p0-v2-GW200220_061928_PEDataRelease_mixed_nocosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,130.8113,7.031343,0.080481,0.718919,114.4186,0.0,0.0,5.359873,0.166807,133.303402,5.454132,0.187594,133.209143,5.360648,0.249139,133.302627,1,1,123819
IGWN-GWTC3p0-v2-GW200220_124850_PEDataRelease_mixed_cosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,65.742,6.038743,-0.074089,0.667254,58.7828,0.0,0.0,5.302616,0.117663,132.368059,5.383777,0.132328,132.286898,5.303778,0.258005,132.366897,1,1,13497
IGWN-GWTC3p0-v2-GW200220_124850_PEDataRelease_mixed_nocosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,62.2533,5.960078,-0.053539,0.67629,55.4378,0.0,0.0,5.315809,0.106037,132.276202,5.39968,0.120902,132.192331,5.316079,0.246136,132.275931,1,1,96667
IGWN-GWTC3p0-v2-GW200224_222234_PEDataRelease_mixed_cosmo.h5,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,71.9586,6.169096,0.100102,0.732614,62.6501,0.0,0.0,5.398035,0.076352,132.402993,5.497805,0.086441,132.303223,5.397039,0.144796,132.403989,1,1,88200
