event_file,median_n,std_n,median_q,median_chi_eff,valid_samples
IGWN-GWTC4p0-0f954158d_720-GW231102_071736-combined_PEDataRelease.hdf5,5.3649223944908595,0.08547069129366823,0.7318912401336932,0.05473519001408111,16431
IGWN-GWTC4p0-0f954158d_720-GW230927_153832-combined_PEDataRelease.hdf5,5.342409411419876,0.03715284182168489,0.7239288945463996,0.014979430164478566,16122
IGWN-GWTC4p0-0f954158d_720-GW230601_224134-combined_PEDataRelease.hdf5,5.294695136953679,0.11555497859520267,0.688448464309525,-0.04955654746752206,15984
IGWN-GWTC4p0-0f954158d_720-GW231206_233134-combined_PEDataRelease.hdf5,5.317849183307358,0.07233250326237287,0.8147221445167547,-0.09006423107242659,13230
IGWN-GWTC4p0-0f954158d_720-GW231118_090602-combined_PEDataRelease.hdf5,5.2585162242876775,0.26587208556591413,0.4902403519803207,0.1195100029950166,17286
IGWN-GWTC4p0-0f954158d_720-GW230914_111401-combined_PEDataRelease.hdf5,5.328342289155023,0.14446404819787018,0.6137794428838798,0.08970927128170386,15802
IGWN-GWTC4p0-0f954158d_720-GW230708_053705-combined_PEDataRelease.hdf5,5.384357496358453,0.07463573735657417,0.8079071973338474,0.07728587641099409,15934
IGWN-GWTC4p0-0f954158d_720-GW230922_040658-combined_PEDataRelease.hdf5,5.445695217919629,0.2273717294370943,0.6524401373200368,0.33777532714944664,14201
IGWN-GWTC4p0-0f954158d_720-GW240109_050431-combined_PEDataRelease.hdf5,5.2583438942420875,0.08620045550632142,0.6168498863179326,-0.075989555743643,15285
IGWN-GWTC4p0-0f954158d_720-GW230704_212616-combined_PEDataRelease.hdf5,5.377248088610482,0.2493406423727453,0.5176925624823727,0.36197468616919415,23592
IGWN-GWTC4p0-0f954158d_720-GW230814_061920-combined_PEDataRelease.hdf5,5.30941830942046,0.14742118973205998,0.625464619649986,0.026638885722729946,15792
IGWN-GWTC4p0-0f954158d_720-GW240104_164932-combined_PEDataRelease.hdf5,5.398894361449215,0.08088446239023783,0.7784560145425732,0.12554170460330388,14325
IGWN-GWTC4p0-0f954158d_720-GW230630_234532-combined_PEDataRelease.hdf5,5.30131232038781,0.07368451594282997,0.6730643154203305,-0.04014034998288005,15135
IGWN-GWTC4p0-0f954158d_720-GW231224_024321-combined_PEDataRelease.hdf5,5.348419627832247,0.03787336377682963,0.7826462011014741,-0.005158984271702456,16775
IGWN-GWTC4p0-0f954158d_720-GW230825_041334-combined_PEDataRelease.hdf5,5.435771378568535,0.13993224044582434,0.6494925003116738,0.25983986539008724,17346
IGWN-GWTC4p0-0f954158d_720-GW230927_043729-combined_PEDataRelease.hdf5,5.353262547998031,0.07204424429656694,0.8055881567872887,0.0071013255934300745,13148
IGWN-GWTC4p0-0f954158d_720-GW231113_200417-combined_PEDataRelease.hdf5,5.364279613383553,0.08845605771403521,0.6585222041789833,0.12530912062497718,13984
IGWN-GWTC4p0-0f954158d_720-GW231104_133418-combined_PEDataRelease.hdf5,5.387295864175753,0.07213002147987674,0.7054031218226,0.14552625758001064,13042
IGWN-GWTC4p0-0f954158d_720-GW230803_033412-combined_PEDataRelease.hdf5,5.327696734510434,0.13574981291462906,0.6266615810745344,0.0664198247927566,16128
IGWN-GWTC4p0-0f954158d_720-GW231223_032836-combined_PEDataRelease.hdf5,5.239267145186942,0.1686752558056247,0.6993578506491556,-0.1615924230388677,15011
IGWN-GWTC4p0-0f954158d_720-GW230805_034249-combined_PEDataRelease.hdf5,5.3354293385765565,0.15431016505381298,0.6386767139605656,0.08198819719164284,16941
IGWN-GWTC4p0-0f954158d_720-GW231113_122623-combined_PEDataRelease.hdf5,5.492277748394608,0.1619606060147516,0.6796627131339077,0.3648207967373227,17278
IGWN-GWTC4p0-0f954158d_720-GW230518_125908-combined_PEDataRelease.hdf5,4.555491588091295,0.09624984317241822,0.1770171270194307,-0.005905906140873805,8846
IGWN-GWTC4p0-0f954158d_720-GW231118_071402-combined_PEDataRelease.hdf5,5.372598279109014,0.138289138029759,0.7291624223092564,0.09738038646035757,14937
IGWN-GWTC4p0-0f954158d_720-GW231114_043211-combined_PEDataRelease.hdf5,5.077661105661044,0.14994323059346676,0.36347037644980396,0.06620713308236964,17586
IGWN-GWTC4p0-0f954158d_720-GW231119_075248-combined_PEDataRelease.hdf5,5.3268591976176545,0.15115266140836423,0.7300396339415965,-0.0004860639066134741,14216
IGWN-GWTC4p0-0f954158d_720-GW230704_021211-combined_PEDataRelease.hdf5,5.286619214459158,0.12521535960079008,0.6382834893013959,-0.030670099898149266,14285
IGWN-GWTC4p0-0f954158d_720-GW230726_002940-combined_PEDataRelease.hdf5,5.3432107478624955,0.06778227718970449,0.7997479069933372,-0.016554813394251737,13791
IGWN-GWTC4p0-0f954158d_720-GW230814_230901-combined_PEDataRelease.hdf5,5.348016239553053,0.020556857885654384,0.8588354251315489,-0.04308379106794071,14089
IGWN-GWTC4p0-0f954158d_720-GW231028_153006-combined_PEDataRelease.hdf5,5.405689104268816,0.2358109447326703,0.5115490956842428,0.3787177778810329,22322
IGWN-GWTC4p0-0f954158d_720-GW230919_215712-combined_PEDataRelease.hdf5,5.426642042910215,0.049155069247068146,0.7966260110035615,0.18229042752331082,15670
IGWN-GWTC4p0-0f954158d_720-GW230904_051013-combined_PEDataRelease.hdf5,5.3389079977315745,0.08415880891690973,0.6698764433009001,0.05618025728960855,15560
IGWN-GWTC4p0-0f954158d_720-GW231223_075055-combined_PEDataRelease.hdf5,5.279092243626955,0.14158724715671017,0.5516189636197557,0.06073597710070298,18909
IGWN-GWTC4p0-0f954158d_720-GW230731_215307-combined_PEDataRelease.hdf5,5.327148841339122,0.04799334107766603,0.7626904553998726,-0.047884430641166806,10904
IGWN-GWTC4p0-0f954158d_720-GW231029_111508-combined_PEDataRelease.hdf5,5.337172646474011,0.16807299249904661,0.6117713015318671,0.1125875724391856,13552
IGWN-GWTC4p0-0f954158d_720-GW231020_142947-combined_PEDataRelease.hdf5,5.344161863145955,0.155394298808264,0.607071791234725,0.1511587080020929,14942
IGWN-GWTC4p0-0f954158d_720-GW231005_091549-combined_PEDataRelease.hdf5,5.325190058076402,0.10716784830557159,0.7723727680399808,-0.038425367028581646,12902
IGWN-GWTC4p0-0f954158d_720-GW230820_212515-combined_PEDataRelease.hdf5,5.315832613506712,0.30179246232012913,0.4942923296531097,0.20928600515795154,15759
IGWN-GWTC4p0-0f954158d_720-GW230529_181500-combined_PEDataRelease.hdf5,5.017840088675031,0.12718813400976106,0.3572923192519368,-0.04899890308238828,4186
IGWN-GWTC4p0-0f954158d_720-GW231213_111417-combined_PEDataRelease.hdf5,5.380288980162691,0.09033446783146552,0.7944623173211691,0.07669941047590023,14380
IGWN-GWTC4p0-0f954158d_720-GW231221_135041-combined_PEDataRelease.hdf5,5.274861860897614,0.21659698592162868,0.5793435961320738,0.02507605837992377,16566
IGWN-GWTC4p0-0f954158d_720-GW231108_125142-combined_PEDataRelease.hdf5,5.311406722151181,0.04841229184479478,0.7532870646030558,-0.07625300009888585,16031
IGWN-GWTC4p0-0f954158d_720-GW230605_065343-combined_PEDataRelease.hdf5,5.32574353367022,0.08497877113881586,0.6539706496425894,0.046130906698154894,15940
IGWN-GWTC4p0-0f954158d_720-GW231206_233901-combined_PEDataRelease.hdf5,5.335826205168933,0.06519672534777772,0.7725254700869069,-0.029252111303999406,15034
IGWN-GWTC4p0-0f954158d_720-GW230819_171910-combined_PEDataRelease.hdf5,5.145269783804768,0.30733797827314185,0.4542101741674022,-0.02914532139523248,15680
IGWN-GWTC4p0-0f954158d_720-GW230630_125806-combined_PEDataRelease.hdf5,5.393047423812906,0.1868859702553678,0.6512816630273535,0.20262449653846393,16819
IGWN-GWTC4p0-0f954158d_720-GW231018_233037-combined_PEDataRelease.hdf5,5.299687082735492,0.11046989082025446,0.6233735461955247,0.014775060120532969,15611
IGWN-GWTC4p0-0f954158d_720-GW230706_104333-combined_PEDataRelease.hdf5,5.4087786595275995,0.07498683602200669,0.7135655152896279,0.19291089681447784,15235
IGWN-GWTC4p0-0f954158d_720-GW231223_202619-combined_PEDataRelease.hdf5,5.3784309774607415,0.06876618713743704,0.7468623487407091,0.10497098865730797,13892
IGWN-GWTC4p0-0f954158d_720-GW230806_204041-combined_PEDataRelease.hdf5,5.362620049966824,0.13464589577592048,0.7117203614529569,0.0928863588427584,14235
IGWN-GWTC4p0-0f954158d_720-GW231014_040532-combined_PEDataRelease.hdf5,5.397415952815236,0.13691884461262327,0.7162186594924143,0.18127825979038156,16903
IGWN-GWTC4p0-0f954158d_720-GW230608_205047-combined_PEDataRelease.hdf5,5.323443048981894,0.15037112353165838,0.6352577473857655,0.04975847958764776,13528
IGWN-GWTC4p0-0f954158d_720-GW231110_040320-combined_PEDataRelease.hdf5,5.370988489268712,0.08561765618254985,0.6222103019509895,0.17463571870181527,16586
IGWN-GWTC4p0-0f954158d_720-GW230628_231200-combined_PEDataRelease.hdf5,5.361236567024443,0.05125181959781212,0.8465930829059072,-0.002278619471516011,15446
