event,catalog,M_total_Msun,M_chirp_Msun,chi_eff,redshift,f_isco_hz,n_carrier,n_BBH,gap_raw,log2_M_over_1692,log2_M_over_30,gap_corr_1692,gap_corr_30,alpha_inv,delta_raw,delta_corr_1692,delta_corr_30
GW230624_113103,GWTC-4,43.164,17.896,0.1367,0.3477,101.8672,137.063704,5.313987,131.749716,-5.292742,0.524881,137.042459,131.224835,137.04262,-5.292904,-0.000162,-5.817785
GW230627_015337,GWTC-4,14.181,6.015,0.021,0.0663,310.0609,135.457842,5.313987,130.143854,-6.898604,-1.080981,137.042459,131.224835,137.04262,-6.898766,-0.000162,-5.817785
GW230628_231200,GWTC-4,59.217,25.523,-0.0023,0.4077,74.2532,137.519869,5.313987,132.205882,-4.836577,0.981046,137.042459,131.224835,137.04262,-4.836739,-0.000162,-5.817785
GW230630_125806,GWTC-4,85.698,35.404,0.2026,0.8132,51.3088,138.053115,5.313987,132.739128,-4.303331,1.514292,137.042459,131.224835,137.04262,-4.303493,-0.000162,-5.817785
GW230630_234532,GWTC-4,16.831,7.07,-0.0401,0.2114,261.2463,135.704982,5.313987,130.390995,-6.651463,-0.83384,137.042459,131.224835,137.04262,-6.651625,-0.000162,-5.817785
GW230702_185453,GWTC-4,60.819,23.059,0.0587,0.4143,72.2971,137.558383,5.313987,132.244396,-4.798062,1.019561,137.042459,131.224835,137.04262,-4.798224,-0.000162,-5.817785
GW230704_021211,GWTC-4,53.541,22.103,-0.0139,0.4506,82.1241,137.374516,5.313987,132.060529,-4.98193,0.835694,137.042459,131.224835,137.04262,-4.982091,-0.000162,-5.817785
GW230704_212616,GWTC-4,141.599,54.745,0.3772,1.0016,31.0528,138.777597,5.313987,133.463609,-3.578849,2.238774,137.042459,131.224835,137.04262,-3.579011,-0.000162,-5.817785
GW230706_104333,GWTC-4,27.953,11.819,0.1929,0.3515,157.3038,136.43684,5.313987,131.122853,-5.919606,-0.101983,137.042459,131.224835,137.04262,-5.919768,-0.000162,-5.817785
GW230707_124047,GWTC-4,81.494,34.967,-0.0435,0.7189,53.9552,137.980561,5.313987,132.666573,-4.375885,1.441738,137.042459,131.224835,137.04262,-4.376047,-0.000162,-5.817785
GW230708_053705,GWTC-4,51.963,22.289,0.0773,0.5478,84.6188,137.331343,5.313987,132.017356,-5.025103,0.792521,137.042459,131.224835,137.04262,-5.025264,-0.000162,-5.817785
GW230708_230935,GWTC-4,103.796,42.77,0.0243,0.5634,42.3622,138.329545,5.313987,133.015557,-4.026901,1.790722,137.042459,131.224835,137.04262,-4.027063,-0.000162,-5.817785
GW230709_122727,GWTC-4,75.14,31.417,0.0945,0.7276,58.518,137.863442,5.313987,132.549454,-4.493004,1.324619,137.042459,131.224835,137.04262,-4.493166,-0.000162,-5.817785
GW230712_090405,GWTC-4,43.983,15.693,-0.041,0.3614,99.9708,137.090815,5.313987,131.776827,-5.265631,0.551992,137.042459,131.224835,137.04262,-5.265793,-0.000162,-5.817785
GW230723_101834,GWTC-4,27.71,11.5,-0.1589,0.2912,158.6791,136.424281,5.313987,131.110294,-5.932165,-0.114542,137.042459,131.224835,137.04262,-5.932327,-0.000162,-5.817785
GW230726_002940,GWTC-4,63.381,27.183,-0.0166,0.3756,69.3751,137.617902,5.313987,132.303915,-4.738543,1.07908,137.042459,131.224835,137.04262,-4.738705,-0.000162,-5.817785
GW230729_082317,GWTC-4,20.406,8.346,0.1248,0.305,215.4804,135.982837,5.313987,130.668849,-6.373609,-0.555986,137.042459,131.224835,137.04262,-6.373771,-0.000162,-5.817785
GW230731_215307,GWTC-4,18.239,7.765,-0.0479,0.2182,241.0771,135.820898,5.313987,130.506911,-6.535547,-0.717924,137.042459,131.224835,137.04262,-6.535709,-0.000162,-5.817785
GW230803_033412,GWTC-4,76.105,31.347,0.099,0.7328,57.7756,137.88186,5.313987,132.567873,-4.474586,1.343038,137.042459,131.224835,137.04262,-4.474747,-0.000162,-5.817785
GW230805_034249,GWTC-4,56.729,23.389,0.082,0.5329,77.5096,137.457946,5.313987,132.143959,-4.8985,0.919124,137.042459,131.224835,137.04262,-4.898661,-0.000162,-5.817785
GW230806_204041,GWTC-4,85.154,35.812,0.0929,0.8451,51.6365,138.043931,5.313987,132.729944,-4.312514,1.505109,137.042459,131.224835,137.04262,-4.312676,-0.000162,-5.817785
GW230811_032116,GWTC-4,57.994,24.064,0.0171,0.3683,75.8183,137.489776,5.313987,132.175789,-4.86667,0.950953,137.042459,131.224835,137.04262,-4.866832,-0.000162,-5.817785
GW230814_061920,GWTC-4,112.114,46.722,0.0529,0.6196,39.2194,138.440755,5.313987,133.126768,-3.915691,1.901933,137.042459,131.224835,137.04262,-3.915852,-0.000162,-5.817785
GW230814_230901,GWTC-4,62.026,26.868,-0.0103,0.0594,70.8906,137.586727,5.313987,132.27274,-4.769718,1.047905,137.042459,131.224835,137.04262,-4.76988,-0.000162,-5.817785
GW230819_171910,GWTC-4,110.418,42.639,-0.0291,0.6318,39.8218,138.418762,5.313987,133.104774,-3.937684,1.879939,137.042459,131.224835,137.04262,-3.937846,-0.000162,-5.817785
GW230820_212515,GWTC-4,96.193,37.503,0.2093,0.6195,45.7106,138.219794,5.313987,132.905806,-4.136652,1.680971,137.042459,131.224835,137.04262,-4.136814,-0.000162,-5.817785
GW230824_033047,GWTC-4,88.244,36.987,0.0022,0.7316,49.8282,138.095359,5.313987,132.781371,-4.261087,1.556536,137.042459,131.224835,137.04262,-4.261249,-0.000162,-5.817785
GW230825_041334,GWTC-4,70.639,29.415,0.3174,0.7852,62.2466,137.774326,5.313987,132.460339,-4.58212,1.235504,137.042459,131.224835,137.04262,-4.582281,-0.000162,-5.817785
GW230831_015414,GWTC-4,73.772,31.23,0.0428,0.7251,59.6034,137.836927,5.313987,132.522939,-4.519519,1.298104,137.042459,131.224835,137.04262,-4.519681,-0.000162,-5.817785
GW230904_051013,GWTC-4,17.968,7.553,0.0562,0.1997,244.7131,135.799302,5.313987,130.485314,-6.557144,-0.739521,137.042459,131.224835,137.04262,-6.557306,-0.000162,-5.817785
GW230911_195324,GWTC-4,56.102,23.132,-0.029,0.221,78.3762,137.441907,5.313987,132.127919,-4.914539,0.903084,137.042459,131.224835,137.04262,-4.914701,-0.000162,-5.817785
GW230914_111401,GWTC-4,95.813,39.877,0.1275,0.4526,45.8921,138.214077,5.313987,132.900089,-4.142369,1.675254,137.042459,131.224835,137.04262,-4.142531,-0.000162,-5.817785
GW230919_215712,GWTC-4,49.316,21.145,0.1823,0.2461,89.1606,137.255916,5.313987,131.941929,-5.10053,0.717093,137.042459,131.224835,137.04262,-5.100692,-0.000162,-5.817785
GW230920_071124,GWTC-4,56.473,23.958,-0.0019,0.4863,77.8605,137.45143,5.313987,132.137443,-4.905015,0.912608,137.042459,131.224835,137.04262,-4.905177,-0.000162,-5.817785
GW230922_020344,GWTC-4,70.611,29.915,0.0354,0.276,62.2712,137.773756,5.313987,132.459769,-4.58269,1.234933,137.042459,131.224835,137.04262,-4.582852,-0.000162,-5.817785
GW230922_040658,GWTC-4,124.69,50.93,0.3378,0.9495,35.2637,138.594139,5.313987,133.280152,-3.762307,2.055317,137.042459,131.224835,137.04262,-3.762468,-0.000162,-5.817785
GW230924_124453,GWTC-4,51.755,22.259,0.0196,0.4192,84.9595,137.325546,5.313987,132.011559,-5.0309,0.786724,137.042459,131.224835,137.04262,-5.031061,-0.000162,-5.817785
GW230927_043729,GWTC-4,62.472,26.755,0.0071,0.5287,70.3847,137.597059,5.313987,132.283071,-4.759387,1.058236,137.042459,131.224835,137.04262,-4.759549,-0.000162,-5.817785
GW230927_153832,GWTC-4,38.516,16.437,0.0406,0.2278,114.1625,136.899304,5.313987,131.585317,-5.457142,0.360482,137.042459,131.224835,137.04262,-5.457303,-0.000162,-5.817785
GW230928_215827,GWTC-4,87.64,35.724,0.4204,0.6974,50.1719,138.085442,5.313987,132.771454,-4.271004,1.546619,137.042459,131.224835,137.04262,-4.271166,-0.000162,-5.817785
GW230930_110730,GWTC-4,58.997,24.892,0.0277,0.7619,74.5301,137.514498,5.313987,132.200511,-4.841947,0.975676,137.042459,131.224835,137.04262,-4.842109,-0.000162,-5.817785
GW231001_140220,GWTC-4,116.328,46.756,-0.0479,0.673,37.7986,138.493987,5.313987,133.18,-3.862459,1.955164,137.042459,131.224835,137.04262,-3.86262,-0.000162,-5.817785
GW231004_232346,GWTC-4,101.671,40.7,-0.0512,0.6567,43.2479,138.299691,5.313987,132.985704,-4.056755,1.760869,137.042459,131.224835,137.04262,-4.056916,-0.000162,-5.817785
GW231005_021030,GWTC-4,131.59,53.414,0.1123,0.939,33.4146,138.671841,5.313987,133.357854,-3.684605,2.133019,137.042459,131.224835,137.04262,-3.684766,-0.000162,-5.817785
GW231005_091549,GWTC-4,50.642,21.497,-0.0384,0.5938,86.8255,137.294203,5.313987,131.980215,-5.062243,0.75538,137.042459,131.224835,137.04262,-5.062405,-0.000162,-5.817785
GW231008_142521,GWTC-4,71.255,28.91,-0.0252,0.4817,61.7082,137.786859,5.313987,132.472872,-4.569586,1.248037,137.042459,131.224835,137.04262,-4.569748,-0.000162,-5.817785
GW231014_040532,GWTC-4,35.883,15.076,0.1813,0.3994,122.5368,136.797178,5.313987,131.48319,-5.559268,0.258355,137.042459,131.224835,137.04262,-5.55943,-0.000162,-5.817785
GW231018_233037,GWTC-4,19.092,7.911,0.0148,0.2877,230.304,135.886854,5.313987,130.572867,-6.469592,-0.651968,137.042459,131.224835,137.04262,-6.469753,-0.000162,-5.817785
GW231020_142947,GWTC-4,19.862,8.071,0.1512,0.2383,221.3819,135.943856,5.313987,130.629869,-6.41259,-0.594967,137.042459,131.224835,137.04262,-6.412752,-0.000162,-5.817785
GW231028_153006,GWTC-4,152.901,64.299,0.4957,0.7177,28.7574,138.888388,5.313987,133.574401,-3.468058,2.349565,137.042459,131.224835,137.04262,-3.46822,-0.000162,-5.817785
GW231029_111508,GWTC-4,106.069,44.048,0.1453,0.5145,41.4546,138.36079,5.313987,133.046803,-3.995656,1.821967,137.042459,131.224835,137.04262,-3.995818,-0.000162,-5.817785
GW231102_071736,GWTC-4,104.652,44.481,0.074,0.5985,42.0158,138.341388,5.313987,133.027401,-4.015058,1.802566,137.042459,131.224835,137.04262,-4.015219,-0.000162,-5.817785
GW231104_133418,GWTC-4,21.033,8.853,0.1455,0.2781,209.0556,136.026507,5.313987,130.71252,-6.329939,-0.512316,137.042459,131.224835,137.04262,-6.330101,-0.000162,-5.817785
GW231108_125142,GWTC-4,40.655,17.345,-0.0763,0.3717,108.1558,136.977283,5.313987,131.663295,-5.379163,0.43846,137.042459,131.224835,137.04262,-5.379325,-0.000162,-5.817785
GW231110_040320,GWTC-4,32.522,13.472,0.1746,0.3393,135.2004,136.655294,5.313987,131.341306,-5.701152,0.116471,137.042459,131.224835,137.04262,-5.701314,-0.000162,-5.817785
GW231113_122623,GWTC-4,68.293,28.472,0.3648,0.5524,64.3848,137.725602,5.313987,132.411615,-4.630844,1.18678,137.042459,131.224835,137.04262,-4.631005,-0.000162,-5.817785
GW231113_200417,GWTC-4,19.142,8.021,0.1253,0.224,229.7092,135.890585,5.313987,130.576597,-6.465861,-0.648238,137.042459,131.224835,137.04262,-6.466023,-0.000162,-5.817785
GW231114_043211,GWTC-4,31.513,11.653,0.091,0.2551,139.5324,136.609793,5.313987,131.295805,-5.746653,0.07097,137.042459,131.224835,137.04262,-5.746815,-0.000162,-5.817785
GW231118_005626,GWTC-4,31.831,12.792,0.3929,0.3789,138.1385,136.624277,5.313987,131.31029,-5.732168,0.085455,137.042459,131.224835,137.04262,-5.73233,-0.000162,-5.817785
GW231118_071402,GWTC-4,73.893,31.101,0.1278,0.6598,59.5053,137.839303,5.313987,132.525316,-4.517142,1.300481,137.042459,131.224835,137.04262,-4.517304,-0.000162,-5.817785
GW231118_090602,GWTC-4,21.229,8.37,0.1195,0.262,207.1249,136.039893,5.313987,130.725905,-6.316553,-0.49893,137.042459,131.224835,137.04262,-6.316715,-0.000162,-5.817785
GW231119_075248,GWTC-4,82.329,34.536,-0.0005,0.9702,53.4081,137.995264,5.313987,132.681277,-4.361182,1.456441,137.042459,131.224835,137.04262,-4.361344,-0.000162,-5.817785
GW231123_135430,GWTC-4,243.276,102.33,0.0391,0.1712,18.0743,139.55838,5.313987,134.244393,-2.798066,3.019558,137.042459,131.224835,137.04262,-2.798227,-0.000162,-5.817785
GW231127_165300,GWTC-4,74.482,30.555,0.0406,0.6912,59.0348,137.850756,5.313987,132.536769,-4.505689,1.311934,137.042459,131.224835,137.04262,-4.505851,-0.000162,-5.817785
GW231129_081745,GWTC-4,69.568,28.14,0.0274,0.5956,63.2053,137.752276,5.313987,132.438289,-4.60417,1.213453,137.042459,131.224835,137.04262,-4.604332,-0.000162,-5.817785
GW231206_233134,GWTC-4,62.613,26.897,-0.0901,0.5452,70.226,137.600315,5.313987,132.286328,-4.756131,1.061493,137.042459,131.224835,137.04262,-4.756292,-0.000162,-5.817785
GW231206_233901,GWTC-4,66.567,28.417,-0.0293,0.2811,66.0549,137.688657,5.313987,132.374669,-4.667789,1.149834,137.042459,131.224835,137.04262,-4.667951,-0.000162,-5.817785
GW231213_111417,GWTC-4,62.618,26.759,0.0767,0.6546,70.2204,137.60043,5.313987,132.286443,-4.756015,1.061608,137.042459,131.224835,137.04262,-4.756177,-0.000162,-5.817785
GW231221_135041,GWTC-4,77.258,31.226,0.0393,0.7017,56.9137,137.903545,5.313987,132.589558,-4.452901,1.364723,137.042459,131.224835,137.04262,-4.453062,-0.000162,-5.817785
GW231223_032836,GWTC-4,77.577,32.325,-0.1616,0.6415,56.68,137.909481,5.313987,132.595494,-4.446965,1.370658,137.042459,131.224835,137.04262,-4.447127,-0.000162,-5.817785
GW231223_075055,GWTC-4,19.033,7.814,0.0721,0.1914,231.0248,135.882346,5.313987,130.568358,-6.4741,-0.656477,137.042459,131.224835,137.04262,-6.474262,-0.000162,-5.817785
GW231223_202619,GWTC-4,19.701,8.377,0.105,0.1776,223.1851,135.932153,5.313987,130.618166,-6.424293,-0.60667,137.042459,131.224835,137.04262,-6.424455,-0.000162,-5.817785
GW231224_024321,GWTC-4,16.691,7.141,-0.0052,0.1883,263.4416,135.69291,5.313987,130.378923,-6.663536,-0.845913,137.042459,131.224835,137.04262,-6.663698,-0.000162,-5.817785
GW231226_101520,GWTC-4,75.194,32.558,-0.0738,0.2278,58.4759,137.86448,5.313987,132.550492,-4.491966,1.325657,137.042459,131.224835,137.04262,-4.492128,-0.000162,-5.817785
GW231230_170116,GWTC-4,87.791,36.731,-0.2167,0.8681,50.0854,138.08793,5.313987,132.773943,-4.268515,1.549108,137.042459,131.224835,137.04262,-4.268677,-0.000162,-5.817785
GW231231_154016,GWTC-4,40.001,17.109,-0.0286,0.2087,109.9242,136.953885,5.313987,131.639897,-5.402561,0.415062,137.042459,131.224835,137.04262,-5.402723,-0.000162,-5.817785
GW240104_164932,GWTC-4,75.268,32.198,0.1255,0.3506,58.4181,137.865905,5.313987,132.551918,-4.490541,1.327083,137.042459,131.224835,137.04262,-4.490702,-0.000162,-5.817785
GW240107_013215,GWTC-4,89.554,34.62,0.3387,0.8746,49.0991,138.116626,5.313987,132.802638,-4.23982,1.577803,137.042459,131.224835,137.04262,-4.239982,-0.000162,-5.817785
GW240109_050431,GWTC-4,47.299,19.71,-0.076,0.2758,92.9627,137.19567,5.313987,131.881683,-5.160776,0.656847,137.042459,131.224835,137.04262,-5.160938,-0.000162,-5.817785
