event_file,catalog,waveform_key,median_n,in_bbh_band,n_samples,e_chi2_eff,med_chi_eff,e_chi2_final,med_chi_final,e_chi_orb2_direct,e_chi_orb2_healy,chi_orb_healy,e_a1_sq,e_a2_sq,e_kerr_ratio_eff,e_kerr_ratio_final,med_eta,med_q,med_chirp_mass,med_chip,gb_event_pop_beta
8177023/IGWN-GWTC3p0-v2-GW200225_060421_PEDataRelease_mixed_nocosmo.h5,GWTC-3,C01:IMRPhenomXPHM,5.2858,1,195767,0.039429,-0.12709,0.423274,0.6593,0.383845,0.459093,0.67756,0.397229,0.308931,1.97967,1.75759,0.24408,0.73332,14.172,0.55826,0.98086
8177023/IGWN-GWTC3p0-v2-GW200302_015811_PEDataRelease_mixed_nocosmo.h5,GWTC-3,C01:IMRPhenomXPHM,5.22511,1,104245,0.023058,0.0131,0.427015,0.65274,0.403957,0.393452,0.62726,0.231978,0.303302,1.98813,1.75325,0.22324,0.507,22.82,0.36308,0.94812
8177023/IGWN-GWTC3p0-v2-GW200306_093714_PEDataRelease_mixed_nocosmo.h5,GWTC-3,C01:IMRPhenomXPHM,5.421,1,116436,0.144436,0.35688,0.606722,0.8038,0.462286,0.41419,0.64358,0.45378,0.354014,1.92243,1.61614,0.22999,0.55894,17.249,0.43971,1.19087
8177023/IGWN-GWTC3p0-v2-GW200308_173609_PEDataRelease_mixed_nocosmo.h5,GWTC-3,C01:IMRPhenomXPHM,5.17086,1,132606,0.102287,0.0576,0.455337,0.67393,0.35305,0.332412,0.57655,0.389939,0.333745,1.94318,1.72028,0.20243,0.39257,37.688,0.42156,1.10657
8177023/IGWN-GWTC3p0-v2-GW200311_115853_PEDataRelease_mixed_nocosmo.h5,GWTC-3,C01:IMRPhenomXPHM,5.33905,1,202628,0.013087,-0.03254,0.469952,0.68467,0.456865,0.467976,0.68409,0.259858,0.281565,1.99336,1.72672,0.24679,0.7965,26.27,0.47223,0.92817
8177023/IGWN-GWTC3p0-v2-GW200316_215756_PEDataRelease_mixed_nocosmo.h5,GWTC-3,C01:IMRPhenomXPHM,5.29347,1,134403,0.048189,0.14885,0.497036,0.70294,0.448846,0.400061,0.6325,0.173665,0.309329,1.97506,1.70848,0.22541,0.52251,8.748,0.29567,0.99838
8177023/IGWN-GWTC3p0-v2-GW200322_091133_PEDataRelease_mixed_nocosmo.h5,GWTC-3,C01:IMRPhenomXPHM,4.63211,0,137340,0.102115,0.03725,0.39698,0.63079,0.294865,0.158366,0.39795,0.369797,0.336678,1.94333,1.75723,0.13211,0.18575,25.278,0.40971,1.10623
IGWN-GWTC4p0-0f954158d_720-GW230518_125908-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,4.55241,0,11711,0.004319,-0.01241,0.149779,0.38523,0.14546,0.148935,0.38592,0.010663,0.298203,1.99783,1.92204,0.1276,0.17666,2.799,0.07242,0.91064
IGWN-GWTC4p0-0f954158d_720-GW230529_181500-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM:HighSpin,5.06675,1,5489,0.022446,-0.11246,0.342127,0.58201,0.31968,0.342933,0.5856,0.270261,0.282564,1.98864,1.81048,0.20613,0.40954,1.939,0.4151,0.94689
IGWN-GWTC4p0-0f954158d_720-GW230601_224134-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.30293,1,14438,0.029146,-0.02015,0.458412,0.67017,0.429265,0.448109,0.66941,0.28537,0.295276,1.98504,1.73241,0.2407,0.67657,45.732,0.43172,0.96029
IGWN-GWTC4p0-0f954158d_720-GW230605_065343-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.3287,1,15769,0.012117,0.06829,0.472873,0.68666,0.460756,0.439457,0.66292,0.131768,0.274241,1.99388,1.72546,0.238,0.64059,12.009,0.2892,0.92623
IGWN-GWTC4p0-0f954158d_720-GW230606_004305-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.2668,1,13904,0.047134,-0.13613,0.399286,0.63598,0.352152,0.455439,0.67486,0.293015,0.313739,1.97552,1.77296,0.24296,0.71261,26.327,0.42368,0.99627
IGWN-GWTC4p0-0f954158d_720-GW230608_205047-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.32344,1,13528,0.025179,0.04976,0.479782,0.6953,0.454603,0.438053,0.66186,0.28177,0.309327,1.98714,1.71747,0.23756,0.63526,32.748,0.43284,0.95236
IGWN-GWTC4p0-0f954158d_720-GW230609_064958-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.27794,1,13019,0.04407,-0.14268,0.403498,0.64021,0.359428,0.459151,0.67761,0.290591,0.310766,1.97721,1.77048,0.2441,0.73367,25.398,0.43134,0.99014
IGWN-GWTC4p0-0f954158d_720-GW230624_113103-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.34441,1,15846,0.040467,0.13669,0.50959,0.70887,0.469123,0.43533,0.6598,0.197126,0.311167,1.97915,1.69715,0.23671,0.62524,17.896,0.32539,0.98293
IGWN-GWTC4p0-0f954158d_720-GW230627_015337-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.33628,1,9688,0.00246,0.02096,0.45527,0.67722,0.45281,0.451079,0.67162,0.042748,0.124502,1.99877,1.73795,0.24162,0.69043,6.015,0.17776,0.90692
IGWN-GWTC4p0-0f954158d_720-GW230628_231200-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.36124,1,15446,0.008476,-0.00228,0.5013,0.70189,0.492824,0.472869,0.68766,0.306665,0.30278,1.99573,1.7047,0.24827,0.84659,25.523,0.54062,0.91895
IGWN-GWTC4p0-0f954158d_720-GW230630_125806-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.39305,1,16819,0.074721,0.20262,0.575474,0.76549,0.500753,0.442174,0.66496,0.431468,0.364793,1.96081,1.64417,0.23885,0.65128,35.404,0.5052,1.05144
IGWN-GWTC4p0-0f954158d_720-GW230630_234532-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.30131,1,15135,0.005964,-0.04014,0.432753,0.65831,0.42679,0.447326,0.66882,0.142395,0.243688,1.997,1.75279,0.24045,0.67306,7.07,0.30227,0.91393
IGWN-GWTC4p0-0f954158d_720-GW230702_185453-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.13821,1,17288,0.029262,0.05871,0.393428,0.62707,0.364166,0.34164,0.5845,0.137968,0.312481,1.98498,1.77604,0.20568,0.4074,23.059,0.24833,0.96052
IGWN-GWTC4p0-0f954158d_720-GW230704_021211-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.28105,1,23018,0.016133,-0.01389,0.426515,0.65607,0.410382,0.430045,0.65578,0.142109,0.270386,1.99181,1.75523,0.23504,0.60694,22.103,0.28586,0.93427
IGWN-GWTC4p0-0f954158d_720-GW230704_212616-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.38206,1,23006,0.170918,0.37719,0.626267,0.80352,0.455349,0.3882,0.62306,0.484698,0.351553,1.90684,1.60016,0.22151,0.49525,54.745,0.42775,1.24384
IGWN-GWTC4p0-0f954158d_720-GW230706_104333-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.40878,1,15235,0.042923,0.19291,0.565911,0.74955,0.522989,0.455616,0.67499,0.295756,0.357242,1.97816,1.65717,0.24301,0.71357,11.819,0.4536,0.98785
IGWN-GWTC4p0-0f954158d_720-GW230707_124047-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.333,1,13678,0.027165,-0.04347,0.470749,0.68417,0.443585,0.46982,0.68543,0.313228,0.316253,1.98608,1.72542,0.24735,0.81336,34.967,0.50699,0.95633
IGWN-GWTC4p0-0f954158d_720-GW230708_053705-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.38436,1,15934,0.024566,0.07729,0.537673,0.73006,0.513107,0.469246,0.68502,0.358062,0.341736,1.98749,1.67736,0.24718,0.80791,22.289,0.55593,0.95113
IGWN-GWTC4p0-0f954158d_720-GW230708_230935-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.29116,1,14977,0.028352,0.02428,0.464629,0.67963,0.436277,0.427695,0.65398,0.272537,0.303924,1.98547,1.72756,0.2343,0.59922,42.77,0.40331,0.9587
IGWN-GWTC4p0-0f954158d_720-GW230709_122727-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.35381,1,12263,0.041512,0.09451,0.51023,0.71681,0.468718,0.452476,0.67266,0.320334,0.325571,1.97856,1.695,0.24205,0.69728,31.417,0.46598,0.98502
IGWN-GWTC4p0-0f954158d_720-GW230712_090405-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.08814,1,26163,0.035241,-0.04105,0.422821,0.64775,0.38758,0.341664,0.58452,0.425247,0.340338,1.9818,1.75354,0.20569,0.40744,15.693,0.58124,0.97248
IGWN-GWTC4p0-0f954158d_720-GW230723_101834-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.24801,1,15000,0.043988,-0.15887,0.403868,0.61603,0.35988,0.438703,0.66235,0.295421,0.341129,1.97747,1.76871,0.23777,0.63771,11.5,0.41387,0.98998
IGWN-GWTC4p0-0f954158d_720-GW230726_002940-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.34321,1,13791,0.016669,-0.01655,0.480489,0.69077,0.46382,0.468347,0.68436,0.276903,0.294383,1.99154,1.71918,0.2469,0.79975,27.183,0.4708,0.93534
IGWN-GWTC4p0-0f954158d_720-GW230729_082317-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.33515,1,12605,0.0339,0.12476,0.504378,0.70663,0.470478,0.431065,0.65656,0.195366,0.307391,1.98261,1.70271,0.23536,0.61037,8.346,0.33581,0.9698
IGWN-GWTC4p0-0f954158d_720-GW230731_215307-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.32715,1,10904,0.00414,-0.04788,0.450337,0.66986,0.446197,0.463627,0.6809,0.169521,0.229165,1.99792,1.74113,0.24547,0.76269,7.765,0.35508,0.91028
IGWN-GWTC4p0-0f954158d_720-GW230803_033412-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.33373,1,16784,0.039639,0.09899,0.526588,0.72826,0.486949,0.428968,0.65496,0.388275,0.307111,1.97961,1.68312,0.2347,0.60337,31.347,0.52317,0.98128
IGWN-GWTC4p0-0f954158d_720-GW230805_034249-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.33543,1,16941,0.030235,0.08199,0.530807,0.73023,0.500572,0.438956,0.66254,0.444603,0.319575,1.98456,1.6809,0.23785,0.63868,23.389,0.62865,0.96247
IGWN-GWTC4p0-0f954158d_720-GW230806_204041-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.36262,1,14235,0.034113,0.09289,0.509472,0.71447,0.475359,0.455273,0.67474,0.282027,0.306893,1.98249,1.6967,0.24291,0.71172,35.812,0.43236,0.97023
IGWN-GWTC4p0-0f954158d_720-GW230811_032116-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.30473,1,17874,0.010668,0.01711,0.477672,0.6896,0.467004,0.43296,0.658,0.256513,0.29105,1.99462,1.72113,0.23596,0.61686,24.064,0.44339,0.92334
IGWN-GWTC4p0-0f954158d_720-GW230814_061920-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.31596,1,13478,0.024317,0.05286,0.466361,0.68357,0.442044,0.433602,0.65848,0.170766,0.295297,1.98758,1.72781,0.23616,0.61911,46.722,0.311,0.95063
IGWN-GWTC4p0-0f954158d_720-GW230814_230901-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.35945,1,13460,0.001464,-0.01034,0.460157,0.67904,0.458693,0.473095,0.68782,0.041788,0.062285,1.99927,1.73465,0.24834,0.84942,26.868,0.14231,0.90493
IGWN-GWTC4p0-0f954158d_720-GW230819_171910-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.14527,1,15680,0.058953,-0.02915,0.435263,0.65425,0.376311,0.368105,0.60672,0.4449,0.344779,1.96894,1.74219,0.21478,0.45421,42.639,0.54888,1.01991
IGWN-GWTC4p0-0f954158d_720-GW230820_212515-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.31583,1,15759,0.076684,0.20929,0.513705,0.73364,0.43702,0.387763,0.62271,0.315956,0.35843,1.95972,1.68711,0.22137,0.49429,37.503,0.38534,1.05537
IGWN-GWTC4p0-0f954158d_720-GW230824_033047-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.32298,1,13206,0.019497,0.00218,0.468211,0.68693,0.448713,0.451363,0.67184,0.289417,0.296712,1.99008,1.72609,0.2417,0.6918,36.987,0.46152,0.94099
IGWN-GWTC4p0-0f954158d_720-GW230825_041334-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.46935,1,13826,0.118134,0.31738,0.630671,0.80459,0.512537,0.44358,0.66602,0.486555,0.352029,1.93766,1.60181,0.23929,0.65702,29.415,0.48599,1.13827
IGWN-GWTC4p0-0f954158d_720-GW230831_015414-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.35369,1,14508,0.02945,0.04275,0.51526,0.71602,0.48581,0.461266,0.67917,0.378606,0.332366,1.98491,1.69249,0.24475,0.7468,31.23,0.56093,0.9609
IGWN-GWTC4p0-0f954158d_720-GW230904_051013-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.33891,1,15560,0.010255,0.05618,0.480953,0.69169,0.470698,0.446603,0.66828,0.159486,0.260039,1.99482,1.71993,0.24023,0.66988,7.553,0.32252,0.92251
IGWN-GWTC4p0-0f954158d_720-GW230911_195324-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.25947,1,18595,0.015676,-0.029,0.449666,0.67082,0.43399,0.415604,0.64467,0.328761,0.308706,1.99204,1.73968,0.23044,0.56288,23.132,0.52094,0.93335
IGWN-GWTC4p0-0f954158d_720-GW230914_111401-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.33799,1,18353,0.029849,0.12752,0.483702,0.70031,0.453853,0.429633,0.65546,0.156207,0.348011,1.9848,1.71552,0.23491,0.60557,39.877,0.32883,0.9617
IGWN-GWTC4p0-0f954158d_720-GW230919_215712-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.42664,1,15670,0.038588,0.18229,0.55917,0.74626,0.520582,0.46799,0.6841,0.252702,0.292228,1.98041,1.66295,0.2468,0.79663,21.145,0.42829,0.97918
IGWN-GWTC4p0-0f954158d_720-GW230920_071124-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.34031,1,15199,0.016115,-0.00189,0.479646,0.68967,0.463531,0.462789,0.68029,0.267402,0.29437,1.99182,1.71913,0.24521,0.75689,23.958,0.46229,0.93423
IGWN-GWTC4p0-0f954158d_720-GW230922_020344-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.34382,1,19000,0.014453,0.03535,0.506644,0.71145,0.492191,0.453316,0.67329,0.330132,0.310449,1.99269,1.70093,0.24231,0.70151,29.915,0.53426,0.93091
IGWN-GWTC4p0-0f954158d_720-GW230922_040658-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.4457,1,14201,0.132894,0.33778,0.613414,0.79341,0.48052,0.442461,0.66518,0.424195,0.378795,1.92935,1.61527,0.23894,0.65244,50.93,0.44932,1.16779
IGWN-GWTC4p0-0f954158d_720-GW230924_124453-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.36288,1,14630,0.010037,0.01957,0.488211,0.69528,0.478174,0.469678,0.68533,0.191981,0.242726,1.99494,1.71439,0.24731,0.812,22.259,0.38268,0.92207
IGWN-GWTC4p0-0f954158d_720-GW230927_043729-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.35326,1,13148,0.014509,0.0071,0.48398,0.69415,0.469471,0.468995,0.68483,0.245457,0.272578,1.99265,1.71682,0.2471,0.80559,26.755,0.44812,0.93102
IGWN-GWTC4p0-0f954158d_720-GW230927_153832-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.35863,1,14161,0.003613,0.04056,0.485349,0.69518,0.481736,0.46086,0.67887,0.171776,0.229623,1.99819,1.71707,0.24462,0.74421,16.437,0.36309,0.90923
IGWN-GWTC4p0-0f954158d_720-GW230928_215827-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.50068,1,19357,0.182629,0.42045,0.698132,0.84314,0.515503,0.409882,0.64022,0.636338,0.297975,1.90251,1.54484,0.2286,0.5473,35.724,0.44175,1.26726
IGWN-GWTC4p0-0f954158d_720-GW230930_110730-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.34389,1,11732,0.024363,0.02766,0.485615,0.6949,0.461253,0.460116,0.67832,0.264839,0.286634,1.98757,1.71427,0.2444,0.73955,24.892,0.4272,0.95073
IGWN-GWTC4p0-0f954158d_720-GW231001_140220-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.20984,1,16041,0.039667,-0.04788,0.398331,0.63294,0.358664,0.399162,0.63179,0.250667,0.31815,1.97935,1.77148,0.22512,0.52035,46.756,0.3595,0.98133
IGWN-GWTC4p0-0f954158d_720-GW231004_232346-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.20081,1,15804,0.042652,-0.05118,0.399218,0.63536,0.356565,0.396259,0.62949,0.291561,0.327964,1.97774,1.77156,0.22417,0.51348,40.7,0.4228,0.9873
IGWN-GWTC4p0-0f954158d_720-GW231005_021030-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.31847,1,13730,0.059978,0.11233,0.524903,0.72491,0.464925,0.420439,0.64841,0.390388,0.330622,1.96863,1.68248,0.23199,0.57679,53.414,0.48798,1.02196
IGWN-GWTC4p0-0f954158d_720-GW231005_091549-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.32519,1,12902,0.023047,-0.03843,0.457212,0.67629,0.434165,0.464965,0.68188,0.273818,0.297638,1.98822,1.73465,0.24588,0.77237,21.497,0.45139,0.94809
IGWN-GWTC4p0-0f954158d_720-GW231008_142521-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.25411,1,16800,0.022363,-0.02524,0.413698,0.65008,0.391336,0.417239,0.64594,0.218794,0.307631,1.98854,1.76215,0.23097,0.5675,28.91,0.36927,0.94673
IGWN-GWTC4p0-0f954158d_720-GW231014_040532-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.39742,1,16903,0.05586,0.18128,0.565173,0.75155,0.509313,0.456104,0.67535,0.384967,0.331616,1.97108,1.65521,0.24316,0.71622,15.076,0.51813,1.01372
IGWN-GWTC4p0-0f954158d_720-GW231018_233037-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.29969,1,15611,0.009188,0.01478,0.448796,0.67149,0.439608,0.434808,0.6594,0.149285,0.273756,1.99534,1.74161,0.23654,0.62337,7.911,0.3089,0.92038
IGWN-GWTC4p0-0f954158d_720-GW231020_142947-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.34416,1,14942,0.043661,0.15116,0.517306,0.71514,0.473644,0.430085,0.65581,0.208417,0.27048,1.97755,1.6939,0.23505,0.60707,8.071,0.31687,0.98932
IGWN-GWTC4p0-0f954158d_720-GW231028_153006-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.58597,1,15128,0.250419,0.49569,0.731301,0.85676,0.480882,0.452981,0.67304,0.665077,0.396845,1.86439,1.51592,0.2422,0.69981,64.299,0.49203,1.40284
IGWN-GWTC4p0-0f954158d_720-GW231029_111508-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.35636,1,13488,0.041772,0.14528,0.514713,0.72409,0.472942,0.43474,0.65935,0.284437,0.344875,1.97856,1.69208,0.23652,0.62313,44.048,0.42609,0.98554
IGWN-GWTC4p0-0f954158d_720-GW231102_071736-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.36361,1,15330,0.019582,0.07405,0.505486,0.70931,0.485903,0.453985,0.67378,0.238673,0.281015,1.99006,1.70079,0.24251,0.70494,44.481,0.38453,0.94116
IGWN-GWTC4p0-0f954158d_720-GW231104_133418-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.3873,1,13042,0.026367,0.14553,0.528473,0.72531,0.502105,0.454074,0.67385,0.196968,0.309524,1.98667,1.68604,0.24254,0.7054,8.853,0.36809,0.95473
IGWN-GWTC4p0-0f954158d_720-GW231108_125142-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.31141,1,16031,0.012383,-0.07625,0.440477,0.66217,0.428094,0.462255,0.67989,0.192552,0.287353,1.99375,1.74744,0.24505,0.75329,17.345,0.39979,0.92677
IGWN-GWTC4p0-0f954158d_720-GW231110_040320-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.37099,1,16586,0.036001,0.17464,0.545175,0.73608,0.509174,0.434481,0.65915,0.27003,0.362157,1.98174,1.67319,0.23644,0.62221,13.472,0.42714,0.974
IGWN-GWTC4p0-0f954158d_720-GW231113_122623-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.49228,1,17278,0.148738,0.36482,0.652568,0.81649,0.503831,0.448788,0.66992,0.509103,0.371665,1.92066,1.58287,0.24091,0.67966,28.472,0.48473,1.19948
IGWN-GWTC4p0-0f954158d_720-GW231113_200417-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.36428,1,13984,0.022627,0.12531,0.52423,0.72095,0.501603,0.443943,0.66629,0.233873,0.304646,1.98853,1.68899,0.2394,0.65852,8.021,0.40647,0.94725
IGWN-GWTC4p0-0f954158d_720-GW231114_043211-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.07038,1,17986,0.021987,0.09097,0.373928,0.60842,0.351941,0.305701,0.5529,0.073691,0.298317,1.98881,1.79073,0.19282,0.35297,11.653,0.17682,0.94597
IGWN-GWTC4p0-0f954158d_720-GW231118_005626-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.41535,1,17887,0.157454,0.39286,0.671769,0.81425,0.514315,0.386318,0.62155,0.517501,0.383721,1.91753,1.56976,0.22089,0.49115,12.792,0.49154,1.21691
IGWN-GWTC4p0-0f954158d_720-GW231118_071402-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.38122,1,15567,0.044648,0.12777,0.533351,0.73233,0.488702,0.455682,0.67504,0.324798,0.322566,1.97694,1.67871,0.24303,0.71392,31.101,0.46399,0.9913
IGWN-GWTC4p0-0f954158d_720-GW231118_090602-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.25852,1,17286,0.060212,0.11951,0.508363,0.70053,0.448151,0.385895,0.6212,0.248039,0.288269,1.96836,1.69931,0.22075,0.49024,8.37,0.35482,1.02242
IGWN-GWTC4p0-0f954158d_720-GW231119_075248-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.32686,1,14216,0.027941,-0.00049,0.46679,0.68472,0.438849,0.45854,0.67716,0.2859,0.302234,1.98565,1.72661,0.24391,0.73004,34.536,0.44518,0.95788
IGWN-GWTC4p0-0f954158d_720-GW231123_135430-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.2957,1,19980,0.013708,0.03907,0.493435,0.70843,0.479727,0.434492,0.65916,0.62029,0.462188,1.99305,1.71016,0.23644,0.62225,102.33,0.74838,0.92942
IGWN-GWTC4p0-0f954158d_720-GW231127_165300-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.306,1,14592,0.036807,0.04064,0.470949,0.69009,0.434143,0.433344,0.65829,0.31543,0.325896,1.981,1.7223,0.23608,0.6182,30.555,0.46419,0.97561
IGWN-GWTC4p0-0f954158d_720-GW231129_081745-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.26245,1,14785,0.02336,0.0274,0.444559,0.66575,0.4212,0.405512,0.6368,0.198267,0.297373,1.98804,1.74136,0.22719,0.53599,28.14,0.32225,0.94872
IGWN-GWTC4p0-0f954158d_720-GW231206_233134-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.31785,1,13230,0.027235,-0.09006,0.447515,0.66907,0.42028,0.46996,0.68554,0.299089,0.311008,1.98607,1.74174,0.24739,0.81472,26.897,0.48506,0.95647
IGWN-GWTC4p0-0f954158d_720-GW231206_233901-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.33583,1,15034,0.00748,-0.02925,0.473032,0.6868,0.465552,0.464985,0.6819,0.261421,0.319531,1.99624,1.72486,0.24588,0.77253,28.417,0.50993,0.91696
IGWN-GWTC4p0-0f954158d_720-GW231213_111417-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.38029,1,14380,0.024746,0.0767,0.522837,0.72113,0.498091,0.467739,0.68391,0.306692,0.293103,1.98739,1.6882,0.24672,0.79446,26.759,0.48651,0.95149
IGWN-GWTC4p0-0f954158d_720-GW231221_135041-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.29813,1,16198,0.057907,0.03933,0.506975,0.7037,0.449069,0.439419,0.66289,0.426032,0.338662,1.96973,1.69491,0.23799,0.64045,31.226,0.5574,1.01781
