event_file,event_type,waveform_key,n_samples,median_n,mean_n,std_n,in_bbh_band,median_chi_eff,E_chi_eff_sq,beta_fixed,GB_value,delta_from_unity
IGWN-GWTC4p0-0f954158d_720-GW230814_230901-combined_PEDataRelease.hdf5,BBH,C00:IMRPhenomXPHM-SpinTaylor,13460,5.35945,5.35745,0.01846,1,-0.01034,0.001464,0.814,0.816929,-0.183071
IGWN-GWTC4p0-0f954158d_720-GW230819_171910-combined_PEDataRelease.hdf5,BBH,C00:IMRPhenomXPHM-SpinTaylor,15680,5.14527,5.06825,0.30734,1,-0.02915,0.058953,0.814,0.931905,-0.068095
IGWN-GWTC4p0-0f954158d_720-GW230820_212515-combined_PEDataRelease.hdf5,BBH,C00:IMRPhenomXPHM-SpinTaylor,15759,5.31583,5.22102,0.30179,1,0.20929,0.076684,0.814,0.967368,-0.032632
IGWN-GWTC4p0-0f954158d_720-GW230824_033047-combined_PEDataRelease.hdf5,BBH,C00:IMRPhenomXPHM-SpinTaylor,13206,5.32298,5.28962,0.13723,1,0.00218,0.019497,0.814,0.852995,-0.147005
IGWN-GWTC4p0-0f954158d_720-GW230825_041334-combined_PEDataRelease.hdf5,BBH,C00:IMRPhenomXPHM-SpinTaylor,13826,5.46935,5.44198,0.14311,1,0.31738,0.118134,0.814,1.050268,0.050268
IGWN-GWTC4p0-0f954158d_720-GW230831_015414-combined_PEDataRelease.hdf5,BBH,C00:IMRPhenomXPHM-SpinTaylor,14508,5.35369,5.33422,0.12777,1,0.04275,0.02945,0.814,0.8729,-0.1271
IGWN-GWTC4p0-0f954158d_720-GW230904_051013-combined_PEDataRelease.hdf5,BBH,C00:IMRPhenomXPHM-SpinTaylor,15560,5.33891,5.31066,0.08416,1,0.05618,0.010255,0.814,0.83451,-0.16549
IGWN-GWTC4p0-0f954158d_720-GW230911_195324-combined_PEDataRelease.hdf5,BBH,C00:IMRPhenomXPHM-SpinTaylor,18595,5.25947,5.23958,0.11833,1,-0.029,0.015676,0.814,0.845352,-0.154648
IGWN-GWTC4p0-0f954158d_720-GW230914_111401-combined_PEDataRelease.hdf5,BBH,C00:IMRPhenomXPHM-SpinTaylor,18353,5.33799,5.31326,0.13903,1,0.12752,0.029849,0.814,0.873699,-0.126301
IGWN-GWTC4p0-0f954158d_720-GW230919_215712-combined_PEDataRelease.hdf5,BBH,C00:IMRPhenomXPHM-SpinTaylor,15670,5.42664,5.42192,0.04916,1,0.18229,0.038588,0.814,0.891175,-0.108825
IGWN-GWTC4p0-0f954158d_720-GW230920_071124-combined_PEDataRelease.hdf5,BBH,C00:IMRPhenomXPHM-SpinTaylor,15199,5.34031,5.32241,0.10097,1,-0.00189,0.016115,0.814,0.84623,-0.15377
IGWN-GWTC4p0-0f954158d_720-GW230922_020344-combined_PEDataRelease.hdf5,BBH,C00:IMRPhenomXPHM-SpinTaylor,19000,5.34382,5.33354,0.0785,1,0.03535,0.014453,0.814,0.842906,-0.157094
IGWN-GWTC4p0-0f954158d_720-GW230922_040658-combined_PEDataRelease.hdf5,BBH,C00:IMRPhenomXPHM-SpinTaylor,14201,5.4457,5.38783,0.22737,1,0.33778,0.132894,0.814,1.079787,0.079787
IGWN-GWTC4p0-0f954158d_720-GW230924_124453-combined_PEDataRelease.hdf5,BBH,C00:IMRPhenomXPHM-SpinTaylor,14630,5.36288,5.35945,0.05297,1,0.01957,0.010037,0.814,0.834074,-0.165926
IGWN-GWTC4p0-0f954158d_720-GW230927_043729-combined_PEDataRelease.hdf5,BBH,C00:IMRPhenomXPHM-SpinTaylor,13148,5.35326,5.34567,0.07204,1,0.0071,0.014509,0.814,0.843017,-0.156983
IGWN-GWTC4p0-0f954158d_720-GW230927_153832-combined_PEDataRelease.hdf5,BBH,C00:IMRPhenomXPHM-SpinTaylor,14161,5.35863,5.3523,0.03783,1,0.04056,0.003613,0.814,0.821227,-0.178773
IGWN-GWTC4p0-0f954158d_720-GW230928_215827-combined_PEDataRelease.hdf5,BBH,C00:IMRPhenomXPHM-SpinTaylor,19357,5.50068,5.46061,0.16403,1,0.42045,0.182629,0.814,1.179259,0.179259
IGWN-GWTC4p0-0f954158d_720-GW230930_110730-combined_PEDataRelease.hdf5,BBH,C00:IMRPhenomXPHM-SpinTaylor,11732,5.34389,5.32668,0.1146,1,0.02766,0.024363,0.814,0.862725,-0.137275
IGWN-GWTC4p0-0f954158d_720-GW231001_140220-combined_PEDataRelease.hdf5,BBH,C00:IMRPhenomXPHM-SpinTaylor,16041,5.20984,5.17907,0.18448,1,-0.04788,0.039667,0.814,0.893334,-0.106666
IGWN-GWTC4p0-0f954158d_720-GW231004_232346-combined_PEDataRelease.hdf5,BBH,C00:IMRPhenomXPHM-SpinTaylor,15804,5.20081,5.16334,0.18936,1,-0.05118,0.042652,0.814,0.899305,-0.100695
IGWN-GWTC4p0-0f954158d_720-GW231005_021030-combined_PEDataRelease.hdf5,BBH,C00:IMRPhenomXPHM-SpinTaylor,13730,5.31847,5.28587,0.18777,1,0.11233,0.059978,0.814,0.933956,-0.066044
IGWN-GWTC4p0-0f954158d_720-GW231005_091549-combined_PEDataRelease.hdf5,BBH,C00:IMRPhenomXPHM-SpinTaylor,12902,5.32519,5.3061,0.10717,1,-0.03843,0.023047,0.814,0.860094,-0.139906
IGWN-GWTC4p0-0f954158d_720-GW231008_142521-combined_PEDataRelease.hdf5,BBH,C00:IMRPhenomXPHM-SpinTaylor,16800,5.25411,5.20711,0.18451,1,-0.02524,0.022363,0.814,0.858725,-0.141275
IGWN-GWTC4p0-0f954158d_720-GW231014_040532-combined_PEDataRelease.hdf5,BBH,C00:IMRPhenomXPHM-SpinTaylor,16903,5.39742,5.37457,0.13692,1,0.18128,0.05586,0.814,0.925721,-0.074279
IGWN-GWTC4p0-0f954158d_720-GW231018_233037-combined_PEDataRelease.hdf5,BBH,C00:IMRPhenomXPHM-SpinTaylor,15611,5.29969,5.26787,0.11047,1,0.01478,0.009188,0.814,0.832375,-0.167625
IGWN-GWTC4p0-0f954158d_720-GW231020_142947-combined_PEDataRelease.hdf5,BBH,C00:IMRPhenomXPHM-SpinTaylor,14942,5.34416,5.27769,0.15539,1,0.15116,0.043661,0.814,0.901323,-0.098677
IGWN-GWTC4p0-0f954158d_720-GW231028_153006-combined_PEDataRelease.hdf5,BBH,C00:IMRPhenomXPHM-SpinTaylor,15128,5.58597,5.55142,0.12946,1,0.49569,0.250419,0.814,1.314839,0.314839
IGWN-GWTC4p0-0f954158d_720-GW231029_111508-combined_PEDataRelease.hdf5,BBH,C00:IMRPhenomXPHM-SpinTaylor,13488,5.35636,5.32448,0.16123,1,0.14528,0.041772,0.814,0.897544,-0.102456
IGWN-GWTC4p0-0f954158d_720-GW231102_071736-combined_PEDataRelease.hdf5,BBH,C00:IMRPhenomXPHM-SpinTaylor,15330,5.36361,5.35279,0.09338,1,0.07405,0.019582,0.814,0.853165,-0.146835
IGWN-GWTC4p0-0f954158d_720-GW231104_133418-combined_PEDataRelease.hdf5,BBH,C00:IMRPhenomXPHM-SpinTaylor,13042,5.3873,5.36476,0.07213,1,0.14553,0.026367,0.814,0.866735,-0.133265
IGWN-GWTC4p0-0f954158d_720-GW231108_125142-combined_PEDataRelease.hdf5,BBH,C00:IMRPhenomXPHM-SpinTaylor,16031,5.31141,5.30498,0.04841,1,-0.07625,0.012383,0.814,0.838767,-0.161233
IGWN-GWTC4p0-0f954158d_720-GW231110_040320-combined_PEDataRelease.hdf5,BBH,C00:IMRPhenomXPHM-SpinTaylor,16586,5.37099,5.35646,0.08562,1,0.17464,0.036001,0.814,0.886002,-0.113998
IGWN-GWTC4p0-0f954158d_720-GW231113_122623-combined_PEDataRelease.hdf5,BBH,C00:IMRPhenomXPHM-SpinTaylor,17278,5.49228,5.45827,0.16196,1,0.36482,0.148738,0.814,1.111475,0.111475
IGWN-GWTC4p0-0f954158d_720-GW231113_200417-combined_PEDataRelease.hdf5,BBH,C00:IMRPhenomXPHM-SpinTaylor,13984,5.36428,5.33747,0.08846,1,0.12531,0.022627,0.814,0.859255,-0.140745
IGWN-GWTC4p0-0f954158d_720-GW231114_043211-combined_PEDataRelease.hdf5,BBH,C00:IMRPhenomXPHM-SpinTaylor,17986,5.07038,5.05141,0.15025,1,0.09097,0.021987,0.814,0.857975,-0.142025
IGWN-GWTC4p0-0f954158d_720-GW231118_005626-combined_PEDataRelease.hdf5,BBH,C00:IMRPhenomXPHM-SpinTaylor,17887,5.41535,5.40212,0.11216,1,0.39286,0.157454,0.814,1.128907,0.128907
IGWN-GWTC4p0-0f954158d_720-GW231118_071402-combined_PEDataRelease.hdf5,BBH,C00:IMRPhenomXPHM-SpinTaylor,15567,5.38122,5.35985,0.1401,1,0.12777,0.044648,0.814,0.903296,-0.096704
IGWN-GWTC4p0-0f954158d_720-GW231118_090602-combined_PEDataRelease.hdf5,BBH,C00:IMRPhenomXPHM-SpinTaylor,17286,5.25852,5.13865,0.26587,1,0.11951,0.060212,0.814,0.934424,-0.065576
IGWN-GWTC4p0-0f954158d_720-GW231119_075248-combined_PEDataRelease.hdf5,BBH,C00:IMRPhenomXPHM-SpinTaylor,14216,5.32686,5.29388,0.15115,1,-0.00049,0.027941,0.814,0.869883,-0.130117
IGWN-GWTC4p0-0f954158d_720-GW231123_135430-combined_PEDataRelease.hdf5,BBH,C00:IMRPhenomXPHM-SpinTaylor,19980,5.2957,5.28486,0.07631,1,0.03907,0.013708,0.814,0.841416,-0.158584
IGWN-GWTC4p0-0f954158d_720-GW231127_165300-combined_PEDataRelease.hdf5,BBH,C00:IMRPhenomXPHM-SpinTaylor,14592,5.306,5.26205,0.19005,1,0.04064,0.036807,0.814,0.887613,-0.112387
IGWN-GWTC4p0-0f954158d_720-GW231129_081745-combined_PEDataRelease.hdf5,BBH,C00:IMRPhenomXPHM-SpinTaylor,14785,5.26245,5.23822,0.16046,1,0.0274,0.02336,0.814,0.860719,-0.139281
IGWN-GWTC4p0-0f954158d_720-GW231206_233134-combined_PEDataRelease.hdf5,BBH,C00:IMRPhenomXPHM-SpinTaylor,13230,5.31785,5.30913,0.07233,1,-0.09006,0.027235,0.814,0.86847,-0.13153
IGWN-GWTC4p0-0f954158d_720-GW231206_233901-combined_PEDataRelease.hdf5,BBH,C00:IMRPhenomXPHM-SpinTaylor,15034,5.33583,5.32229,0.0652,1,-0.02925,0.00748,0.814,0.82896,-0.17104
IGWN-GWTC4p0-0f954158d_720-GW231213_111417-combined_PEDataRelease.hdf5,BBH,C00:IMRPhenomXPHM-SpinTaylor,14380,5.38029,5.3709,0.09033,1,0.0767,0.024746,0.814,0.863492,-0.136508
IGWN-GWTC4p0-0f954158d_720-GW231221_135041-combined_PEDataRelease.hdf5,BBH,C00:IMRPhenomXPHM-SpinTaylor,16198,5.29813,5.25461,0.20095,1,0.03933,0.057907,0.814,0.929814,-0.070186
IGWN-GWTC4p0-0f954158d_720-GW231223_032836-combined_PEDataRelease.hdf5,BBH,C00:IMRPhenomXPHM-SpinTaylor,15011,5.23927,5.20257,0.16868,1,-0.16159,0.074438,0.814,0.962876,-0.037124
IGWN-GWTC4p0-0f954158d_720-GW231223_075055-combined_PEDataRelease.hdf5,BBH,C00:IMRPhenomXPHM-SpinTaylor,18392,5.2897,5.24979,0.13807,1,0.07208,0.018654,0.814,0.851308,-0.148692
IGWN-GWTC4p0-0f954158d_720-GW231223_202619-combined_PEDataRelease.hdf5,BBH,C00:IMRPhenomXPHM-SpinTaylor,13892,5.37843,5.36192,0.06877,1,0.10497,0.017811,0.814,0.849623,-0.150377
IGWN-GWTC4p0-0f954158d_720-GW231224_024321-combined_PEDataRelease.hdf5,BBH,C00:IMRPhenomXPHM-SpinTaylor,16775,5.34842,5.33733,0.03787,1,-0.00516,0.001586,0.814,0.817172,-0.182828
IGWN-GWTC4p0-0f954158d_720-GW231226_101520-combined_PEDataRelease.hdf5,BBH,C00:IMRPhenomXPHM-SpinTaylor,15030,5.33863,5.33536,0.02668,1,-0.0738,0.007762,0.814,0.829524,-0.170476
IGWN-GWTC4p0-0f954158d_720-GW231230_170116-combined_PEDataRelease.hdf5,BBH,C00:IMRPhenomXPHM-SpinTaylor,15694,5.22859,5.18632,0.18299,1,-0.21668,0.088637,0.814,0.991273,-0.008727
IGWN-GWTC4p0-0f954158d_720-GW231231_154016-combined_PEDataRelease.hdf5,BBH,C00:IMRPhenomXPHM-SpinTaylor,13245,5.33311,5.32514,0.04632,1,-0.02865,0.005346,0.814,0.824692,-0.175308
IGWN-GWTC4p0-0f954158d_720-GW240104_164932-combined_PEDataRelease.hdf5,BBH,C00:IMRPhenomXPHM-SpinTaylor,14325,5.39889,5.38769,0.08088,1,0.12554,0.027053,0.814,0.868106,-0.131894
IGWN-GWTC4p0-0f954158d_720-GW240107_013215-combined_PEDataRelease.hdf5,BBH,C00:IMRPhenomXPHM-SpinTaylor,18048,5.36989,5.29758,0.28232,1,0.33875,0.143914,0.814,1.101827,0.101827
IGWN-GWTC4p0-0f954158d_720-GW240109_050431-combined_PEDataRelease.hdf5,BBH,C00:IMRPhenomXPHM-SpinTaylor,15285,5.25834,5.24976,0.0862,1,-0.07599,0.021558,0.814,0.857117,-0.142883
