event,catalog,waveform,erad_strategy,median_n,std_n,n_samples,in_bbh_band,M_total_Msun,M_chirp_Msun,mass_ratio,chi_eff,redshift,lum_dist_Mpc,median_snr,snr_src,snr_available,median_theta_jn_rad,median_cos_theta_jn,incl_src
GW191109_010717,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,5.216586,0.13503,109061,1,111.363,47.3964,0.7315,-0.3112,0.2197,1121.3526,17.3218,network_matched_filter_snr,1,1.8652,-0.2902,theta_jn
GW191109_010717,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,5.224691,0.13003,270070,1,108.7483,46.2995,0.738,-0.2938,0.2535,1318.0133,17.2454,network_matched_filter_snr,1,1.9297,-0.3512,theta_jn
GW191113_071753,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,4.606549,0.294563,52362,0,35.573,10.7239,0.1904,0.0032,0.2421,1251.258,7.8591,network_matched_filter_snr,1,1.7563,-0.1845,theta_jn
GW191113_071753,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,4.642251,0.321573,129899,0,34.3837,10.5705,0.1993,0.0101,0.2735,1437.2116,7.7237,network_matched_filter_snr,1,1.8208,-0.2474,theta_jn
GW191126_115259,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,5.403582,0.101746,55315,1,20.5602,8.6148,0.6823,0.21,0.3097,1658.4289,8.3051,network_matched_filter_snr,1,1.8632,-0.2883,theta_jn
GW191126_115259,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,5.402898,0.104767,158918,1,20.2869,8.5023,0.6767,0.2122,0.3272,1767.4706,8.3118,network_matched_filter_snr,1,1.9476,-0.3679,theta_jn
GW191127_050227,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,5.137051,0.466585,27156,1,84.7759,30.0956,0.3486,0.1768,0.5701,3412.025,9.1996,network_matched_filter_snr,1,1.6654,-0.0945,theta_jn
GW191127_050227,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,5.309676,0.370628,185048,1,81.4854,31.2006,0.4699,0.2588,0.7282,4595.2896,9.121,network_matched_filter_snr,1,1.6086,-0.0378,theta_jn
GW191129_134029,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,5.309786,0.091197,77231,1,17.6754,7.3222,0.599,0.0648,0.1583,779.5891,13.1452,network_matched_filter_snr,1,1.9586,-0.3782,theta_jn
GW191129_134029,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,5.308807,0.091605,135743,1,17.6118,7.2954,0.5962,0.0658,0.1626,802.6595,13.1443,network_matched_filter_snr,1,2.0272,-0.4407,theta_jn
GW191204_110529,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,5.339554,0.141712,41745,1,46.9785,19.726,0.7246,0.0373,0.3355,1819.1989,8.8647,network_matched_filter_snr,1,1.7547,-0.1829,theta_jn
GW191204_110529,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,5.340826,0.14486,155223,1,44.6289,18.7243,0.7202,0.0444,0.4135,2324.5037,8.7935,network_matched_filter_snr,1,1.7065,-0.1352,theta_jn
GW191204_171526,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,5.387196,0.063196,128624,1,20.3555,8.574,0.6593,0.1592,0.1304,631.0594,17.4601,network_matched_filter_snr,1,2.3887,-0.7297,theta_jn
GW191204_171526,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,5.386828,0.063494,206292,1,20.3128,8.5552,0.6579,0.1594,0.1329,644.1411,17.4577,network_matched_filter_snr,1,2.4119,-0.7454,theta_jn
GW191215_223052,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,5.309682,0.078136,6913,1,43.2039,18.3077,0.7447,-0.0536,0.3522,1925.2414,11.1941,network_matched_filter_snr,1,1.1152,0.44,theta_jn
GW191215_223052,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,5.313574,0.078632,20000,1,42.4701,18.0127,0.7398,-0.0423,0.3796,2101.7905,11.1669,network_matched_filter_snr,1,1.0328,0.5124,theta_jn
GW191216_213338,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,5.324671,0.140139,249520,1,20.0659,8.336,0.5807,0.1174,0.0725,337.7468,18.5615,network_matched_filter_snr,1,2.5514,-0.8308,theta_jn
GW191216_213338,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,5.324664,0.142139,315108,1,20.0462,8.3276,0.5808,0.1173,0.0737,343.2608,18.5594,network_matched_filter_snr,1,2.566,-0.8389,theta_jn
GW191219_163120,GWTC-3,C01:IMRPhenomXPHM:HighSpin,M_total - final_mass_source,3.272084,0.04671,14965,0,32.7632,4.3328,0.0369,0.0048,0.1098,523.9789,9.1448,network_matched_filter_snr,1,2.3651,-0.7134,theta_jn
GW191219_163120,GWTC-3,C01:IMRPhenomXPHM:HighSpin,M_total - final_mass_source,3.27263,0.060261,20000,0,32.6999,4.3258,0.037,0.005,0.1117,534.013,9.1257,network_matched_filter_snr,1,2.3623,-0.7114,theta_jn
GW191222_033537,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,5.320872,0.095165,26560,1,79.5141,33.965,0.784,-0.0543,0.4857,2814.3118,12.4863,network_matched_filter_snr,1,1.6231,-0.0523,theta_jn
GW191222_033537,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,5.325662,0.093478,135537,1,76.5762,32.6222,0.7752,-0.0399,0.566,3382.4378,12.4647,network_matched_filter_snr,1,1.701,-0.1298,theta_jn
GW191230_180458,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,5.315506,0.125084,21752,1,85.1422,36.2191,0.7671,-0.0586,0.681,4233.6398,10.4416,network_matched_filter_snr,1,2.0986,-0.5036,theta_jn
GW191230_180458,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,5.325133,0.111439,139585,1,82.4549,35.1231,0.7748,-0.0389,0.76,4841.4492,10.4284,network_matched_filter_snr,1,2.2218,-0.606,theta_jn
GW200105_162426,GWTC-3,C01:IMRPhenomXPHM:HighSpin,M_total - final_mass_source,4.688254,0.136692,20000,0,10.9488,3.4166,0.2106,0.0007,0.0594,274.0177,13.6588,network_matched_filter_snr,1,1.5051,0.0657,theta_jn
GW200105_162426,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,4.688254,0.136692,20000,0,10.9488,3.4166,0.2106,0.0007,0.0594,274.0177,13.6588,network_matched_filter_snr,1,1.5051,0.0657,theta_jn
GW200112_155838,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,5.361197,0.066228,68706,1,63.355,27.0358,0.7577,0.044,0.2408,1243.7261,19.7823,network_matched_filter_snr,1,0.6352,0.805,theta_jn
GW200112_155838,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,5.363361,0.065693,157304,1,63.0319,26.9016,0.7594,0.0481,0.2502,1298.888,19.7821,network_matched_filter_snr,1,0.595,0.8281,theta_jn
GW200115_042309,GWTC-3,C01:IMRPhenomXPHM:HighSpin,M_total - final_mass_source,4.741163,0.210859,16089,0,7.2802,2.4283,0.2499,-0.1681,0.0624,288.3088,11.2622,network_matched_filter_snr,1,0.5612,0.8466,theta_jn
GW200115_042309,GWTC-3,C01:IMRPhenomXPHM:HighSpin,M_total - final_mass_source,4.741659,0.211007,20000,0,7.2716,2.4267,0.2501,-0.1687,0.0631,291.6436,11.2577,network_matched_filter_snr,1,0.5556,0.8496,theta_jn
GW200128_022011,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,5.382108,0.095136,26969,1,73.7024,31.5141,0.7915,0.0797,0.5396,3193.0713,10.6424,network_matched_filter_snr,1,1.4372,0.1332,theta_jn
GW200128_022011,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,5.386064,0.091115,150506,1,70.2069,29.9704,0.7872,0.0915,0.6326,3870.8017,10.6139,network_matched_filter_snr,1,1.3978,0.1722,theta_jn
GW200129_065458,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,5.38485,0.107395,87429,1,63.3266,26.7175,0.7251,0.1075,0.1898,952.0811,26.7976,network_matched_filter_snr,1,0.54,0.8577,theta_jn
GW200129_065458,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,5.384822,0.105607,148072,1,63.2127,26.6683,0.7166,0.1096,0.1936,973.2465,26.794,network_matched_filter_snr,1,0.5216,0.867,theta_jn
GW200202_154313,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,5.346293,0.086929,126430,1,17.5954,7.4872,0.713,0.0361,0.0883,415.3041,10.8333,network_matched_filter_snr,1,2.6007,-0.8572,theta_jn
GW200202_154313,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,5.345984,0.087289,170115,1,17.5719,7.4775,0.7118,0.0363,0.0896,422.0993,10.8297,network_matched_filter_snr,1,2.6194,-0.8667,theta_jn
GW200208_130117,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,5.293632,0.107727,38722,1,65.1014,27.534,0.7253,-0.0854,0.3938,2194.7842,10.8367,network_matched_filter_snr,1,2.532,-0.8199,theta_jn
GW200208_130117,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,5.30507,0.103588,104414,1,64.6282,27.3823,0.7345,-0.0647,0.4205,2371.2159,10.817,network_matched_filter_snr,1,2.5962,-0.8549,theta_jn
GW200208_222617,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,4.89223,0.428204,24495,1,90.7246,23.2195,0.1432,0.6237,0.6897,4300.1425,7.4028,network_matched_filter_snr,1,1.4527,0.1178,theta_jn
GW200208_222617,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,5.045551,0.392439,209178,1,87.7227,23.8771,0.1595,0.6669,0.8824,5816.3066,7.3318,network_matched_filter_snr,1,1.5088,0.0619,theta_jn
GW200209_085452,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,5.294557,0.101643,30588,1,61.831,26.3822,0.7808,-0.1248,0.5695,3407.9502,9.6179,network_matched_filter_snr,1,1.8039,-0.231,theta_jn
GW200209_085452,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,5.30374,0.093251,161419,1,60.3288,25.8017,0.7898,-0.1066,0.6412,3934.6696,9.5826,network_matched_filter_snr,1,1.782,-0.2097,theta_jn
GW200210_092254,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,4.223891,0.146266,78491,0,27.4557,6.5609,0.114,0.0346,0.1873,938.5242,8.3854,network_matched_filter_snr,1,2.4151,-0.7475,theta_jn
GW200210_092254,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,4.227816,0.150171,141688,0,27.1921,6.525,0.1149,0.0311,0.1936,973.7281,8.372,network_matched_filter_snr,1,2.4175,-0.7491,theta_jn
GW200216_220804,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,5.299956,0.280145,17943,1,80.9417,32.6391,0.5871,0.0805,0.6303,3853.474,8.1359,network_matched_filter_snr,1,0.8271,0.677,theta_jn
GW200216_220804,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,5.348559,0.22306,145692,1,78.8524,32.4885,0.6541,0.1255,0.7612,4850.7836,8.1165,network_matched_filter_snr,1,0.7263,0.7476,theta_jn
GW200219_094415,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,5.297178,0.106748,28386,1,64.9328,27.6031,0.7592,-0.0968,0.559,3332.3502,10.6843,network_matched_filter_snr,1,1.2737,0.2927,theta_jn
GW200219_094415,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,5.305845,0.098394,154656,1,62.9356,26.8007,0.7673,-0.0841,0.6271,3829.5977,10.6759,network_matched_filter_snr,1,1.082,0.4696,theta_jn
GW200220_061928,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,5.332795,0.234877,7327,1,144.1972,60.2499,0.7214,0.0373,0.9314,6216.9656,7.2416,network_matched_filter_snr,1,1.2508,0.3145,theta_jn
GW200220_061928,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,5.359873,0.166807,123819,1,130.8113,54.9797,0.7364,0.0805,1.1703,8240.2654,7.1945,network_matched_filter_snr,1,1.0537,0.4944,theta_jn
GW200220_124850,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,5.302616,0.117663,13497,1,65.742,27.9053,0.7449,-0.0741,0.6696,4147.5399,8.4581,network_matched_filter_snr,1,1.7393,-0.1678,theta_jn
GW200220_124850,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,5.315809,0.106037,96667,1,62.2533,26.4779,0.7601,-0.0535,0.7977,5138.0481,8.4382,network_matched_filter_snr,1,1.8489,-0.2745,theta_jn
GW200224_222234,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,5.398035,0.076352,88200,1,71.9586,30.9151,0.8029,0.1001,0.3159,1696.4693,19.9511,network_matched_filter_snr,1,0.6889,0.7719,theta_jn
GW200224_222234,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,5.399574,0.073096,216261,1,71.5674,30.7533,0.8039,0.1032,0.3279,1771.5091,19.946,network_matched_filter_snr,1,0.6319,0.8069,theta_jn
GW200225_060421,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,5.280417,0.094845,88167,1,33.5639,14.2479,0.7281,-0.1381,0.2138,1087.9199,12.5213,network_matched_filter_snr,1,1.7214,-0.15,theta_jn
GW200225_060421,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,5.285762,0.092831,195767,1,33.3536,14.1722,0.7333,-0.1271,0.2258,1156.774,12.5101,network_matched_filter_snr,1,1.7489,-0.1772,theta_jn
GW200302_015811,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,5.201894,0.163701,39475,1,57.445,22.9418,0.4896,-0.0012,0.2708,1421.5178,10.8394,network_matched_filter_snr,1,1.2303,0.3339,theta_jn
GW200302_015811,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,5.225078,0.161466,104245,1,56.8752,22.8195,0.507,0.0131,0.2974,1582.3795,10.803,network_matched_filter_snr,1,1.1619,0.3976,theta_jn
GW200306_093714,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,5.376419,0.28672,29333,1,43.7158,17.4319,0.5371,0.3102,0.3787,2095.9465,7.7504,network_matched_filter_snr,1,0.9986,0.5414,theta_jn
GW200306_093714,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,5.420961,0.264371,116436,1,42.7835,17.2485,0.5589,0.3569,0.4337,2459.2568,7.745,network_matched_filter_snr,1,0.9505,0.5813,theta_jn
GW200308_173609,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,5.185479,0.533146,3341,1,102.5327,36.8081,0.3491,0.127,1.0054,6831.0388,4.747,network_matched_filter_snr,1,1.4517,0.1188,theta_jn
GW200308_173609,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,5.170826,0.531856,132606,1,103.0438,37.6878,0.3926,0.0576,2.1487,17389.0712,3.7342,network_matched_filter_snr,1,1.5483,0.0225,theta_jn
GW200311_115853,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,5.338147,0.076073,109150,1,61.4657,26.324,0.7982,-0.0357,0.2295,1177.6702,17.8367,network_matched_filter_snr,1,0.5739,0.8398,theta_jn
GW200311_115853,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,5.339013,0.074487,202628,1,61.3428,26.2704,0.7965,-0.0325,0.2338,1202.7842,17.8338,network_matched_filter_snr,1,0.5442,0.8555,theta_jn
GW200316_215756,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,5.291595,0.175532,67196,1,21.7761,8.8087,0.5195,0.1507,0.2137,1086.937,10.318,network_matched_filter_snr,1,2.3699,-0.7167,theta_jn
GW200316_215756,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,5.293432,0.17645,134403,1,21.5792,8.7482,0.5225,0.1489,0.2219,1134.0518,10.3025,network_matched_filter_snr,1,2.4178,-0.7493,theta_jn
GW200322_091133,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,5.026192,0.784262,4140,1,76.6638,25.288,0.2986,0.1008,0.8231,5339.0735,4.4065,network_matched_filter_snr,1,1.6894,-0.1184,theta_jn
GW200322_091133,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,4.632071,0.882896,137340,0,83.8205,25.2784,0.1858,0.0373,2.0452,16372.488,2.4941,network_matched_filter_snr,1,1.612,-0.0412,theta_jn
GW230518_125908,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,4.552375,0.063382,11711,0,9.6205,2.7985,0.1767,-0.0124,0.0516,236.7211,14.3217,network_matched_filter_snr,1,2.1267,-0.5277,theta_jn
GW230529_181500,GWTC-4,C00:IMRPhenomXPHM:HighSpin,M_total - final_mass_source_non_evolved,5.066715,0.11441,5489,1,5.009,1.9392,0.4095,-0.1125,0.0448,204.6627,11.5979,network_matched_filter_snr,1,1.6378,-0.0669,theta_jn
GW230601_224134,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.302915,0.116334,14438,1,108.7076,45.732,0.6766,-0.0201,0.5716,3423.2299,14.9767,network_matched_filter_snr,1,1.9924,-0.4092,theta_jn
GW230605_065343,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.328778,0.080883,15769,1,28.7266,12.0093,0.6406,0.0683,0.2049,1037.3177,10.9782,network_matched_filter_snr,1,1.4847,0.086,theta_jn
GW230606_004305,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.267046,0.124579,13904,1,62.6625,26.327,0.7126,-0.1361,0.4674,2688.5406,11.2376,network_matched_filter_snr,1,1.6019,-0.0311,theta_jn
GW230608_205047,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.323086,0.150314,13528,1,78.8106,32.7478,0.6353,0.0498,0.5668,3388.5324,10.7009,network_matched_filter_snr,1,1.1734,0.387,theta_jn
GW230609_064958,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.277572,0.10516,13019,1,59.9485,25.3984,0.7337,-0.1427,0.5549,3302.4614,10.7544,network_matched_filter_snr,1,1.6822,-0.1112,theta_jn
GW230624_113103,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.345439,0.13242,15846,1,43.1645,17.8958,0.6252,0.1367,0.3477,1896.8585,10.6306,network_matched_filter_snr,1,1.2607,0.3051,theta_jn
GW230627_015337,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.336123,0.042726,9688,1,14.1812,6.0146,0.6904,0.021,0.0663,307.3936,28.7425,network_matched_filter_snr,1,0.8646,0.6489,theta_jn
GW230628_231200,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.360529,0.051052,15446,1,59.2169,25.5232,0.8466,-0.0023,0.4077,2286.1723,16.9476,network_matched_filter_snr,1,1.2515,0.3139,theta_jn
GW230630_125806,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.393089,0.186947,16819,1,85.6976,35.4041,0.6513,0.2026,0.8132,5260.3667,8.8802,network_matched_filter_snr,1,1.7438,-0.1721,theta_jn
GW230630_234532,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.301018,0.073578,15135,1,16.831,7.0704,0.6731,-0.0401,0.2114,1074.0132,9.7983,network_matched_filter_snr,1,0.8179,0.6837,theta_jn
GW230702_185453,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.13827,0.221276,17288,1,60.8191,23.0595,0.4074,0.0587,0.4143,2329.5271,10.4642,network_matched_filter_snr,1,1.5897,-0.0189,theta_jn
GW230704_021211,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.280832,0.126448,23018,1,53.5414,22.1032,0.6069,-0.0139,0.4506,2573.8533,9.8542,network_matched_filter_snr,1,1.3222,0.246,theta_jn
GW230704_212616,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.382753,0.256198,23006,1,141.5987,54.7449,0.4952,0.3772,1.0016,6799.6591,8.876,network_matched_filter_snr,1,1.5,0.0707,theta_jn
GW230706_104333,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.409033,0.07427,15235,1,27.9525,11.8191,0.7136,0.1929,0.3515,1921.0196,9.401,network_matched_filter_snr,1,1.339,0.2297,theta_jn
GW230707_124047,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.332823,0.081914,13678,1,81.4944,34.9673,0.8134,-0.0435,0.7189,4523.3574,11.6368,network_matched_filter_snr,1,1.9674,-0.3863,theta_jn
GW230708_053705,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.383408,0.07419,15934,1,51.9629,22.2893,0.8079,0.0773,0.5478,3252.043,9.0974,network_matched_filter_snr,1,1.7179,-0.1466,theta_jn
GW230708_230935,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.291093,0.169231,14977,1,103.7964,42.7697,0.5992,0.0243,0.5634,3363.6804,10.0775,network_matched_filter_snr,1,2.2841,-0.6543,theta_jn
GW230709_122727,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.353993,0.168628,12263,1,75.14,31.417,0.6973,0.0945,0.7276,4590.1164,9.3457,network_matched_filter_snr,1,2.1842,-0.5756,theta_jn
GW230712_090405,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.088251,0.279942,26163,1,43.9833,15.6934,0.4074,-0.041,0.3614,1983.8998,8.8063,network_matched_filter_snr,1,1.9482,-0.3685,theta_jn
GW230723_101834,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.248083,0.108596,15000,1,27.7103,11.4997,0.6377,-0.1589,0.2912,1544.5015,10.1961,network_matched_filter_snr,1,1.5162,0.0546,theta_jn
GW230726_002940,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.342996,0.067656,13791,1,63.3806,27.1832,0.7997,-0.0166,0.3756,2075.8238,11.148,network_matched_filter_snr,1,1.9129,-0.3355,theta_jn
GW230729_082317,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.334317,0.147594,12605,1,20.4058,8.3462,0.6104,0.1248,0.305,1629.1023,8.6033,network_matched_filter_snr,1,2.1236,-0.5251,theta_jn
GW230731_215307,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.327364,0.047837,10904,1,18.2391,7.7653,0.7627,-0.0479,0.2182,1112.9582,12.196,network_matched_filter_snr,1,1.7339,-0.1624,theta_jn
GW230803_033412,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.333825,0.15011,16784,1,76.1055,31.3469,0.6034,0.099,0.7328,4630.4898,8.5266,network_matched_filter_snr,1,1.5436,0.0272,theta_jn
GW230805_034249,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.333124,0.154834,16941,1,56.729,23.3893,0.6387,0.082,0.5329,3145.4327,9.9352,network_matched_filter_snr,1,1.1655,0.3943,theta_jn
GW230806_204041,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.362345,0.134665,14235,1,85.1538,35.8118,0.7117,0.0929,0.8451,5515.3718,9.2977,network_matched_filter_snr,1,1.8817,-0.306,theta_jn
GW230811_032116,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.30546,0.097787,17874,1,57.9945,24.0645,0.6169,0.0171,0.3683,2028.7783,14.0204,network_matched_filter_snr,1,1.8174,-0.2441,theta_jn
GW230814_061920,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.315806,0.132485,13478,1,112.1141,46.7224,0.6191,0.0529,0.6196,3774.1193,11.5262,network_matched_filter_snr,1,1.5687,0.0021,theta_jn
GW230814_230901,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.359292,0.018525,13460,1,62.0258,26.8681,0.8494,-0.0103,0.0594,274.2109,45.8676,network_matched_filter_snr,1,1.5431,0.0277,theta_jn
GW230819_171910,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.144922,0.307323,15680,1,110.4179,42.6385,0.4542,-0.0291,0.6318,3864.7887,9.7727,network_matched_filter_snr,1,1.6214,-0.0506,theta_jn
GW230820_212515,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.31551,0.301793,15759,1,96.1931,37.5026,0.4943,0.2093,0.6195,3773.0859,9.2471,network_matched_filter_snr,1,2.4258,-0.7545,theta_jn
GW230824_033047,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.323027,0.137225,13206,1,88.244,36.9874,0.6918,0.0022,0.7316,4621.2874,12.1772,network_matched_filter_snr,1,1.9969,-0.4133,theta_jn
GW230825_041334,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.469248,0.143004,13826,1,70.6391,29.4152,0.657,0.3174,0.7852,5039.4197,8.8349,network_matched_filter_snr,1,1.7372,-0.1656,theta_jn
GW230831_015414,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.352915,0.127811,14508,1,73.7716,31.2302,0.7468,0.0428,0.7251,4570.7014,8.9369,network_matched_filter_snr,1,1.6734,-0.1025,theta_jn
GW230904_051013,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.339402,0.08416,15560,1,17.9681,7.5525,0.6699,0.0562,0.1997,1007.5056,10.3764,network_matched_filter_snr,1,2.4153,-0.7476,theta_jn
GW230911_195324,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.257396,0.118616,18595,1,56.1018,23.132,0.5629,-0.029,0.221,1128.7026,12.9672,network_matched_filter_snr,1,1.5978,-0.027,theta_jn
GW230914_111401,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.338201,0.138931,18353,1,95.8127,39.877,0.6056,0.1275,0.4526,2587.6081,17.6403,network_matched_filter_snr,1,1.2945,0.2728,theta_jn
GW230919_215712,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.426625,0.048693,15670,1,49.316,21.1454,0.7966,0.1823,0.2461,1274.8923,17.1698,network_matched_filter_snr,1,2.5034,-0.8032,theta_jn
GW230920_071124,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.339987,0.100859,15199,1,56.4734,23.9582,0.7569,-0.0019,0.4863,2818.4458,11.0814,network_matched_filter_snr,1,2.0257,-0.4394,theta_jn
