event_file,catalog,event_type,waveform_key,n_samples,median_n,mean_n,std_n,p5_n,p95_n,ci90_width,cv_pct,dev_from_pred,in_bbh_band,sub_floor,median_chi_eff,median_q
6513631/IGWN-GWTC2p1-v2-GW190929_012149_PEDataRelease_mixed_cosmo.h5,GWTC-2.1,BBH,C01:IMRPhenomXPHM,30749,5.09587,5.05749,0.23823,4.60858,5.36662,0.75804,4.7105,0.21813,1,0,-0.03058,0.40336
6513631/IGWN-GWTC2p1-v2-GW190929_012149_PEDataRelease_mixed_nocosmo.h5,GWTC-2.1,BBH,C01:IMRPhenomXPHM,153782,5.14432,5.1064,0.2187,4.69673,5.38783,0.6911,4.2829,0.16968,1,0,-0.02032,0.43781
6513631/IGWN-GWTC2p1-v2-GW190930_133541_PEDataRelease_mixed_cosmo.h5,GWTC-2.1,BBH,C01:IMRPhenomXPHM,80472,5.34836,5.28839,0.17158,4.90986,5.43293,0.52307,3.2445,0.03436,1,0,0.14723,0.62744
6513631/IGWN-GWTC2p1-v2-GW190930_133541_PEDataRelease_mixed_nocosmo.h5,GWTC-2.1,BBH,C01:IMRPhenomXPHM,137344,5.34801,5.2861,0.17477,4.901,5.43323,0.53223,3.3062,0.03401,1,0,0.14869,0.62485
8177023/IGWN-GWTC3p0-v2-GW191103_012549_PEDataRelease_mixed_cosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,9914,5.39698,5.3531,0.12688,5.10835,5.46929,0.36094,2.3701,0.08298,1,0,0.21565,0.65161
8177023/IGWN-GWTC3p0-v2-GW191103_012549_PEDataRelease_mixed_nocosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,167837,5.39454,5.35109,0.13019,5.09685,5.47036,0.37351,2.433,0.08054,1,0,0.21747,0.64542
8177023/IGWN-GWTC3p0-v2-GW191105_143521_PEDataRelease_mixed_cosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,65529,5.31464,5.28689,0.08891,5.12067,5.36817,0.24751,1.6816,0.00064,1,0,-0.01842,0.6935
8177023/IGWN-GWTC3p0-v2-GW191105_143521_PEDataRelease_mixed_nocosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,142741,5.3138,5.28557,0.08988,5.11695,5.36805,0.2511,1.7005,0.0002,1,0,-0.01765,0.69057
8177023/IGWN-GWTC3p0-v2-GW191109_010717_PEDataRelease_mixed_cosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,109061,5.21662,5.22006,0.13503,5.00504,5.45839,0.45335,2.5867,0.09738,1,0,-0.31121,0.73154
8177023/IGWN-GWTC3p0-v2-GW191109_010717_PEDataRelease_mixed_nocosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,270070,5.22473,5.22376,0.13003,5.01104,5.45089,0.43985,2.4892,0.08927,1,0,-0.29381,0.73801
8177023/IGWN-GWTC3p0-v2-GW191113_071753_PEDataRelease_mixed_cosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,52362,4.60658,4.68891,0.29456,4.34109,5.30654,0.96545,6.2821,0.70742,0,0,0.00325,0.19039
8177023/IGWN-GWTC3p0-v2-GW191113_071753_PEDataRelease_mixed_nocosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,129899,4.64229,4.74025,0.32157,4.35633,5.34977,0.99345,6.7839,0.67171,0,0,0.01005,0.19933
8177023/IGWN-GWTC3p0-v2-GW191126_115259_PEDataRelease_mixed_cosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,55315,5.40362,5.3759,0.10175,5.17975,5.4788,0.29906,1.8926,0.08962,1,0,0.21004,0.68233
8177023/IGWN-GWTC3p0-v2-GW191126_115259_PEDataRelease_mixed_nocosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,158918,5.40293,5.37447,0.10477,5.17485,5.47888,0.30403,1.9493,0.08893,1,0,0.21218,0.6767
8177023/IGWN-GWTC3p0-v2-GW191127_050227_PEDataRelease_mixed_cosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,27156,5.13709,5.00408,0.46659,4.07573,5.55181,1.47608,9.3241,0.17691,1,0,0.17683,0.3486
8177023/IGWN-GWTC3p0-v2-GW191127_050227_PEDataRelease_mixed_nocosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,185048,5.30971,5.19458,0.37063,4.39753,5.59768,1.20015,7.1349,0.00429,1,0,0.25876,0.46992
8177023/IGWN-GWTC3p0-v2-GW191129_134029_PEDataRelease_mixed_cosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,77231,5.30982,5.28414,0.0912,5.10523,5.38099,0.27576,1.7259,0.00418,1,0,0.06483,0.59898
8177023/IGWN-GWTC3p0-v2-GW191129_134029_PEDataRelease_mixed_nocosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,135743,5.30884,5.28328,0.0916,5.10401,5.38091,0.27689,1.7339,0.00516,1,0,0.06575,0.5962
8177023/IGWN-GWTC3p0-v2-GW191204_110529_PEDataRelease_mixed_cosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,41745,5.33959,5.31196,0.14171,5.07924,5.46093,0.3817,2.6678,0.02559,1,0,0.03726,0.72456
8177023/IGWN-GWTC3p0-v2-GW191204_110529_PEDataRelease_mixed_nocosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,155223,5.34086,5.3131,0.14486,5.07883,5.46496,0.38613,2.7265,0.02686,1,0,0.04441,0.72016
8177023/IGWN-GWTC3p0-v2-GW191204_171526_PEDataRelease_mixed_cosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,128624,5.38723,5.36789,0.0632,5.23788,5.43419,0.19631,1.1773,0.07323,1,0,0.15916,0.6593
8177023/IGWN-GWTC3p0-v2-GW191204_171526_PEDataRelease_mixed_nocosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,206292,5.38686,5.36741,0.06349,5.23717,5.4341,0.19693,1.1829,0.07286,1,0,0.15941,0.65795
8177023/IGWN-GWTC3p0-v2-GW191215_223052_PEDataRelease_mixed_cosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,6913,5.30972,5.29668,0.07814,5.15172,5.39547,0.24374,1.4752,0.00428,1,0,-0.05359,0.74471
8177023/IGWN-GWTC3p0-v2-GW191215_223052_PEDataRelease_mixed_nocosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,20000,5.31361,5.3004,0.07863,5.15594,5.40043,0.24449,1.4835,0.00039,1,0,-0.0423,0.73979
8177023/IGWN-GWTC3p0-v2-GW191216_213338_PEDataRelease_mixed_cosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,249520,5.32471,5.2882,0.14014,5.05311,5.40164,0.34853,2.65,0.01071,1,0,0.11736,0.58075
8177023/IGWN-GWTC3p0-v2-GW191216_213338_PEDataRelease_mixed_nocosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,315108,5.3247,5.28725,0.14214,5.04695,5.40169,0.35474,2.6883,0.0107,1,0,0.11733,0.5808
8177023/IGWN-GWTC3p0-v2-GW191219_163120_PEDataRelease_mixed_cosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM:HighSpin,14965,3.27212,3.27669,0.04671,3.22976,3.33737,0.10761,1.4255,2.04188,0,1,0.00477,0.03695
8177023/IGWN-GWTC3p0-v2-GW191219_163120_PEDataRelease_mixed_nocosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM:HighSpin,20000,3.27267,3.27828,0.06026,3.22947,3.33935,0.10988,1.8382,2.04133,0,1,0.005,0.03697
8177023/IGWN-GWTC3p0-v2-GW191222_033537_PEDataRelease_mixed_cosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,26560,5.32091,5.30266,0.09516,5.12377,5.41523,0.29146,1.7947,0.00691,1,0,-0.05429,0.784
8177023/IGWN-GWTC3p0-v2-GW191222_033537_PEDataRelease_mixed_nocosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,135537,5.3257,5.30791,0.09348,5.13207,5.42105,0.28898,1.7611,0.0117,1,0,-0.03986,0.77525
8177023/IGWN-GWTC3p0-v2-GW191230_180458_PEDataRelease_mixed_cosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,21752,5.31554,5.2936,0.12508,5.0803,5.43965,0.35934,2.3629,0.00154,1,0,-0.05857,0.76709
8177023/IGWN-GWTC3p0-v2-GW191230_180458_PEDataRelease_mixed_nocosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,139585,5.32517,5.30791,0.11144,5.1151,5.44576,0.33066,2.0995,0.01117,1,0,-0.03895,0.7748
8177023/IGWN-GWTC3p0-v2-GW200105_162426_PEDataRelease_mixed_cosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM:HighSpin,20000,4.68829,4.68995,0.13669,4.47486,4.91013,0.43527,2.9146,0.62571,0,0,0.00069,0.21063
8177023/IGWN-GWTC3p0-v2-GW200105_162426_PEDataRelease_mixed_nocosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,20000,4.68829,4.68995,0.13669,4.47486,4.91013,0.43527,2.9146,0.62571,0,0,0.00069,0.21063
8177023/IGWN-GWTC3p0-v2-GW200112_155838_PEDataRelease_mixed_cosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,68706,5.36123,5.35009,0.06623,5.22402,5.43913,0.21511,1.2379,0.04723,1,0,0.044,0.75773
8177023/IGWN-GWTC3p0-v2-GW200112_155838_PEDataRelease_mixed_nocosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,157304,5.3634,5.35271,0.06569,5.2274,5.44191,0.21451,1.2273,0.0494,1,0,0.04814,0.75936
8177023/IGWN-GWTC3p0-v2-GW200115_042309_PEDataRelease_mixed_cosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM:HighSpin,16089,4.7412,4.74799,0.21086,4.39971,5.10837,0.70865,4.441,0.5728,0,0,-0.16812,0.24992
8177023/IGWN-GWTC3p0-v2-GW200115_042309_PEDataRelease_mixed_nocosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM:HighSpin,20000,4.74169,4.74827,0.21101,4.39841,5.10862,0.71021,4.4439,0.57231,0,0,-0.16874,0.25013
8177023/IGWN-GWTC3p0-v2-GW200128_022011_PEDataRelease_mixed_cosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,26969,5.38214,5.37021,0.09514,5.20357,5.49487,0.2913,1.7716,0.06814,1,0,0.07971,0.79146
8177023/IGWN-GWTC3p0-v2-GW200128_022011_PEDataRelease_mixed_nocosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,150506,5.3861,5.37575,0.09111,5.21443,5.49851,0.28408,1.6949,0.0721,1,0,0.0915,0.78723
8177023/IGWN-GWTC3p0-v2-GW200129_065458_PEDataRelease_mixed_cosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,87429,5.38488,5.34722,0.10739,5.13131,5.46635,0.33504,2.0084,0.07088,1,0,0.10751,0.72507
8177023/IGWN-GWTC3p0-v2-GW200129_065458_PEDataRelease_mixed_nocosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,148072,5.38486,5.34851,0.10561,5.136,5.46639,0.33039,1.9745,0.07086,1,0,0.10956,0.71665
8177023/IGWN-GWTC3p0-v2-GW200202_154313_PEDataRelease_mixed_cosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,126430,5.34633,5.3165,0.08693,5.15856,5.38471,0.22615,1.6351,0.03233,1,0,0.03609,0.71302
8177023/IGWN-GWTC3p0-v2-GW200202_154313_PEDataRelease_mixed_nocosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,170115,5.34602,5.31613,0.08729,5.15705,5.38473,0.22768,1.642,0.03202,1,0,0.03626,0.71178
8177023/IGWN-GWTC3p0-v2-GW200208_130117_PEDataRelease_mixed_cosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,38722,5.29367,5.27382,0.10773,5.06574,5.40835,0.34261,2.0427,0.02033,1,0,-0.08538,0.7253
8177023/IGWN-GWTC3p0-v2-GW200208_130117_PEDataRelease_mixed_nocosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,104414,5.30511,5.28622,0.10359,5.08804,5.41682,0.32878,1.9596,0.00889,1,0,-0.06466,0.73449
8177023/IGWN-GWTC3p0-v2-GW200208_222617_PEDataRelease_mixed_cosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,24495,4.89226,4.86894,0.4282,4.1673,5.50428,1.33697,8.7946,0.42174,1,0,0.62366,0.1432
8177023/IGWN-GWTC3p0-v2-GW200208_222617_PEDataRelease_mixed_nocosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,209178,5.04559,4.99548,0.39244,4.33849,5.55401,1.21552,7.8559,0.26841,1,0,0.66692,0.15946
8177023/IGWN-GWTC3p0-v2-GW200209_085452_PEDataRelease_mixed_cosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,30588,5.29459,5.2793,0.10164,5.09731,5.40696,0.30965,1.9253,0.01941,1,0,-0.1248,0.78075
8177023/IGWN-GWTC3p0-v2-GW200209_085452_PEDataRelease_mixed_nocosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,161419,5.30377,5.29109,0.09325,5.1274,5.41301,0.28561,1.7624,0.01023,1,0,-0.10655,0.78983
8177023/IGWN-GWTC3p0-v2-GW200210_092254_PEDataRelease_mixed_cosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,78491,4.22393,4.20895,0.14627,3.96043,4.43057,0.47015,3.4751,1.09007,0,0,0.03461,0.11401
8177023/IGWN-GWTC3p0-v2-GW200210_092254_PEDataRelease_mixed_nocosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,141688,4.22785,4.21303,0.15017,3.96183,4.43311,0.47128,3.5644,1.08615,0,0,0.03108,0.11488
8177023/IGWN-GWTC3p0-v2-GW200216_220804_PEDataRelease_mixed_cosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,17943,5.29999,5.21274,0.28015,4.62782,5.52087,0.89305,5.3742,0.01401,1,0,0.08052,0.58714
8177023/IGWN-GWTC3p0-v2-GW200216_220804_PEDataRelease_mixed_nocosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,145692,5.34859,5.29508,0.22306,4.83752,5.54795,0.71043,4.2126,0.03459,1,0,0.12547,0.65408
8177023/IGWN-GWTC3p0-v2-GW200219_094415_PEDataRelease_mixed_cosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,28386,5.29721,5.27748,0.10675,5.08166,5.40383,0.32217,2.0227,0.01679,1,0,-0.09682,0.75916
8177023/IGWN-GWTC3p0-v2-GW200219_094415_PEDataRelease_mixed_nocosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,154656,5.30588,5.28867,0.09839,5.10908,5.40867,0.29959,1.8605,0.00812,1,0,-0.0841,0.76732
8177023/IGWN-GWTC3p0-v2-GW200220_061928_PEDataRelease_mixed_cosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,7327,5.33283,5.28426,0.23488,4.86706,5.53049,0.66343,4.4448,0.01883,1,0,0.03726,0.7214
8177023/IGWN-GWTC3p0-v2-GW200220_061928_PEDataRelease_mixed_nocosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,123819,5.35991,5.34305,0.16681,5.07068,5.56257,0.49188,3.1219,0.04591,1,0,0.08048,0.73644
8177023/IGWN-GWTC3p0-v2-GW200220_124850_PEDataRelease_mixed_cosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,13497,5.30265,5.28453,0.11766,5.07549,5.43286,0.35737,2.2265,0.01135,1,0,-0.07409,0.74494
8177023/IGWN-GWTC3p0-v2-GW200220_124850_PEDataRelease_mixed_nocosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,96667,5.31584,5.30189,0.10604,5.11438,5.4438,0.32942,2.0,0.00184,1,0,-0.05354,0.76008
8177023/IGWN-GWTC3p0-v2-GW200224_222234_PEDataRelease_mixed_cosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,88200,5.39807,5.38504,0.07635,5.25215,5.47396,0.22182,1.4179,0.08407,1,0,0.1001,0.80287
8177023/IGWN-GWTC3p0-v2-GW200224_222234_PEDataRelease_mixed_nocosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,216261,5.39961,5.38728,0.0731,5.25941,5.47362,0.2142,1.3568,0.08561,1,0,0.10325,0.8039
8177023/IGWN-GWTC3p0-v2-GW200225_060421_PEDataRelease_mixed_cosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,88167,5.28045,5.25746,0.09485,5.07332,5.37176,0.29844,1.804,0.03355,1,0,-0.13808,0.72805
8177023/IGWN-GWTC3p0-v2-GW200225_060421_PEDataRelease_mixed_nocosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,195767,5.2858,5.26269,0.09283,5.08028,5.37323,0.29295,1.764,0.0282,1,0,-0.12709,0.73332
8177023/IGWN-GWTC3p0-v2-GW200302_015811_PEDataRelease_mixed_cosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,39475,5.20193,5.18922,0.1637,4.90049,5.42401,0.52352,3.1546,0.11207,1,0,-0.00115,0.48961
8177023/IGWN-GWTC3p0-v2-GW200302_015811_PEDataRelease_mixed_nocosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,104245,5.22511,5.21011,0.16147,4.92427,5.43747,0.5132,3.0991,0.08889,1,0,0.0131,0.507
8177023/IGWN-GWTC3p0-v2-GW200306_093714_PEDataRelease_mixed_cosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,29333,5.37645,5.30927,0.28672,4.75267,5.6321,0.87943,5.4004,0.06245,1,0,0.31023,0.53709
8177023/IGWN-GWTC3p0-v2-GW200306_093714_PEDataRelease_mixed_nocosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,116436,5.421,5.35411,0.26437,4.84352,5.64658,0.80306,4.9377,0.107,1,0,0.35688,0.55894
8177023/IGWN-GWTC3p0-v2-GW200308_173609_PEDataRelease_mixed_cosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,3341,5.18551,5.02252,0.53315,3.92404,5.68141,1.75737,10.6151,0.12849,1,0,0.127,0.34911
8177023/IGWN-GWTC3p0-v2-GW200308_173609_PEDataRelease_mixed_nocosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,132606,5.17086,4.97325,0.53186,3.86066,5.56754,1.70689,10.6943,0.14314,1,0,0.0576,0.39257
8177023/IGWN-GWTC3p0-v2-GW200311_115853_PEDataRelease_mixed_cosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,109150,5.33818,5.32296,0.07607,5.17646,5.41461,0.23814,1.4292,0.02418,1,0,-0.03566,0.79821
8177023/IGWN-GWTC3p0-v2-GW200311_115853_PEDataRelease_mixed_nocosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,202628,5.33905,5.32466,0.07449,5.18214,5.41585,0.23371,1.3989,0.02505,1,0,-0.03254,0.7965
8177023/IGWN-GWTC3p0-v2-GW200316_215756_PEDataRelease_mixed_cosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,67196,5.29163,5.2329,0.17553,4.84595,5.40293,0.55698,3.3544,0.02237,1,0,0.15073,0.51948
8177023/IGWN-GWTC3p0-v2-GW200316_215756_PEDataRelease_mixed_nocosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,134403,5.29347,5.23358,0.17645,4.8437,5.40327,0.55957,3.3715,0.02053,1,0,0.14885,0.52251
8177023/IGWN-GWTC3p0-v2-GW200322_091133_PEDataRelease_mixed_cosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,4140,5.02623,4.71668,0.78426,3.13001,5.5739,2.44389,16.6274,0.28777,1,0,0.10082,0.29863
8177023/IGWN-GWTC3p0-v2-GW200322_091133_PEDataRelease_mixed_nocosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,137340,4.63211,4.46118,0.8829,2.9548,5.54835,2.59354,19.7906,0.68189,0,0,0.03725,0.18575
IGWN-GWTC4p0-0f954158d_720-GW230518_125908-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,11711,4.55241,4.55647,0.06338,4.45848,4.66334,0.20486,1.391,0.76159,0,0,-0.01241,0.17666
IGWN-GWTC4p0-0f954158d_720-GW230529_181500-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM:HighSpin,5489,5.06675,5.07285,0.11441,4.88413,5.26345,0.37932,2.2553,0.24725,1,0,-0.11246,0.40954
IGWN-GWTC4p0-0f954158d_720-GW230601_224134-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,14438,5.30293,5.28731,0.11634,5.07655,5.44557,0.36901,2.2004,0.01107,1,0,-0.02015,0.67657
IGWN-GWTC4p0-0f954158d_720-GW230605_065343-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,15769,5.3287,5.30639,0.08123,5.1465,5.39665,0.25014,1.5307,0.0147,1,0,0.06829,0.64059
IGWN-GWTC4p0-0f954158d_720-GW230606_004305-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,13904,5.2668,5.24302,0.12462,5.00833,5.39151,0.38318,2.3768,0.0472,1,0,-0.13613,0.71261
IGWN-GWTC4p0-0f954158d_720-GW230608_205047-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,13528,5.32344,5.2922,0.15037,5.00462,5.47986,0.47524,2.8414,0.00944,1,0,0.04976,0.63526
IGWN-GWTC4p0-0f954158d_720-GW230609_064958-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,13019,5.27794,5.25686,0.10504,5.05845,5.38235,0.3239,1.9981,0.03606,1,0,-0.14268,0.73367
IGWN-GWTC4p0-0f954158d_720-GW230624_113103-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,15846,5.34441,5.32296,0.13217,5.09405,5.48538,0.39134,2.483,0.03041,1,0,0.13669,0.62524
IGWN-GWTC4p0-0f954158d_720-GW230627_015337-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,9688,5.33628,5.32492,0.04277,5.23885,5.37159,0.13275,0.8032,0.02228,1,0,0.02096,0.69043
IGWN-GWTC4p0-0f954158d_720-GW230628_231200-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,15446,5.36124,5.35672,0.05125,5.26829,5.43016,0.16187,0.9568,0.04724,1,0,-0.00228,0.84659
IGWN-GWTC4p0-0f954158d_720-GW230630_125806-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,16819,5.39305,5.3586,0.18689,5.00246,5.59151,0.58904,3.4876,0.07905,1,0,0.20262,0.65128
IGWN-GWTC4p0-0f954158d_720-GW230630_234532-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,15135,5.30131,5.27847,0.07368,5.1327,5.35043,0.21773,1.3959,0.01269,1,0,-0.04014,0.67306
IGWN-GWTC4p0-0f954158d_720-GW230702_185453-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,17288,5.13821,5.09979,0.22133,4.69617,5.38364,0.68747,4.3399,0.17579,1,0,0.05871,0.4074
IGWN-GWTC4p0-0f954158d_720-GW230704_021211-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,23018,5.28105,5.25673,0.12649,5.01925,5.41655,0.3973,2.4062,0.03295,1,0,-0.01389,0.60694
IGWN-GWTC4p0-0f954158d_720-GW230704_212616-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,23006,5.38206,5.32731,0.25624,4.80981,5.64,0.83019,4.8099,0.06806,1,0,0.37719,0.49525
IGWN-GWTC4p0-0f954158d_720-GW230706_104333-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,15235,5.40878,5.39623,0.07499,5.25824,5.49128,0.23304,1.3896,0.09478,1,0,0.19291,0.71357
IGWN-GWTC4p0-0f954158d_720-GW230707_124047-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,13678,5.333,5.32659,0.08199,5.19264,5.44408,0.25144,1.5392,0.019,1,0,-0.04347,0.81336
IGWN-GWTC4p0-0f954158d_720-GW230708_053705-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,15934,5.38436,5.38055,0.07464,5.25455,5.49555,0.241,1.3871,0.07036,1,0,0.07729,0.80791
IGWN-GWTC4p0-0f954158d_720-GW230708_230935-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,14977,5.29116,5.25752,0.16924,4.9314,5.46462,0.53322,3.2189,0.02284,1,0,0.02428,0.59922
IGWN-GWTC4p0-0f954158d_720-GW230709_122727-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,12263,5.35381,5.32265,0.1688,4.98678,5.52848,0.5417,3.1713,0.03981,1,0,0.09451,0.69728
IGWN-GWTC4p0-0f954158d_720-GW230712_090405-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,26163,5.08814,5.05072,0.27933,4.53409,5.42496,0.89087,5.5306,0.22586,1,0,-0.04105,0.40744
IGWN-GWTC4p0-0f954158d_720-GW230723_101834-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,15000,5.24801,5.22865,0.10718,5.04732,5.3744,0.32708,2.0498,0.06599,1,0,-0.15887,0.63771
IGWN-GWTC4p0-0f954158d_720-GW230726_002940-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,13791,5.34321,5.33769,0.06778,5.22141,5.43807,0.21666,1.2699,0.02921,1,0,-0.01655,0.79975
IGWN-GWTC4p0-0f954158d_720-GW230729_082317-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,12605,5.33515,5.27928,0.14794,4.96752,5.417,0.44948,2.8023,0.02115,1,0,0.12476,0.61037
IGWN-GWTC4p0-0f954158d_720-GW230731_215307-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,10904,5.32715,5.31152,0.04799,5.21709,5.35727,0.14018,0.9036,0.01315,1,0,-0.04788,0.76269
IGWN-GWTC4p0-0f954158d_720-GW230803_033412-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,16784,5.33373,5.30682,0.15002,5.02765,5.49864,0.47099,2.827,0.01973,1,0,0.09899,0.60337
IGWN-GWTC4p0-0f954158d_720-GW230805_034249-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,16941,5.33543,5.3009,0.15431,4.99934,5.48691,0.48757,2.911,0.02143,1,0,0.08199,0.63868
IGWN-GWTC4p0-0f954158d_720-GW230806_204041-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,14235,5.36262,5.34045,0.13465,5.09002,5.51188,0.42186,2.5212,0.04862,1,0,0.09289,0.71172
