event_file,catalog,waveform_key,median_n,in_bbh_band,n_posterior_samples,median_chi_eff,e_chi2_posterior,e_chi2_median2,beta_posterior,beta_median2,delta_beta,gb_old_beta,gb_new_beta,spin_cat
IGWN-GWTC4p0-0f954158d_720-GW230630_234532-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.30131,1,15135,-0.04014,0.005964,0.001611,0.98807,0.99678,-0.00871,0.82593,1.0,near_zero
IGWN-GWTC4p0-0f954158d_720-GW230702_185453-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.13821,1,17288,0.05871,0.029262,0.003447,0.94148,0.99311,-0.05163,0.87252,1.0,low
IGWN-GWTC4p0-0f954158d_720-GW230704_021211-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.28105,1,23018,-0.01389,0.016133,0.000193,0.96773,0.99961,-0.03188,0.84627,1.0,near_zero
IGWN-GWTC4p0-0f954158d_720-GW230704_212616-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.38206,1,23006,0.37719,0.170918,0.142274,0.65816,0.71545,-0.05729,1.15584,1.0,high
IGWN-GWTC4p0-0f954158d_720-GW230706_104333-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.40878,1,15235,0.19291,0.042923,0.037215,0.91415,0.92557,-0.01142,0.89985,1.0,mid
IGWN-GWTC4p0-0f954158d_720-GW230707_124047-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.333,1,13678,-0.04347,0.027165,0.00189,0.94567,0.99622,-0.05055,0.86833,1.0,near_zero
IGWN-GWTC4p0-0f954158d_720-GW230708_053705-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.38436,1,15934,0.07729,0.024566,0.005973,0.95087,0.98805,-0.03719,0.86313,1.0,low
IGWN-GWTC4p0-0f954158d_720-GW230708_230935-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.29116,1,14977,0.02428,0.028352,0.000589,0.9433,0.99882,-0.05553,0.8707,1.0,near_zero
IGWN-GWTC4p0-0f954158d_720-GW230709_122727-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.35381,1,12263,0.09451,0.041512,0.008933,0.91698,0.98213,-0.06516,0.89702,1.0,low
IGWN-GWTC4p0-0f954158d_720-GW230712_090405-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.08814,1,26163,-0.04105,0.035241,0.001685,0.92952,0.99663,-0.06711,0.88448,1.0,near_zero
IGWN-GWTC4p0-0f954158d_720-GW230723_101834-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.24801,1,15000,-0.15887,0.043988,0.02524,0.91202,0.94952,-0.0375,0.90198,1.0,mid
IGWN-GWTC4p0-0f954158d_720-GW230726_002940-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.34321,1,13791,-0.01655,0.016669,0.000274,0.96666,0.99945,-0.03279,0.84734,1.0,near_zero
IGWN-GWTC4p0-0f954158d_720-GW230729_082317-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.33515,1,12605,0.12476,0.0339,0.015564,0.9322,0.96887,-0.03667,0.8818,1.0,mid
IGWN-GWTC4p0-0f954158d_720-GW230731_215307-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.32715,1,10904,-0.04788,0.00414,0.002293,0.99172,0.99541,-0.00369,0.82228,1.0,near_zero
IGWN-GWTC4p0-0f954158d_720-GW230803_033412-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.33373,1,16784,0.09899,0.039639,0.009798,0.92072,0.9804,-0.05968,0.89328,1.0,low
IGWN-GWTC4p0-0f954158d_720-GW230805_034249-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.33543,1,16941,0.08199,0.030235,0.006722,0.93953,0.98656,-0.04703,0.87447,1.0,low
IGWN-GWTC4p0-0f954158d_720-GW230806_204041-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.36262,1,14235,0.09289,0.034113,0.008628,0.93177,0.98274,-0.05097,0.88223,1.0,low
IGWN-GWTC4p0-0f954158d_720-GW230811_032116-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.30473,1,17874,0.01711,0.010668,0.000293,0.97866,0.99941,-0.02075,0.83534,1.0,near_zero
IGWN-GWTC4p0-0f954158d_720-GW230814_061920-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.31596,1,13478,0.05286,0.024317,0.002794,0.95137,0.99441,-0.04305,0.86263,1.0,low
IGWN-GWTC4p0-0f954158d_720-GW230814_230901-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.35945,1,13460,-0.01034,0.001464,0.000107,0.99707,0.99979,-0.00271,0.81693,1.0,near_zero
IGWN-GWTC4p0-0f954158d_720-GW230819_171910-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.14527,1,15680,-0.02915,0.058953,0.000849,0.88209,0.9983,-0.11621,0.93191,1.0,near_zero
IGWN-GWTC4p0-0f954158d_720-GW230820_212515-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.31583,1,15759,0.20929,0.076684,0.043801,0.84663,0.9124,-0.06577,0.96737,1.0,mid
IGWN-GWTC4p0-0f954158d_720-GW230824_033047-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.32298,1,13206,0.00218,0.019497,5e-06,0.96101,0.99999,-0.03899,0.85299,1.0,near_zero
IGWN-GWTC4p0-0f954158d_720-GW230825_041334-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.46935,1,13826,0.31738,0.118134,0.100729,0.76373,0.79854,-0.03481,1.05027,1.0,high
IGWN-GWTC4p0-0f954158d_720-GW230831_015414-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.35369,1,14508,0.04275,0.02945,0.001828,0.9411,0.99634,-0.05524,0.8729,1.0,near_zero
IGWN-GWTC4p0-0f954158d_720-GW230904_051013-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.33891,1,15560,0.05618,0.010255,0.003156,0.97949,0.99369,-0.0142,0.83451,1.0,low
IGWN-GWTC4p0-0f954158d_720-GW230911_195324-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.25947,1,18595,-0.029,0.015676,0.000841,0.96865,0.99832,-0.02967,0.84535,1.0,near_zero
IGWN-GWTC4p0-0f954158d_720-GW230914_111401-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.33799,1,18353,0.12752,0.029849,0.016262,0.9403,0.96748,-0.02717,0.8737,1.0,mid
IGWN-GWTC4p0-0f954158d_720-GW230919_215712-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.42664,1,15670,0.18229,0.038588,0.03323,0.92282,0.93354,-0.01072,0.89118,1.0,mid
IGWN-GWTC4p0-0f954158d_720-GW230920_071124-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.34031,1,15199,-0.00189,0.016115,4e-06,0.96777,0.99999,-0.03222,0.84623,1.0,near_zero
IGWN-GWTC4p0-0f954158d_720-GW230922_020344-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.34382,1,19000,0.03535,0.014453,0.00125,0.97109,0.9975,-0.02641,0.84291,1.0,near_zero
IGWN-GWTC4p0-0f954158d_720-GW230922_040658-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.4457,1,14201,0.33778,0.132894,0.114092,0.73421,0.77182,-0.0376,1.07979,1.0,high
IGWN-GWTC4p0-0f954158d_720-GW230924_124453-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.36288,1,14630,0.01957,0.010037,0.000383,0.97993,0.99923,-0.01931,0.83407,1.0,near_zero
IGWN-GWTC4p0-0f954158d_720-GW230927_043729-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.35326,1,13148,0.0071,0.014509,5e-05,0.97098,0.9999,-0.02892,0.84302,1.0,near_zero
IGWN-GWTC4p0-0f954158d_720-GW230927_153832-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.35863,1,14161,0.04056,0.003613,0.001645,0.99277,0.99671,-0.00394,0.82123,1.0,near_zero
IGWN-GWTC4p0-0f954158d_720-GW230928_215827-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.50068,1,19357,0.42045,0.182629,0.176775,0.63474,0.64645,-0.01171,1.17926,1.0,high
IGWN-GWTC4p0-0f954158d_720-GW230930_110730-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.34389,1,11732,0.02766,0.024363,0.000765,0.95127,0.99847,-0.0472,0.86273,1.0,near_zero
IGWN-GWTC4p0-0f954158d_720-GW231001_140220-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.20984,1,16041,-0.04788,0.039667,0.002293,0.92067,0.99541,-0.07475,0.89333,1.0,near_zero
IGWN-GWTC4p0-0f954158d_720-GW231004_232346-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.20081,1,15804,-0.05118,0.042652,0.002619,0.9147,0.99476,-0.08007,0.8993,1.0,low
IGWN-GWTC4p0-0f954158d_720-GW231005_021030-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.31847,1,13730,0.11233,0.059978,0.012618,0.88004,0.97476,-0.09472,0.93396,1.0,mid
IGWN-GWTC4p0-0f954158d_720-GW231005_091549-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.32519,1,12902,-0.03843,0.023047,0.001477,0.95391,0.99705,-0.04314,0.86009,1.0,near_zero
IGWN-GWTC4p0-0f954158d_720-GW231008_142521-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.25411,1,16800,-0.02524,0.022363,0.000637,0.95527,0.99873,-0.04345,0.85873,1.0,near_zero
IGWN-GWTC4p0-0f954158d_720-GW231014_040532-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.39742,1,16903,0.18128,0.05586,0.032862,0.88828,0.93428,-0.046,0.92572,1.0,mid
IGWN-GWTC4p0-0f954158d_720-GW231018_233037-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.29969,1,15611,0.01478,0.009188,0.000218,0.98162,0.99956,-0.01794,0.83238,1.0,near_zero
IGWN-GWTC4p0-0f954158d_720-GW231020_142947-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.34416,1,14942,0.15116,0.043661,0.022849,0.91268,0.9543,-0.04162,0.90132,1.0,mid
IGWN-GWTC4p0-0f954158d_720-GW231028_153006-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.58597,1,15128,0.49569,0.250419,0.245709,0.49916,0.50858,-0.00942,1.31484,1.0,high
IGWN-GWTC4p0-0f954158d_720-GW231029_111508-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.35636,1,13488,0.14528,0.041772,0.021108,0.91646,0.95778,-0.04133,0.89754,1.0,mid
IGWN-GWTC4p0-0f954158d_720-GW231102_071736-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.36361,1,15330,0.07405,0.019582,0.005483,0.96084,0.98903,-0.0282,0.85316,1.0,low
IGWN-GWTC4p0-0f954158d_720-GW231104_133418-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.3873,1,13042,0.14553,0.026367,0.021178,0.94727,0.95764,-0.01038,0.86673,1.0,mid
IGWN-GWTC4p0-0f954158d_720-GW231108_125142-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.31141,1,16031,-0.07625,0.012383,0.005815,0.97523,0.98837,-0.01314,0.83877,1.0,low
IGWN-GWTC4p0-0f954158d_720-GW231110_040320-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.37099,1,16586,0.17464,0.036001,0.030498,0.928,0.939,-0.01101,0.886,1.0,mid
IGWN-GWTC4p0-0f954158d_720-GW231113_122623-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.49228,1,17278,0.36482,0.148738,0.133094,0.70252,0.73381,-0.03129,1.11148,1.0,high
IGWN-GWTC4p0-0f954158d_720-GW231113_200417-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.36428,1,13984,0.12531,0.022627,0.015702,0.95475,0.9686,-0.01385,0.85925,1.0,mid
IGWN-GWTC4p0-0f954158d_720-GW231114_043211-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.07038,1,17986,0.09097,0.021987,0.008275,0.95603,0.98345,-0.02742,0.85797,1.0,low
IGWN-GWTC4p0-0f954158d_720-GW231118_005626-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.41535,1,17887,0.39286,0.157454,0.154336,0.68509,0.69133,-0.00624,1.12891,1.0,high
IGWN-GWTC4p0-0f954158d_720-GW231118_071402-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.38122,1,15567,0.12777,0.044648,0.016325,0.9107,0.96735,-0.05665,0.9033,1.0,mid
IGWN-GWTC4p0-0f954158d_720-GW231118_090602-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.25852,1,17286,0.11951,0.060212,0.014283,0.87958,0.97143,-0.09186,0.93442,1.0,mid
IGWN-GWTC4p0-0f954158d_720-GW231119_075248-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.32686,1,14216,-0.00049,0.027941,0.0,0.94412,1.0,-0.05588,0.86988,1.0,near_zero
IGWN-GWTC4p0-0f954158d_720-GW231123_135430-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.2957,1,19980,0.03907,0.013708,0.001526,0.97258,0.99695,-0.02436,0.84142,1.0,near_zero
IGWN-GWTC4p0-0f954158d_720-GW231127_165300-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.306,1,14592,0.04064,0.036807,0.001651,0.92639,0.9967,-0.07031,0.88761,1.0,near_zero
IGWN-GWTC4p0-0f954158d_720-GW231129_081745-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.26245,1,14785,0.0274,0.02336,0.000751,0.95328,0.9985,-0.04522,0.86072,1.0,near_zero
IGWN-GWTC4p0-0f954158d_720-GW231206_233134-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.31785,1,13230,-0.09006,0.027235,0.008112,0.94553,0.98378,-0.03825,0.86847,1.0,low
IGWN-GWTC4p0-0f954158d_720-GW231206_233901-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.33583,1,15034,-0.02925,0.00748,0.000856,0.98504,0.99829,-0.01325,0.82896,1.0,near_zero
IGWN-GWTC4p0-0f954158d_720-GW231213_111417-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.38029,1,14380,0.0767,0.024746,0.005883,0.95051,0.98823,-0.03773,0.86349,1.0,low
IGWN-GWTC4p0-0f954158d_720-GW231221_135041-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.29813,1,16198,0.03933,0.057907,0.001547,0.88419,0.99691,-0.11272,0.92981,1.0,near_zero
IGWN-GWTC4p0-0f954158d_720-GW231223_032836-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.23927,1,15011,-0.16159,0.074438,0.026112,0.85112,0.94778,-0.09665,0.96288,1.0,mid
IGWN-GWTC4p0-0f954158d_720-GW231223_075055-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.2897,1,18392,0.07208,0.018654,0.005196,0.96269,0.98961,-0.02692,0.85131,1.0,low
IGWN-GWTC4p0-0f954158d_720-GW231223_202619-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.37843,1,13892,0.10497,0.017811,0.011019,0.96438,0.97796,-0.01359,0.84962,1.0,mid
IGWN-GWTC4p0-0f954158d_720-GW231224_024321-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.34842,1,16775,-0.00516,0.001586,2.7e-05,0.99683,0.99995,-0.00312,0.81717,1.0,near_zero
IGWN-GWTC4p0-0f954158d_720-GW231226_101520-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.33863,1,15030,-0.0738,0.007762,0.005447,0.98448,0.98911,-0.00463,0.82952,1.0,low
IGWN-GWTC4p0-0f954158d_720-GW231230_170116-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.22859,1,15694,-0.21668,0.088637,0.046949,0.82273,0.9061,-0.08338,0.99127,1.0,mid
IGWN-GWTC4p0-0f954158d_720-GW231231_154016-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.33311,1,13245,-0.02865,0.005346,0.000821,0.98931,0.99836,-0.00905,0.82469,1.0,near_zero
IGWN-GWTC4p0-0f954158d_720-GW240104_164932-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.39889,1,14325,0.12554,0.027053,0.015761,0.94589,0.96848,-0.02258,0.86811,1.0,mid
IGWN-GWTC4p0-0f954158d_720-GW240107_013215-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.36989,1,18048,0.33875,0.143914,0.11475,0.71217,0.7705,-0.05833,1.10183,1.0,high
IGWN-GWTC4p0-0f954158d_720-GW240109_050431-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.25834,1,15285,-0.07599,0.021558,0.005774,0.95688,0.98845,-0.03157,0.85712,1.0,low
