event_file,catalog,event_type,waveform_key,median_n,std_n,in_bbh_band,median_chi_eff,n_samples
8177023/IGWN-GWTC3p0-v2-GW200129_065458_PEDataRelease_mixed_nocosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,5.38486,0.10561,1,0.10956,148072
8177023/IGWN-GWTC3p0-v2-GW200202_154313_PEDataRelease_mixed_cosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,5.34633,0.08693,1,0.03609,126430
8177023/IGWN-GWTC3p0-v2-GW200202_154313_PEDataRelease_mixed_nocosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,5.34602,0.08729,1,0.03626,170115
8177023/IGWN-GWTC3p0-v2-GW200208_130117_PEDataRelease_mixed_cosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,5.29367,0.10773,1,-0.08538,38722
8177023/IGWN-GWTC3p0-v2-GW200208_130117_PEDataRelease_mixed_nocosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,5.30511,0.10359,1,-0.06466,104414
8177023/IGWN-GWTC3p0-v2-GW200208_222617_PEDataRelease_mixed_cosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,4.89226,0.4282,1,0.62366,24495
8177023/IGWN-GWTC3p0-v2-GW200208_222617_PEDataRelease_mixed_nocosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,5.04559,0.39244,1,0.66692,209178
8177023/IGWN-GWTC3p0-v2-GW200209_085452_PEDataRelease_mixed_cosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,5.29459,0.10164,1,-0.1248,30588
8177023/IGWN-GWTC3p0-v2-GW200209_085452_PEDataRelease_mixed_nocosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,5.30377,0.09325,1,-0.10655,161419
8177023/IGWN-GWTC3p0-v2-GW200210_092254_PEDataRelease_mixed_cosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,4.22393,0.14627,0,0.03461,78491
8177023/IGWN-GWTC3p0-v2-GW200210_092254_PEDataRelease_mixed_nocosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,4.22785,0.15017,0,0.03108,141688
8177023/IGWN-GWTC3p0-v2-GW200216_220804_PEDataRelease_mixed_cosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,5.29999,0.28015,1,0.08052,17943
8177023/IGWN-GWTC3p0-v2-GW200216_220804_PEDataRelease_mixed_nocosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,5.34859,0.22306,1,0.12547,145692
8177023/IGWN-GWTC3p0-v2-GW200219_094415_PEDataRelease_mixed_cosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,5.29721,0.10675,1,-0.09682,28386
8177023/IGWN-GWTC3p0-v2-GW200219_094415_PEDataRelease_mixed_nocosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,5.30588,0.09839,1,-0.0841,154656
8177023/IGWN-GWTC3p0-v2-GW200220_061928_PEDataRelease_mixed_cosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,5.33283,0.23488,1,0.03726,7327
8177023/IGWN-GWTC3p0-v2-GW200220_061928_PEDataRelease_mixed_nocosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,5.35991,0.16681,1,0.08048,123819
8177023/IGWN-GWTC3p0-v2-GW200220_124850_PEDataRelease_mixed_cosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,5.30265,0.11766,1,-0.07409,13497
8177023/IGWN-GWTC3p0-v2-GW200220_124850_PEDataRelease_mixed_nocosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,5.31584,0.10604,1,-0.05354,96667
8177023/IGWN-GWTC3p0-v2-GW200224_222234_PEDataRelease_mixed_cosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,5.39807,0.07635,1,0.1001,88200
8177023/IGWN-GWTC3p0-v2-GW200224_222234_PEDataRelease_mixed_nocosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,5.39961,0.0731,1,0.10325,216261
8177023/IGWN-GWTC3p0-v2-GW200225_060421_PEDataRelease_mixed_cosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,5.28045,0.09485,1,-0.13808,88167
8177023/IGWN-GWTC3p0-v2-GW200225_060421_PEDataRelease_mixed_nocosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,5.2858,0.09283,1,-0.12709,195767
8177023/IGWN-GWTC3p0-v2-GW200302_015811_PEDataRelease_mixed_cosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,5.20193,0.1637,1,-0.00115,39475
8177023/IGWN-GWTC3p0-v2-GW200302_015811_PEDataRelease_mixed_nocosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,5.22511,0.16147,1,0.0131,104245
8177023/IGWN-GWTC3p0-v2-GW200306_093714_PEDataRelease_mixed_cosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,5.37645,0.28672,1,0.31023,29333
8177023/IGWN-GWTC3p0-v2-GW200306_093714_PEDataRelease_mixed_nocosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,5.421,0.26437,1,0.35688,116436
8177023/IGWN-GWTC3p0-v2-GW200308_173609_PEDataRelease_mixed_cosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,5.18551,0.53315,1,0.127,3341
8177023/IGWN-GWTC3p0-v2-GW200308_173609_PEDataRelease_mixed_nocosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,5.17086,0.53186,1,0.0576,132606
8177023/IGWN-GWTC3p0-v2-GW200311_115853_PEDataRelease_mixed_cosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,5.33818,0.07607,1,-0.03566,109150
8177023/IGWN-GWTC3p0-v2-GW200311_115853_PEDataRelease_mixed_nocosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,5.33905,0.07449,1,-0.03254,202628
8177023/IGWN-GWTC3p0-v2-GW200316_215756_PEDataRelease_mixed_cosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,5.29163,0.17553,1,0.15073,67196
8177023/IGWN-GWTC3p0-v2-GW200316_215756_PEDataRelease_mixed_nocosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,5.29347,0.17645,1,0.14885,134403
8177023/IGWN-GWTC3p0-v2-GW200322_091133_PEDataRelease_mixed_cosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,5.02623,0.78426,1,0.10082,4140
8177023/IGWN-GWTC3p0-v2-GW200322_091133_PEDataRelease_mixed_nocosmo.h5,GWTC-3,BBH,C01:IMRPhenomXPHM,4.63211,0.8829,0,0.03725,137340
IGWN-GWTC4p0-0f954158d_720-GW230518_125908-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,4.55241,0.06338,0,-0.01241,11711
IGWN-GWTC4p0-0f954158d_720-GW230529_181500-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM:HighSpin,5.06675,0.11441,1,-0.11246,5489
IGWN-GWTC4p0-0f954158d_720-GW230601_224134-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.30293,0.11634,1,-0.02015,14438
IGWN-GWTC4p0-0f954158d_720-GW230605_065343-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.3287,0.08123,1,0.06829,15769
IGWN-GWTC4p0-0f954158d_720-GW230606_004305-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.2668,0.12462,1,-0.13613,13904
IGWN-GWTC4p0-0f954158d_720-GW230608_205047-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.32344,0.15037,1,0.04976,13528
IGWN-GWTC4p0-0f954158d_720-GW230609_064958-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.27794,0.10504,1,-0.14268,13019
IGWN-GWTC4p0-0f954158d_720-GW230624_113103-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.34441,0.13217,1,0.13669,15846
IGWN-GWTC4p0-0f954158d_720-GW230627_015337-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.33628,0.04277,1,0.02096,9688
IGWN-GWTC4p0-0f954158d_720-GW230628_231200-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.36124,0.05125,1,-0.00228,15446
IGWN-GWTC4p0-0f954158d_720-GW230630_125806-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.39305,0.18689,1,0.20262,16819
IGWN-GWTC4p0-0f954158d_720-GW230630_234532-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.30131,0.07368,1,-0.04014,15135
IGWN-GWTC4p0-0f954158d_720-GW230702_185453-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.13821,0.22133,1,0.05871,17288
IGWN-GWTC4p0-0f954158d_720-GW230704_021211-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.28105,0.12649,1,-0.01389,23018
IGWN-GWTC4p0-0f954158d_720-GW230704_212616-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.38206,0.25624,1,0.37719,23006
IGWN-GWTC4p0-0f954158d_720-GW230706_104333-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.40878,0.07499,1,0.19291,15235
IGWN-GWTC4p0-0f954158d_720-GW230707_124047-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.333,0.08199,1,-0.04347,13678
IGWN-GWTC4p0-0f954158d_720-GW230708_053705-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.38436,0.07464,1,0.07729,15934
IGWN-GWTC4p0-0f954158d_720-GW230708_230935-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.29116,0.16924,1,0.02428,14977
IGWN-GWTC4p0-0f954158d_720-GW230709_122727-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.35381,0.1688,1,0.09451,12263
IGWN-GWTC4p0-0f954158d_720-GW230712_090405-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.08814,0.27933,1,-0.04105,26163
IGWN-GWTC4p0-0f954158d_720-GW230723_101834-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.24801,0.10718,1,-0.15887,15000
IGWN-GWTC4p0-0f954158d_720-GW230726_002940-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.34321,0.06778,1,-0.01655,13791
IGWN-GWTC4p0-0f954158d_720-GW230729_082317-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.33515,0.14794,1,0.12476,12605
IGWN-GWTC4p0-0f954158d_720-GW230731_215307-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.32715,0.04799,1,-0.04788,10904
IGWN-GWTC4p0-0f954158d_720-GW230803_033412-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.33373,0.15002,1,0.09899,16784
IGWN-GWTC4p0-0f954158d_720-GW230805_034249-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.33543,0.15431,1,0.08199,16941
IGWN-GWTC4p0-0f954158d_720-GW230806_204041-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.36262,0.13465,1,0.09289,14235
IGWN-GWTC4p0-0f954158d_720-GW230811_032116-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.30473,0.09819,1,0.01711,17874
IGWN-GWTC4p0-0f954158d_720-GW230814_061920-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.31596,0.1325,1,0.05286,13478
IGWN-GWTC4p0-0f954158d_720-GW230814_230901-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.35945,0.01846,1,-0.01034,13460
IGWN-GWTC4p0-0f954158d_720-GW230819_171910-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.14527,0.30734,1,-0.02915,15680
IGWN-GWTC4p0-0f954158d_720-GW230820_212515-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.31583,0.30179,1,0.20929,15759
IGWN-GWTC4p0-0f954158d_720-GW230824_033047-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.32298,0.13723,1,0.00218,13206
IGWN-GWTC4p0-0f954158d_720-GW230825_041334-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.46935,0.14311,1,0.31738,13826
IGWN-GWTC4p0-0f954158d_720-GW230831_015414-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.35369,0.12777,1,0.04275,14508
IGWN-GWTC4p0-0f954158d_720-GW230904_051013-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.33891,0.08416,1,0.05618,15560
IGWN-GWTC4p0-0f954158d_720-GW230911_195324-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.25947,0.11833,1,-0.029,18595
IGWN-GWTC4p0-0f954158d_720-GW230914_111401-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.33799,0.13903,1,0.12752,18353
IGWN-GWTC4p0-0f954158d_720-GW230919_215712-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.42664,0.04916,1,0.18229,15670
IGWN-GWTC4p0-0f954158d_720-GW230920_071124-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.34031,0.10097,1,-0.00189,15199
IGWN-GWTC4p0-0f954158d_720-GW230922_020344-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.34382,0.0785,1,0.03535,19000
IGWN-GWTC4p0-0f954158d_720-GW230922_040658-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.4457,0.22737,1,0.33778,14201
IGWN-GWTC4p0-0f954158d_720-GW230924_124453-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.36288,0.05297,1,0.01957,14630
IGWN-GWTC4p0-0f954158d_720-GW230927_043729-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.35326,0.07204,1,0.0071,13148
IGWN-GWTC4p0-0f954158d_720-GW230927_153832-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.35863,0.03783,1,0.04056,14161
IGWN-GWTC4p0-0f954158d_720-GW230928_215827-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.50068,0.16403,1,0.42045,19357
IGWN-GWTC4p0-0f954158d_720-GW230930_110730-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.34389,0.1146,1,0.02766,11732
IGWN-GWTC4p0-0f954158d_720-GW231001_140220-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.20984,0.18448,1,-0.04788,16041
IGWN-GWTC4p0-0f954158d_720-GW231004_232346-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.20081,0.18936,1,-0.05118,15804
IGWN-GWTC4p0-0f954158d_720-GW231005_021030-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.31847,0.18777,1,0.11233,13730
IGWN-GWTC4p0-0f954158d_720-GW231005_091549-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.32519,0.10717,1,-0.03843,12902
IGWN-GWTC4p0-0f954158d_720-GW231008_142521-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.25411,0.18451,1,-0.02524,16800
IGWN-GWTC4p0-0f954158d_720-GW231014_040532-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.39742,0.13692,1,0.18128,16903
IGWN-GWTC4p0-0f954158d_720-GW231018_233037-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.29969,0.11047,1,0.01478,15611
IGWN-GWTC4p0-0f954158d_720-GW231020_142947-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.34416,0.15539,1,0.15116,14942
IGWN-GWTC4p0-0f954158d_720-GW231028_153006-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.58597,0.12946,1,0.49569,15128
IGWN-GWTC4p0-0f954158d_720-GW231029_111508-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.35636,0.16123,1,0.14528,13488
IGWN-GWTC4p0-0f954158d_720-GW231102_071736-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.36361,0.09338,1,0.07405,15330
IGWN-GWTC4p0-0f954158d_720-GW231104_133418-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.3873,0.07213,1,0.14553,13042
IGWN-GWTC4p0-0f954158d_720-GW231108_125142-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.31141,0.04841,1,-0.07625,16031
IGWN-GWTC4p0-0f954158d_720-GW231110_040320-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.37099,0.08562,1,0.17464,16586
IGWN-GWTC4p0-0f954158d_720-GW231113_122623-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.49228,0.16196,1,0.36482,17278
IGWN-GWTC4p0-0f954158d_720-GW231113_200417-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.36428,0.08846,1,0.12531,13984
IGWN-GWTC4p0-0f954158d_720-GW231114_043211-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.07038,0.15025,1,0.09097,17986
IGWN-GWTC4p0-0f954158d_720-GW231118_005626-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.41535,0.11216,1,0.39286,17887
IGWN-GWTC4p0-0f954158d_720-GW231118_071402-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.38122,0.1401,1,0.12777,15567
IGWN-GWTC4p0-0f954158d_720-GW231118_090602-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.25852,0.26587,1,0.11951,17286
IGWN-GWTC4p0-0f954158d_720-GW231119_075248-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.32686,0.15115,1,-0.00049,14216
IGWN-GWTC4p0-0f954158d_720-GW231123_135430-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.2957,0.07631,1,0.03907,19980
IGWN-GWTC4p0-0f954158d_720-GW231127_165300-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.306,0.19005,1,0.04064,14592
IGWN-GWTC4p0-0f954158d_720-GW231129_081745-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.26245,0.16046,1,0.0274,14785
IGWN-GWTC4p0-0f954158d_720-GW231206_233134-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.31785,0.07233,1,-0.09006,13230
IGWN-GWTC4p0-0f954158d_720-GW231206_233901-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.33583,0.0652,1,-0.02925,15034
IGWN-GWTC4p0-0f954158d_720-GW231213_111417-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.38029,0.09033,1,0.0767,14380
IGWN-GWTC4p0-0f954158d_720-GW231221_135041-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.29813,0.20095,1,0.03933,16198
IGWN-GWTC4p0-0f954158d_720-GW231223_032836-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.23927,0.16868,1,-0.16159,15011
IGWN-GWTC4p0-0f954158d_720-GW231223_075055-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.2897,0.13807,1,0.07208,18392
IGWN-GWTC4p0-0f954158d_720-GW231223_202619-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.37843,0.06877,1,0.10497,13892
IGWN-GWTC4p0-0f954158d_720-GW231224_024321-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.34842,0.03787,1,-0.00516,16775
IGWN-GWTC4p0-0f954158d_720-GW231226_101520-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.33863,0.02668,1,-0.0738,15030
IGWN-GWTC4p0-0f954158d_720-GW231230_170116-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.22859,0.18299,1,-0.21668,15694
IGWN-GWTC4p0-0f954158d_720-GW231231_154016-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.33311,0.04632,1,-0.02865,13245
IGWN-GWTC4p0-0f954158d_720-GW240104_164932-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.39889,0.08088,1,0.12554,14325
IGWN-GWTC4p0-0f954158d_720-GW240107_013215-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.36989,0.28232,1,0.33875,18048
IGWN-GWTC4p0-0f954158d_720-GW240109_050431-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,5.25834,0.0862,1,-0.07599,15285
