event,catalog,waveform,erad_strategy,per_sample_chi,M_total_Msun,chi_eff_med,chi_eff_std,redshift,lum_dist_Mpc,mass_ratio,n_seraphim,n_sph_std,n_carrier_schwarz,n_carrier_kerr,kerr_delta_n,n_BBH_theory,gap_schwarz,gap_kerr,alpha_inv,delta_schwarz,delta_kerr,log2_M
GW190917_114630,GWTC-2.1,C01:IMRPhenomXPHM,M_total-final_mass_source,True,11.7119,-0.0745,0.1976,0.1514,741.9952,0.2101,4.660212,0.212879,135.181836,135.266862,0.085026,5.313987,130.521624,130.60665,137.035999,-6.514375,-6.429349,3.549904
GW190924_021846,GWTC-2.1,C01:IMRPhenomXPHM,M_total-final_mass_source,True,14.2941,0.0457,0.117,0.1132,541.5676,0.5094,5.242744,0.166698,135.469275,135.420511,-0.048764,5.313987,130.226531,130.177768,137.035999,-6.809468,-6.858232,3.837343
GW190924_021846,GWTC-2.1,C01:IMRPhenomXPHM,M_total-final_mass_source,True,14.2604,0.0463,0.118,0.116,556.0756,0.509,5.242501,0.168668,135.465877,135.418681,-0.047197,5.313987,130.223377,130.17618,137.035999,-6.812622,-6.859819,3.833945
GW190925_232845,GWTC-2.1,C01:IMRPhenomXPHM,M_total-final_mass_source,True,36.8282,0.0811,0.1036,0.1819,908.2815,0.7413,5.364077,0.09103,136.834669,136.749056,-0.085614,5.313987,131.470593,131.384979,137.035999,-5.565406,-5.65102,5.202737
GW190925_232845,GWTC-2.1,C01:IMRPhenomXPHM,M_total-final_mass_source,True,36.6711,0.0829,0.1042,0.1871,936.9937,0.7415,5.364636,0.091483,136.828505,136.738115,-0.09039,5.313987,131.463869,131.373479,137.035999,-5.57213,-5.66252,5.196573
GW190926_050336,GWTC-2.1,C01:IMRPhenomXPHM,M_total-final_mass_source,True,61.6623,-0.0202,0.1744,0.5509,3273.8744,0.4985,5.204005,0.223486,137.578248,137.619983,0.041736,5.313987,132.374243,132.415979,137.035999,-4.661756,-4.620021,5.946316
GW190926_050336,GWTC-2.1,C01:IMRPhenomXPHM,M_total-final_mass_source,True,59.0562,-0.0076,0.1795,0.7189,4523.2707,0.5798,5.261442,0.197737,137.515949,137.541156,0.025208,5.313987,132.254507,132.279715,137.035999,-4.781492,-4.756284,5.884017
GW190929_012149,GWTC-2.1,C01:IMRPhenomXPHM,M_total-final_mass_source,True,93.3076,-0.0306,0.1536,0.5306,3129.2327,0.4034,5.095831,0.238233,138.175855,138.21522,0.039365,5.313987,133.080024,133.119389,137.035999,-3.955976,-3.91661,6.543923
GW190929_012149,GWTC-2.1,C01:IMRPhenomXPHM,M_total-final_mass_source,True,90.0049,-0.0203,0.1546,0.6189,3769.2235,0.4378,5.144286,0.218704,138.123864,138.159957,0.036093,5.313987,132.979578,133.015671,137.035999,-4.056421,-4.020328,6.491932
GW190930_133541,GWTC-2.1,C01:IMRPhenomXPHM,M_total-final_mass_source,True,20.4197,0.1472,0.1324,0.1555,764.0483,0.6274,5.348322,0.171579,135.983821,135.82902,-0.154801,5.313987,130.635499,130.480698,137.035999,-6.4005,-6.555301,4.351889
GW190930_133541,GWTC-2.1,C01:IMRPhenomXPHM,M_total-final_mass_source,True,20.3281,0.1487,0.1335,0.1603,789.9015,0.6249,5.347979,0.174768,135.977339,135.823359,-0.153979,5.313987,130.629359,130.47538,137.035999,-6.40664,-6.560619,4.345407
GW191103_012549,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,20.0274,0.2157,0.0892,0.1972,993.7858,0.6516,5.396941,0.126876,135.955836,135.706691,-0.249145,5.313987,130.558896,130.309751,137.035999,-6.477103,-6.726248,4.323904
GW191103_012549,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,19.8657,0.2175,0.0911,0.2085,1057.2372,0.6454,5.394502,0.13019,135.944139,135.688774,-0.255365,5.313987,130.549637,130.294272,137.035999,-6.486362,-6.741727,4.312207
GW191105_143521,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,18.5278,-0.0184,0.0828,0.2262,1158.7027,0.6935,5.314606,0.088906,135.843555,135.862085,0.01853,5.313987,130.528949,130.547479,137.035999,-6.50705,-6.48852,4.211623
GW191105_143521,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,18.4113,-0.0176,0.0832,0.2339,1203.1731,0.6906,5.313769,0.089879,135.834455,135.854868,0.020413,5.313987,130.520686,130.541099,137.035999,-6.515313,-6.4949,4.202523
GW191109_010717,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,111.363,-0.3112,0.2572,0.2197,1121.3526,0.7315,5.216586,0.13503,138.431058,138.703859,0.272801,5.313987,133.214473,133.487273,137.035999,-3.821527,-3.548726,6.799126
GW191109_010717,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,108.7483,-0.2938,0.2474,0.2535,1318.0133,0.738,5.224691,0.13003,138.396781,138.671697,0.274916,5.313987,133.17209,133.447006,137.035999,-3.863909,-3.588993,6.764849
GW191113_071753,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,35.573,0.0032,0.1641,0.2421,1251.258,0.1904,4.606549,0.294563,136.784642,136.801155,0.016514,5.313987,132.178092,132.194606,137.035999,-4.857907,-4.841393,5.15271
GW191113_071753,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,34.3837,0.0101,0.1776,0.2735,1437.2116,0.1993,4.642251,0.321573,136.735585,136.738788,0.003202,5.313987,132.093334,132.096537,137.035999,-4.942665,-4.939463,5.103653
GW191126_115259,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,20.5602,0.21,0.0843,0.3097,1658.4289,0.6823,5.403582,0.101746,135.993716,135.757122,-0.236593,5.313987,130.590133,130.35354,137.035999,-6.445866,-6.682459,4.361784
GW191126_115259,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,20.2869,0.2122,0.0852,0.3272,1767.4706,0.6767,5.402898,0.104767,135.974411,135.729365,-0.245046,5.313987,130.571514,130.326467,137.035999,-6.464486,-6.709532,4.342479
GW191127_050227,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,84.7759,0.1768,0.2178,0.5701,3412.025,0.3486,5.137051,0.466585,138.037514,137.796994,-0.24052,5.313987,132.900463,132.659943,137.035999,-4.135536,-4.376056,6.405582
GW191127_050227,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,81.4854,0.2588,0.2117,0.7282,4595.2896,0.4699,5.309676,0.370628,137.980402,137.660938,-0.319464,5.313987,132.670726,132.351262,137.035999,-4.365273,-4.684737,6.34847
GW191129_134029,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,17.6754,0.0648,0.0781,0.1583,779.5891,0.599,5.309786,0.091197,135.775599,135.695625,-0.079974,5.313987,130.465813,130.385839,137.035999,-6.570186,-6.65016,4.143667
GW191129_134029,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,17.6118,0.0658,0.0784,0.1626,802.6595,0.5962,5.308807,0.091605,135.770404,135.688049,-0.082355,5.313987,130.461598,130.379242,137.035999,-6.574401,-6.656757,4.138472
GW191204_110529,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,46.9785,0.0373,0.1549,0.3355,1819.1989,0.7246,5.339554,0.141712,137.185859,137.143781,-0.042078,5.313987,131.846305,131.804227,137.035999,-5.189694,-5.231772,5.553927
GW191204_110529,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,44.6289,0.0444,0.1601,0.4135,2324.5037,0.7202,5.340826,0.14486,137.11184,137.06834,-0.043499,5.313987,131.771013,131.727514,137.035999,-5.264986,-5.308485,5.479908
GW191204_171526,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,20.3555,0.1592,0.0417,0.1304,631.0594,0.6593,5.387196,0.063196,135.979278,135.795345,-0.183933,5.313987,130.592081,130.408149,137.035999,-6.443918,-6.62785,4.347346
GW191204_171526,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,20.3128,0.1594,0.0419,0.1329,644.1411,0.6579,5.386828,0.063494,135.97625,135.789773,-0.186477,5.313987,130.589421,130.402944,137.035999,-6.446578,-6.633055,4.344318
GW191215_223052,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,43.2039,-0.0536,0.1187,0.3522,1925.2414,0.7447,5.309682,0.078136,137.065022,137.13388,0.068859,5.313987,131.75534,131.824198,137.035999,-5.28066,-5.211801,5.43309
GW191215_223052,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,42.4701,-0.0423,0.1156,0.3796,2101.7905,0.7398,5.313574,0.078632,137.040308,137.087096,0.046788,5.313987,131.726734,131.773522,137.035999,-5.309265,-5.262477,5.408376
GW191216_213338,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,20.0659,0.1174,0.0941,0.0725,337.7468,0.5807,5.324671,0.140139,135.958608,135.828203,-0.130405,5.313987,130.633938,130.503532,137.035999,-6.402061,-6.532467,4.326676
GW191216_213338,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,20.0462,0.1173,0.0953,0.0737,343.2608,0.5808,5.324664,0.142139,135.957186,135.827088,-0.130098,5.313987,130.632522,130.502423,137.035999,-6.403477,-6.533576,4.325254
GW191219_163120,GWTC-3,C01:IMRPhenomXPHM:HighSpin,M_total-final_mass_source,True,32.7632,0.0048,0.0477,0.1098,523.9789,0.0369,3.272084,0.04671,136.665938,136.66157,-0.004368,5.313987,133.393854,133.389486,137.035999,-3.642145,-3.646513,5.034006
GW191219_163120,GWTC-3,C01:IMRPhenomXPHM:HighSpin,M_total-final_mass_source,True,32.6999,0.005,0.0481,0.1117,534.013,0.037,3.27263,0.060261,136.663148,136.656764,-0.006383,5.313987,133.390517,133.384134,137.035999,-3.645482,-3.651865,5.031216
GW191222_033537,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,79.5141,-0.0543,0.1346,0.4857,2814.3118,0.784,5.320872,0.095165,137.94507,138.009877,0.064807,5.313987,132.624198,132.689005,137.035999,-4.411801,-4.346995,6.313138
GW191222_033537,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,76.5762,-0.0399,0.1321,0.566,3382.4378,0.7752,5.325662,0.093478,137.890757,137.946329,0.055572,5.313987,132.565095,132.620667,137.035999,-4.470904,-4.415332,6.258825
GW191230_180458,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,85.1422,-0.0586,0.1757,0.681,4233.6398,0.7671,5.315506,0.125084,138.043734,138.11692,0.073186,5.313987,132.728229,132.801415,137.035999,-4.307771,-4.234585,6.411802
GW191230_180458,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,82.4549,-0.0389,0.1704,0.76,4841.4492,0.7748,5.325133,0.111439,137.997465,138.047125,0.04966,5.313987,132.672332,132.721992,137.035999,-4.363667,-4.314007,6.365533
GW200105_162426,GWTC-3,C01:IMRPhenomXPHM:HighSpin,M_total-final_mass_source,True,10.9488,0.0007,0.1275,0.0594,274.0177,0.2106,4.688254,0.136692,135.084639,135.087951,0.003312,5.313987,130.396386,130.399698,137.035999,-6.639614,-6.636302,3.452707
GW200105_162426,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,10.9488,0.0007,0.1275,0.0594,274.0177,0.2106,4.688254,0.136692,135.084639,135.087951,0.003312,5.313987,130.396386,130.399698,137.035999,-6.639614,-6.636302,3.452707
GW200112_155838,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,63.355,0.044,0.0892,0.2408,1243.7261,0.7577,5.361197,0.066228,137.617318,137.565659,-0.051659,5.313987,132.256121,132.204462,137.035999,-4.779878,-4.831537,5.985386
GW200112_155838,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,63.0319,0.0481,0.0887,0.2502,1298.888,0.7594,5.363361,0.065693,137.609942,137.553567,-0.056375,5.313987,132.246581,132.190206,137.035999,-4.789418,-4.845793,5.97801
GW200115_042309,GWTC-3,C01:IMRPhenomXPHM:HighSpin,M_total-final_mass_source,True,7.2802,-0.1681,0.1989,0.0624,288.3088,0.2499,4.741163,0.210859,134.495917,134.671029,0.175112,5.313987,129.754754,129.929866,137.035999,-7.281245,-7.106133,2.863985
GW200115_042309,GWTC-3,C01:IMRPhenomXPHM:HighSpin,M_total-final_mass_source,True,7.2716,-0.1687,0.199,0.0631,291.6436,0.2501,4.741659,0.211007,134.494213,134.668305,0.174092,5.313987,129.752554,129.926646,137.035999,-7.283445,-7.109353,2.862281
GW200128_022011,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,73.7024,0.0797,0.1404,0.5396,3193.0713,0.7915,5.382108,0.095136,137.835572,137.748619,-0.086952,5.313987,132.453463,132.366511,137.035999,-4.582536,-4.669488,6.20364
GW200128_022011,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,70.2069,0.0915,0.1367,0.6326,3870.8017,0.7872,5.386064,0.091115,137.765472,137.667906,-0.097566,5.313987,132.379408,132.281842,137.035999,-4.656591,-4.754157,6.13354
GW200129_065458,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,63.3266,0.1075,0.0988,0.1898,952.0811,0.7251,5.38485,0.107395,137.616672,137.500486,-0.116186,5.313987,132.231822,132.115636,137.035999,-4.804178,-4.920363,5.98474
GW200129_065458,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,63.2127,0.1096,0.0975,0.1936,973.2465,0.7166,5.384822,0.105607,137.614074,137.487116,-0.126958,5.313987,132.229252,132.102295,137.035999,-4.806747,-4.933705,5.982142
GW200202_154313,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,17.5954,0.0361,0.0719,0.0883,415.3041,0.713,5.346293,0.086929,135.769058,135.728791,-0.040267,5.313987,130.422766,130.382499,137.035999,-6.613233,-6.6535,4.137126
GW200202_154313,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,17.5719,0.0363,0.0721,0.0896,422.0993,0.7118,5.345984,0.087289,135.767133,135.726862,-0.040271,5.313987,130.421149,130.380878,137.035999,-6.61485,-6.655121,4.135201
GW200208_130117,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,65.1014,-0.0854,0.1513,0.3938,2194.7842,0.7253,5.293632,0.107727,137.656548,137.75606,0.099512,5.313987,132.362916,132.462427,137.035999,-4.673083,-4.573572,6.024616
GW200208_130117,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,64.6282,-0.0647,0.1485,0.4205,2371.2159,0.7345,5.30507,0.103588,137.646025,137.71933,0.073305,5.313987,132.340954,132.41426,137.035999,-4.695045,-4.621739,6.014093
GW200208_222617,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,90.7246,0.6237,0.27,0.6897,4300.1425,0.1432,4.89223,0.428204,138.135354,137.130509,-1.004845,5.313987,133.243124,132.238279,137.035999,-3.792875,-4.79772,6.503422
GW200208_222617,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,87.7227,0.6669,0.258,0.8824,5816.3066,0.1595,5.045551,0.392439,138.086809,137.042543,-1.044266,5.313987,133.041258,131.996992,137.035999,-3.994741,-5.039008,6.454878
GW200209_085452,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,61.831,-0.1248,0.1707,0.5695,3407.9502,0.7808,5.294557,0.101643,137.58219,137.728018,0.145828,5.313987,132.287633,132.433462,137.035999,-4.748366,-4.602537,5.950258
GW200209_085452,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,60.3288,-0.1066,0.1657,0.6412,3934.6696,0.7898,5.30374,0.093251,137.546707,137.66548,0.118773,5.313987,132.242967,132.36174,137.035999,-4.793032,-4.674259,5.914775
GW200210_092254,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,27.4557,0.0346,0.1517,0.1873,938.5242,0.114,4.223891,0.146266,136.410968,136.381834,-0.029134,5.313987,132.187077,132.157942,137.035999,-4.848922,-4.878057,4.779036
GW200210_092254,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,27.1921,0.0311,0.1512,0.1936,973.7281,0.1149,4.227816,0.150171,136.397047,136.370419,-0.026628,5.313987,132.169231,132.142603,137.035999,-4.866769,-4.893396,4.765115
GW200216_220804,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,80.9417,0.0805,0.2025,0.6303,3853.474,0.5871,5.299956,0.280145,137.970743,137.877069,-0.093675,5.313987,132.670787,132.577112,137.035999,-4.365212,-4.458887,6.338811
GW200216_220804,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,78.8524,0.1255,0.2013,0.7612,4850.7836,0.6541,5.348559,0.22306,137.933014,137.773416,-0.159598,5.313987,132.584455,132.424857,137.035999,-4.451544,-4.611142,6.301083
GW200219_094415,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,64.9328,-0.0968,0.1539,0.559,3332.3502,0.7592,5.297178,0.106748,137.652808,137.768107,0.115299,5.313987,132.35563,132.470929,137.035999,-4.680369,-4.56507,6.020876
GW200219_094415,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,62.9356,-0.0841,0.1489,0.6271,3829.5977,0.7673,5.305845,0.098394,137.607737,137.715653,0.107916,5.313987,132.301891,132.409808,137.035999,-4.734108,-4.626192,5.975805
GW200220_061928,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,144.1972,0.0373,0.228,0.9314,6216.9656,0.7214,5.332795,0.234877,138.803831,138.766714,-0.037117,5.313987,133.471036,133.433919,137.035999,-3.564963,-3.60208,7.171899
GW200220_061928,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,130.8113,0.0805,0.2291,1.1703,8240.2654,0.7364,5.359873,0.166807,138.663275,138.566068,-0.097207,5.313987,133.303402,133.206194,137.035999,-3.732597,-3.829805,7.031343
GW200220_124850,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,65.742,-0.0741,0.179,0.6696,4147.5399,0.7449,5.302616,0.117663,137.670675,137.768402,0.097727,5.313987,132.368059,132.465786,137.035999,-4.66794,-4.570213,6.038743
GW200220_124850,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,62.2533,-0.0535,0.1741,0.7977,5138.0481,0.7601,5.315809,0.106037,137.59201,137.663469,0.071459,5.313987,132.276202,132.347661,137.035999,-4.759798,-4.688339,5.960078
GW200224_222234,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,71.9586,0.1001,0.0943,0.3159,1696.4693,0.8029,5.398035,0.076352,137.801028,137.693173,-0.107855,5.313987,132.402993,132.295138,137.035999,-4.633006,-4.740862,6.169096
GW200224_222234,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,71.5674,0.1032,0.0921,0.3279,1771.5091,0.8039,5.399574,0.073096,137.793164,137.68103,-0.112133,5.313987,132.39359,132.281456,137.035999,-4.642409,-4.754543,6.161232
GW200225_060421,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,33.5639,-0.1381,0.1372,0.2138,1087.9199,0.7281,5.280417,0.094845,136.700771,136.853244,0.152473,5.313987,131.420354,131.572827,137.035999,-5.615645,-5.463172,5.068839
GW200225_060421,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,33.3536,-0.1271,0.1352,0.2258,1156.774,0.7333,5.285762,0.092831,136.691705,136.84235,0.150645,5.313987,131.405943,131.556588,137.035999,-5.630056,-5.479411,5.059773
GW200302_015811,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,57.445,-0.0012,0.155,0.2708,1421.5178,0.4896,5.201894,0.163701,137.476041,137.493157,0.017117,5.313987,132.274147,132.291264,137.035999,-4.761852,-4.744735,5.844109
GW200302_015811,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,56.8752,0.0131,0.1517,0.2974,1582.3795,0.507,5.225078,0.161466,137.461661,137.456474,-0.005187,5.313987,132.236583,132.231396,137.035999,-4.799416,-4.804604,5.829729
GW200306_093714,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,43.7158,0.3102,0.2273,0.3787,2095.9465,0.5371,5.376419,0.28672,137.082014,136.746983,-0.335031,5.313987,131.705595,131.370564,137.035999,-5.330404,-5.665436,5.450082
GW200306_093714,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,42.7835,0.3569,0.217,0.4337,2459.2568,0.5589,5.420961,0.264371,137.050916,136.640068,-0.410848,5.313987,131.629955,131.219107,137.035999,-5.406044,-5.816892,5.418984
GW200308_173609,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,102.5327,0.127,0.3577,1.0054,6831.0388,0.3491,5.185479,0.533146,138.311873,138.250459,-0.061414,5.313987,133.126394,133.06498,137.035999,-3.909605,-3.971019,6.679941
GW200308_173609,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,103.0438,0.0576,0.3071,2.1487,17389.0712,0.3926,5.170826,0.531856,138.319045,138.222691,-0.096354,5.313987,133.14822,133.051866,137.035999,-3.887779,-3.984133,6.687113
GW200311_115853,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,61.4657,-0.0357,0.1086,0.2295,1177.6702,0.7982,5.338147,0.076073,137.573641,137.614403,0.040762,5.313987,132.235494,132.276256,137.035999,-4.800505,-4.759743,5.941709
GW200311_115853,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,61.3428,-0.0325,0.1073,0.2338,1202.7842,0.7965,5.339013,0.074487,137.570754,137.6085,0.037747,5.313987,132.23174,132.269487,137.035999,-4.804259,-4.766512,5.938822
GW200316_215756,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,21.7761,0.1507,0.1237,0.2137,1086.937,0.5195,5.291595,0.175532,136.076608,135.910645,-0.165963,5.313987,130.785012,130.619049,137.035999,-6.250987,-6.41695,4.444676
GW200316_215756,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,21.5792,0.1489,0.1244,0.2219,1134.0518,0.5225,5.293432,0.17645,136.063504,135.898581,-0.164923,5.313987,130.770072,130.60515,137.035999,-6.265927,-6.43085,4.431572
GW200322_091133,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,76.6638,0.1008,0.3427,0.8231,5339.0735,0.2986,5.026192,0.784262,137.892405,137.584789,-0.307616,5.313987,132.866213,132.558596,137.035999,-4.169787,-4.477403,6.260473
GW200322_091133,GWTC-3,C01:IMRPhenomXPHM,M_total-final_mass_source,True,83.8205,0.0373,0.3139,2.0452,16372.488,0.1858,4.632071,0.882896,138.021164,137.88948,-0.131684,5.313987,133.389092,133.257409,137.035999,-3.646907,-3.77859,6.389232
GW230518_125908,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,9.6205,-0.0124,0.0632,0.0516,236.7211,0.1767,4.552375,0.063382,134.898051,134.913132,0.015081,5.313987,130.345675,130.360757,137.035999,-6.690324,-6.675242,3.266119
GW230529_181500,GWTC-4,C00:IMRPhenomXPHM:HighSpin,M_total-final_mass_source_non_evolved,True,5.009,-0.1125,0.087,0.0448,204.6627,0.4095,5.066715,0.11441,133.956458,134.075858,0.119401,5.313987,128.889743,129.009144,137.035999,-8.146256,-8.026855,2.324526
GW230601_224134,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,108.7076,-0.0201,0.1686,0.5716,3423.2299,0.6766,5.302915,0.116334,138.396241,138.41431,0.018069,5.313987,133.093326,133.111394,137.035999,-3.942673,-3.924605,6.764309
GW230605_065343,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,28.7266,0.0683,0.0776,0.2049,1037.3177,0.6406,5.328778,0.080883,136.47625,136.390386,-0.085864,5.313987,131.147472,131.061608,137.035999,-5.888527,-5.974391,4.844318
GW230606_004305,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,62.6625,-0.1361,0.1618,0.4674,2688.5406,0.7126,5.267046,0.124579,137.601462,137.750896,0.149434,5.313987,132.334415,132.483849,137.035999,-4.701584,-4.55215,5.96953
GW230608_205047,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,78.8106,0.0498,0.1513,0.5668,3388.5324,0.6353,5.323086,0.150314,137.93225,137.883069,-0.049181,5.313987,132.609164,132.559983,137.035999,-4.426835,-4.476016,6.300318
GW230609_064958,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,59.9485,-0.1427,0.1443,0.5549,3302.4614,0.7337,5.277572,0.10516,137.537585,137.699118,0.161533,5.313987,132.260013,132.421546,137.035999,-4.775986,-4.614453,5.905653
GW230624_113103,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,43.1645,0.1367,0.1411,0.3477,1896.8585,0.6252,5.345439,0.13242,137.063704,136.905105,-0.158599,5.313987,131.718265,131.559666,137.035999,-5.317734,-5.476333,5.431772
GW230627_015337,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,14.1812,0.021,0.0386,0.0663,307.3936,0.6904,5.336123,0.042726,135.457842,135.427099,-0.030743,5.313987,130.121718,130.090975,137.035999,-6.914281,-6.945024,3.82591
GW230628_231200,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,59.2169,-0.0023,0.092,0.4077,2286.1723,0.8466,5.360529,0.051052,137.519869,137.525006,0.005137,5.313987,132.15934,132.164476,137.035999,-4.876659,-4.871523,5.887937
GW230630_125806,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,85.6976,0.2026,0.1865,0.8132,5260.3667,0.6513,5.393089,0.186947,138.053115,137.818823,-0.234292,5.313987,132.660026,132.425733,137.035999,-4.375973,-4.610266,6.421183
GW230630_234532,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,16.831,-0.0401,0.0723,0.2114,1074.0132,0.6731,5.301018,0.073578,135.704982,135.738319,0.033337,5.313987,130.403965,130.437302,137.035999,-6.632034,-6.598697,4.07305
GW230702_185453,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,60.8191,0.0587,0.1574,0.4143,2329.5271,0.4074,5.13827,0.221276,137.558383,137.49392,-0.064464,5.313987,132.420113,132.355649,137.035999,-4.615886,-4.68035,5.926451
GW230704_021211,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,53.5414,-0.0139,0.1257,0.4506,2573.8533,0.6069,5.280832,0.126448,137.374516,137.398779,0.024263,5.313987,132.093684,132.117947,137.035999,-4.942315,-4.918052,5.742584
GW230704_212616,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,141.5987,0.3772,0.2262,1.0016,6799.6591,0.4952,5.382753,0.256198,138.777597,138.326251,-0.451346,5.313987,133.394843,132.943497,137.035999,-3.641156,-4.092502,7.145665
GW230706_104333,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,27.9525,0.1929,0.0779,0.3515,1921.0196,0.7136,5.409033,0.07427,136.43684,136.20979,-0.227049,5.313987,131.027807,130.800758,137.035999,-6.008192,-6.235241,4.804908
