event_file,IMRPhenom_CV,IMRPhenom_Mean,SEOBNR_CV,SEOBNR_Mean,Delta_Mean
IGWN-GWTC2p1-v2-GW190412_053044_PEDataRelease_mixed_cosmo.h5,1.5652368989663699,5.019965308387499,1.6320067836911596,5.174360819970412,0.15439551158291298
IGWN-GWTC2p1-v2-GW190731_140936_PEDataRelease_mixed_cosmo.h5,2.4907987106069105,5.321601221444698,2.380137814152695,5.35542768004969,0.03382645860499167
IGWN-GWTC2p1-v2-GW190503_185404_PEDataRelease_mixed_cosmo.h5,2.669707339440512,5.254673689283408,2.0787847956390744,5.291406533770907,0.03673284448749925
IGWN-GWTC2p1-v2-GW190620_030421_PEDataRelease_mixed_nocosmo.h5,3.9942290426339566,5.381888493746868,2.4920258868103446,5.471856060797893,0.08996756705102449
IGWN-GWTC2p1-v2-GW190924_021846_PEDataRelease_mixed_nocosmo.h5,3.2464857362469757,5.195409237326421,1.0743112319905388,5.297350941809884,0.10194170448346274
IGWN-GWTC2p1-v2-GW170104_101158_PEDataRelease_mixed_cosmo.h5,1.6550872776119423,5.292644711835415,1.3596373875889451,5.3055492943992935,0.01290458256387872
IGWN-GWTC2p1-v2-GW190720_000836_PEDataRelease_mixed_cosmo.h5,2.3902885394463147,5.2922156497511965,1.6018751485452014,5.288523658870848,0.003691990880348328
IGWN-GWTC2p1-v2-GW190408_181802_PEDataRelease_mixed_nocosmo.h5,1.3684051094687935,5.3080100100171625,1.1746740970857195,5.320838256899238,0.012828246882075511
IGWN-GWTC2p1-v2-GW170729_185629_PEDataRelease_mixed_nocosmo.h5,3.3119013337103596,5.3988410856633635,3.0872926730520422,5.4324366619501685,0.033595576286804985
IGWN-GWTC2p1-v2-GW190630_185205_PEDataRelease_mixed_nocosmo.h5,1.5431969786117947,5.348619564840781,1.3017277725866396,5.3510059942026444,0.00238642936186384
IGWN-GWTC2p1-v2-GW170818_022509_PEDataRelease_mixed_cosmo.h5,1.2524967009953873,5.326492841418415,1.1351488701680963,5.317961377639648,0.008531463778767012
IGWN-GWTC2p1-v2-GW190517_055101_PEDataRelease_mixed_cosmo.h5,3.900011485159087,5.461535156259232,2.1137624430753643,5.598444105169279,0.13690894891004746
IGWN-GWTC2p1-v2-GW190403_051519_PEDataRelease_mixed_nocosmo.h5,5.463097407772274,5.357471538973849,4.145576701912058,5.437686952509785,0.08021541353593609
IGWN-GWTC2p1-v2-GW170608_020116_PEDataRelease_mixed_nocosmo.h5,1.6679583540687315,5.318576505941162,1.0531665039544587,5.343614644757095,0.02503813881593331
IGWN-GWTC2p1-v2-GW170823_131358_PEDataRelease_mixed_cosmo.h5,1.936512241048743,5.344685948826274,1.582854785611779,5.358316137823546,0.013630188997272086
IGWN-GWTC2p1-v2-GW190412_053044_PEDataRelease_mixed_nocosmo.h5,1.5702762834719268,5.018370127226676,1.6662085067194286,5.171546448467382,0.15317632124070535
IGWN-GWTC2p1-v2-GW190915_235702_PEDataRelease_mixed_cosmo.h5,1.581753500588378,5.3141882412006325,1.7321000528555341,5.310903801539999,0.003284439660633076
IGWN-GWTC2p1-v2-GW190512_180714_PEDataRelease_mixed_nocosmo.h5,2.0888344689922835,5.2259602568362595,1.5535450891431923,5.263796252204503,0.037835995368243225
IGWN-GWTC2p1-v2-GW190731_140936_PEDataRelease_mixed_nocosmo.h5,2.3020071730705247,5.343683680080692,2.2766681490677074,5.379821332407565,0.03613765232687349
IGWN-GWTC2p1-v2-GW190805_211137_PEDataRelease_mixed_nocosmo.h5,2.7796532785205508,5.504817441362155,2.670637630808536,5.497547412827978,0.007270028534176909
IGWN-GWTC2p1-v2-GW170823_131358_PEDataRelease_mixed_nocosmo.h5,1.8385305934656464,5.35320947162958,1.5603667660734903,5.364961868484399,0.01175239685481877
IGWN-GWTC2p1-v2-GW190924_021846_PEDataRelease_mixed_cosmo.h5,3.207714841672254,5.196783497102459,1.0743613495070958,5.296917720716812,0.10013422361435342
IGWN-GWTC2p1-v2-GW190701_203306_PEDataRelease_mixed_cosmo.h5,2.020753686960988,5.2764732583544784,2.0227453673993447,5.290246631354791,0.013773373000312894
