event_file,median_n,std_n,median_q,median_chi_eff,valid_samples
IGWN-GWTC3p0-v2-GW191105_143521_PEDataRelease_mixed_cosmo.h5,5.314640612325218,0.08890616658978141,0.6935036575395194,-0.018419394839939915,65529
IGWN-GWTC3p0-v2-GW191109_010717_PEDataRelease_mixed_cosmo.h5,5.216620578614118,0.13502961251046064,0.7315393913688644,-0.3112140220735265,109061
IGWN-GWTC3p0-v2-GW200322_091133_PEDataRelease_mixed_cosmo.h5,5.026227274918394,0.7842615847883151,0.29862646613442523,0.10081680521767078,4140
IGWN-GWTC3p0-v2-GW200209_085452_PEDataRelease_mixed_cosmo.h5,5.294591378479049,0.10164278326696205,0.7807506759734038,-0.12479790357863324,30588
IGWN-GWTC3p0-v2-GW191127_050227_PEDataRelease_mixed_nocosmo.h5,5.309711096853114,0.37062847351291267,0.4699213013231149,0.2587649761829644,185048
IGWN-GWTC3p0-v2-GW200202_154313_PEDataRelease_mixed_cosmo.h5,5.346327447533166,0.08692910671006736,0.7130196917568262,0.03608769742691845,126430
IGWN-GWTC3p0-v2-GW200202_154313_PEDataRelease_mixed_nocosmo.h5,5.346018869822083,0.08728852221463407,0.7117819052788453,0.036256360727061995,170115
IGWN-GWTC3p0-v2-GW191126_115259_PEDataRelease_mixed_cosmo.h5,5.403617285551951,0.10174561592836386,0.6823299391351269,0.2100419317030916,55315
IGWN-GWTC3p0-v2-GW191127_050227_PEDataRelease_mixed_cosmo.h5,5.137085618486375,0.4665850700543926,0.3485970266859403,0.17683180260966325,27156
IGWN-GWTC3p0-v2-GW200128_022011_PEDataRelease_mixed_cosmo.h5,5.3821433234994815,0.09513618547369954,0.7914604612495145,0.07971142585231965,26969
IGWN-GWTC3p0-v2-GW200224_222234_PEDataRelease_mixed_nocosmo.h5,5.399608756851541,0.07309622739670331,0.8038984537224041,0.10324890922279098,216261
